,col_a,col_b,pvalue
25,0,sqr_score,0.3144495497314855
52,0,sqr_score,0.3144495497314855
216,0,sqr_score,0.9963458540160606
262,0,sqr_score,0.4980958629298223
317,0,sqr_score,0.6512202735474216
348,0,sqr_score,0.555181016846357
396,0,sqr_score,0.7808841459694565
444,0,sqr_score,0.4332529850930766
466,0,sqr_score,0.9085019724269427
508,0,sqr_score,0.7226292052508113
538,0,sqr_score,0.753374757664386
24,0,oci_score,0.6953280212598762
51,0,oci_score,0.6953280212598762
173,0,oci_score,0.7769202875471821
215,0,oci_score,0.4509087519369911
261,0,oci_score,0.4724130916050719
316,0,oci_score,0.5737330353374499
368,0,oci_score,0.4794471374229451
507,0,oci_score,0.8239303454804114
537,0,oci_score,0.6855068201089953
22,0,dbi_score,0.3472197696234632
49,0,dbi_score,0.3472197696234632
171,0,dbi_score,0.6327498479458843
212,0,dbi_score,0.3935606833394437
257,0,dbi_score,0.8654231158302491
345,0,dbi_score,0.3126116473595256
393,0,dbi_score,0.3960122540626556
463,0,dbi_score,0.6981845816139066
503,0,dbi_score,0.5019223991950847
535,0,dbi_score,0.481738900964381
569,0,dbi_score,0.5200392918414726
213,0,bai_score,0.8594028642503293
258,0,bai_score,0.5521975640641764
314,0,bai_score,0.7358907732511956
346,0,bai_score,0.9592248023668268
394,0,bai_score,0.6460293618152657
425,0,bai_score,0.3961120484063949
442,0,bai_score,0.4094026961501601
464,0,bai_score,0.774649368562913
504,0,bai_score,0.3804847273074376
536,0,bai_score,0.4581651395048913
23,0,asrsb_score,0.5057115202362336
50,0,asrsb_score,0.5057115202362336
124,0,asrsb_score,0.344311424476211
260,0,asrsb_score,0.3409717941848317
315,0,asrsb_score,0.3006927884723913
367,0,asrsb_score,0.7556296997908718
395,0,asrsb_score,0.7609449784177651
506,0,asrsb_score,0.704590994368944
123,0,asrsa_score,0.4670099628054796
172,0,asrsa_score,0.3140270617467123
214,0,asrsa_score,0.5722148537667521
259,0,asrsa_score,0.9371002965665644
347,0,asrsa_score,0.6907238905831685
426,0,asrsa_score,0.5246206353086457
443,0,asrsa_score,0.3425911208072963
465,0,asrsa_score,0.694102240493574
505,0,asrsa_score,0.4006795117928629
26,0,age,0.7748802105098047
53,0,age,0.7748802105098047
217,0,age,0.4947464002969325
263,0,age,0.5367162090254955
318,0,age,0.7088342795311284
349,0,age,0.6861439405231649
427,0,age,0.8467151441508667
445,0,age,0.9914930139633168
509,0,age,0.3265758497163124
539,0,age,0.962171206237846
570,0,age,0.311416115090999
122,0,07-01_5,0.4040820299316144
121,0,07-01_4,0.8808272882604197
256,0,07-01_4,0.3253665777420239
120,0,07-01_3,0.6404851305826348
119,0,07-01_1,0.5844797138940371
21,0,07-00_5,0.3771782415417059
48,0,07-00_5,0.3771782415417059
20,0,07-00_1,0.3774217946320127
47,0,07-00_1,0.3774217946320127
19,0,07-00_0,0.6297140657359174
46,0,07-00_0,0.6297140657359174
118,0,06-01_4,0.5921285395468088
117,0,06-01_2,0.7627832661718938
366,0,06-01_2,0.6616750646209802
424,0,06-01_2,0.6241799850856863
344,0,06-00_4,0.3664459850765852
343,0,06-00_1,0.3061672657236627
255,0,05-01_5,0.4072915606764934
18,0,05-01_4,0.3702852451629269
45,0,05-01_4,0.3702852451629269
116,0,05-01_4,0.3011149898981752
211,0,05-01_4,0.4713425302152606
254,0,05-01_4,0.8521166575229809
253,0,05-01_3,0.8210043726760136
17,0,05-01_1,0.470047158080642
44,0,05-01_1,0.470047158080642
252,0,05-01_1,0.5243065536452548
16,0,05-00_5,0.5139483914454641
43,0,05-00_5,0.5139483914454641
251,0,05-00_5,0.3155716416702742
15,0,05-00_4,0.6746476162934092
42,0,05-00_4,0.6746476162934092
14,0,05-00_3,0.4326769134467936
41,0,05-00_3,0.4326769134467936
250,0,05-00_3,0.3452768783626949
13,0,05-00_2,0.4692364607267921
40,0,05-00_2,0.4692364607267921
12,0,05-00_1,0.9320637466939832
