,col_a,col_b,pvalue
0,00-01_0,01-00_0,0.02893150627124796
1,00-01_0,01-00_1,0.5614236847691139
2,00-01_0,01-00_2,0.23995687339098493
3,00-01_0,01-00_3,0.8851140830439957
4,00-01_0,01-00_4,0.7200812537028242
5,00-01_0,01-00_5,0.989391123794701
6,00-01_0,01-01_1,0.04469019827841779
7,00-01_0,01-01_2,0.20010517422974297
8,00-01_0,01-01_3,0.031544580488873604
9,00-01_0,01-01_4,0.12500833285243707
10,00-01_0,01-01_5,0.0057213353491720525
11,00-01_0,02-00_1,0.02319854375051843
12,00-01_0,02-00_2,0.38022523609942305
13,00-01_0,02-00_3,0.024217880968772296
14,00-01_0,02-00_4,0.12140934606195444
15,00-01_0,02-01_1,0.019119728158734008
16,00-01_0,02-01_2,0.2334765113986748
17,00-01_0,02-01_4,0.0364534040646709
18,00-01_0,03-00_0,0.016803848187911676
19,00-01_0,03-00_1,0.7251061183900482
20,00-01_0,03-00_2,0.13002548084592933
21,00-01_0,03-00_3,0.3742701007249915
22,00-01_0,03-00_4,0.38562289910152375
23,00-01_0,03-00_5,0.49312773605176324
24,00-01_0,03-01_1,0.044639414890127904
25,00-01_0,03-01_2,0.04507955716727763
26,00-01_0,03-01_3,0.011536353305718488
27,00-01_0,03-01_4,0.05733486686578719
28,00-01_0,03-01_5,0.009938302533338274
29,00-01_0,04-00_0,0.010220937311571813
30,00-01_0,04-00_1,0.4830927861078266
31,00-01_0,04-00_2,0.011545681346904887
32,00-01_0,04-00_3,0.3258475879573474
33,00-01_0,04-00_4,0.47039662165635643
34,00-01_0,04-00_5,0.25413286997431345
35,00-01_0,04-01_1,0.08832743033620821
36,00-01_0,04-01_2,0.028691883179357922
37,00-01_0,04-01_3,0.0398154340381723
38,00-01_0,04-01_4,0.09410597918560151
39,00-01_0,04-01_5,0.033107035899162
40,00-01_0,05-00_0,0.01808145195731547
41,00-01_0,05-00_1,0.9320637466939832
42,00-01_0,05-00_2,0.4692364607267921
43,00-01_0,05-00_3,0.4326769134467936
44,00-01_0,05-00_4,0.6746476162934092
45,00-01_0,05-00_5,0.5139483914454641
46,00-01_0,05-01_1,0.47004715808064207
47,00-01_0,05-01_2,0.06632521543877508
48,00-01_0,05-01_3,0.03300834702653398
49,00-01_0,05-01_4,0.3702852451629269
50,00-01_0,05-01_5,0.14000684380122175
51,00-01_0,06-00_1,0.15635595454550488
52,00-01_0,06-00_2,0.006150370215672748
53,00-01_0,06-00_3,0.20249151572744245
54,00-01_0,06-00_4,0.2059812766601978
55,00-01_0,06-00_5,0.026629223721326038
56,00-01_0,07-00_0,0.6297140657359174
57,00-01_0,07-00_1,0.37742179463201275
58,00-01_0,07-00_2,0.20628123195731113
59,00-01_0,07-00_3,0.22075561177536057
60,00-01_0,07-00_4,0.2707580623286571
61,00-01_0,07-00_5,0.3771782415417059
62,00-01_0,07-01_0,0.028411048357001777
63,00-01_0,07-01_1,0.0349578479770247
64,00-01_0,07-01_2,0.057875203404518016
65,00-01_0,07-01_3,0.04227781604193684
66,00-01_0,07-01_4,0.03451702270051931
67,00-01_0,07-01_5,0.04671800106196543
68,00-01_0,dbi_score,0.34721976962346324
69,00-01_0,bai_score,0.2657375139630233
70,00-01_0,asrsa_score,0.20606228070466356
71,00-01_0,asrsb_score,0.5057115202362336
72,00-01_0,oci_score,0.6953280212598762
73,00-01_0,sqr_score,0.31444954973148553
74,00-01_0,age,0.7748802105098047
75,00-01_0,01-00_0,0.02893150627124796
76,00-01_0,01-00_1,0.5614236847691139
77,00-01_0,01-00_2,0.23995687339098493
78,00-01_0,01-00_3,0.8851140830439957
79,00-01_0,01-00_4,0.7200812537028242
80,00-01_0,01-00_5,0.989391123794701
81,00-01_0,01-01_1,0.04469019827841779
82,00-01_0,01-01_2,0.20010517422974297
83,00-01_0,01-01_3,0.031544580488873604
84,00-01_0,01-01_4,0.12500833285243707
85,00-01_0,01-01_5,0.0057213353491720525
86,00-01_0,02-00_1,0.02319854375051843
87,00-01_0,02-00_2,0.38022523609942305
88,00-01_0,02-00_3,0.024217880968772296
89,00-01_0,02-00_4,0.12140934606195444
90,00-01_0,02-01_1,0.019119728158734008
91,00-01_0,02-01_2,0.2334765113986748
92,00-01_0,02-01_4,0.0364534040646709
93,00-01_0,03-00_0,0.016803848187911676
94,00-01_0,03-00_1,0.7251061183900482
95,00-01_0,03-00_2,0.13002548084592933
96,00-01_0,03-00_3,0.3742701007249915
97,00-01_0,03-00_4,0.38562289910152375
98,00-01_0,03-00_5,0.49312773605176324
99,00-01_0,03-01_1,0.044639414890127904
