,x,y
0,288,266
1,289,218
2,288,230
3,280,172
4,290,205
5,292,186
6,294,139
7,199,129
8,296,102
9,297,83
10,300,25
11,288,272
12,288,276
13,288,277
14,287,278
15,287,283
16,287,289
17,287,295
18,287,303
19,289,223
20,276,222
21,156,74
22,240,143
23,225,144
24,212,142
25,196,133
26,251,140
27,220,106
28,235,107
29,207,107
30,198,112
31,186,142
32,237,316
33,195,125
34,149,129
35,171,130
36,224,201
37,271,263
38,273,276
39,254,266
40,242,269
41,260,275
42,250,275
43,224,283
44,278,217
45,276,205
46,178,99
47,253,167
48,247,211
49,246,203
50,187,196
51,279,187
52,207,85
53,190,89
54,168,52
55,266,97
56,249,112
57,215,271
58,160,247
59,256,219
60,267,223
61,228,275
62,234,274
63,183,80
64,246,217
65,232,86
66,229,76
67,220,28
68,175,66
69,226,52
70,171,90
71,163,83
72,271,270
73,257,272
74,246,272
75,259,222
76,231,275
77,237,276
78,236,273
79,263,215
80,253,275
81,263,275
82,275,277
83,269,303
84,269,295
85,270,287
86,271,282
87,273,277
88,250,275
89,247,276
90,244,279
91,241,283
92,233,252
93,150,183
94,289,226
95,243,274
96,240,275
97,271,230
98,250,225
99,269,227
100,239,174
101,218,183
102,244,209
103,187,37
104,194,56
105,203,74
106,236,290
107,262,80
108,259,54
109,257,25
110,202,139
111,172,150
112,258,137
113,185,116
114,263,159
115,255,207
116,157,158
117,179,162
118,196,168
119,221,167
120,240,162
121,253,155
122,281,142
123,159,186
124,173,112
125,282,223
126,254,181
127,147,125
128,264,150
129,243,209
130,191,125
131,255,198
132,152,214
133,258,132
134,266,191
135,185,284
136,186,295
137,148,185
138,171,265
139,156,104
140,235,326
141,284,225
142,241,190
143,160,132
144,213,135
145,225,137
146,233,279
147,161,212
148,258,342
149,220,325
150,204,313
151,298,56
152,285,344
153,237,137
154,249,134
155,255,133
156,165,108
157,246,120
158,233,115
159,221,114
160,208,116
161,202,120
162,149,97
163,205,132
164,288,241
165,244,245
166,256,217
167,270,243
168,295,120
169,201,301
170,217,314
171,258,336
172,172,274
173,254,127
174,271,164
175,285,337
176,237,335
177,151,214
178,260,276
179,258,279
180,255,284
181,254,290
182,250,297
183,241,275
184,237,274
185,233,271
186,222,261
187,177,222
188,272,150
189,267,122
190,260,124
191,244,273
192,175,250
193,278,121
194,243,306
195,293,171
196,280,158
197,293,155
198,261,185
199,285,326
200,286,313
201,264,314
202,213,284
203,233,219
204,228,297
205,204,215
206,220,232
207,193,235
208,259,326
209,252,192
210,203,290
211,220,304
212,203,270
213,164,233
214,189,267
215,158,240
216,210,248
217,263,172
218,259,214
219,250,215
220,265,206
221,257,109
222,234,100
223,215,99
224,200,101
225,190,107
226,183,129
227,146,157
228,193,149
229,205,154
230,223,155
231,241,151
232,254,147
233,263,144
234,148,154
235,251,219
236,270,177
237,268,215
238,276,220
239,268,216
240,254,223
241,278,222
242,280,224
243,263,133
244,269,136
245,272,139
246,198,122
247,191,117
248,304,172
249,394,130
250,303,223
251,441,78
252,353,145
253,366,146
254,379,146
255,397,135
256,341,142
257,374,106
258,358,107
259,388,107
260,398,112
261,407,145
262,335,317
263,400,125
264,443,134
265,421,134
266,358,203
267,306,263
268,302,276
269,323,266
270,334,270
271,315,276
272,326,276
273,352,284
274,301,218
275,303,206
276,417,98
277,333,168
278,334,214
279,335,206
280,397,200
281,304,188
282,387,84
283,405,88
284,431,56
285,327,97
286,345,113
287,362,273
288,422,250
289,323,220
290,313,224
291,348,276
292,342,275
293,413,79
294,335,219
295,362,86
