,col_a,col_b,rvalue
218,0,07-01_2,0.6231219071893708
105,0,07-01_0,0.6523078709821475
217,0,07-01_0,1.0
195,0,07-00_5,0.728447672555644
194,0,07-00_4,0.6423363503624647
193,0,07-00_3,0.663801089038893
192,0,07-00_2,0.6519955869090404
191,0,07-00_1,0.7244616562966414
190,0,07-00_0,1.0
178,0,06-01_0,1.0
166,0,06-00_0,0.9999999999999998
154,0,05-01_0,1.0
134,0,05-00_0,1.0
104,0,04-01_0,1.0
92,0,04-00_5,0.6174235605185504
91,0,04-00_0,1.0
79,0,03-01_0,1.0
67,0,03-00_0,0.9999999999999996
55,0,02-01_0,1.0
43,0,02-00_2,0.6326557119843695
42,0,02-00_0,1.0
30,0,01-01_2,0.6665789598309846
29,0,01-01_0,1.0
13,0,01-00_2,0.6511937846377073
12,0,01-00_0,1.0
0,0,00-01_0,1.0
113,1,07-01_5,0.6676319651323436
202,1,07-01_5,0.6185637177076401
222,1,07-01_5,0.9597756378715402
112,1,07-01_4,0.6678891635816119
221,1,07-01_4,0.950668597841192
111,1,07-01_3,0.6312174165921111
220,1,07-01_3,0.916842563415238
110,1,07-01_1,0.704832616538561
201,1,07-01_1,0.6220103755637459
219,1,07-01_1,1.0
200,1,07-00_5,0.9562415008554014
199,1,07-00_4,0.958559659558147
198,1,07-00_3,0.9459121581499566
197,1,07-00_2,0.657836738443203
196,1,07-00_1,0.9999999999999996
182,1,06-01_5,0.9001185759658064
181,1,06-01_4,0.9072778205337072
180,1,06-01_3,0.8490385975033411
179,1,06-01_1,0.9999999999999996
170,1,06-00_5,0.90901463960971
169,1,06-00_4,0.9143127871118286
168,1,06-00_3,0.874259453531051
167,1,06-00_1,1.0
158,1,05-01_5,0.7970538286598886
141,1,05-01_4,0.6113155321417547
157,1,05-01_4,0.901439303867808
156,1,05-01_3,0.730837006430558
140,1,05-01_1,0.6846235164770589
155,1,05-01_1,1.0
139,1,05-00_5,0.8276985459986232
138,1,05-00_4,0.9219177477495248
137,1,05-00_3,0.7979666825557986
136,1,05-00_2,0.6412923783199166
135,1,05-00_1,1.0
109,1,04-01_5,0.9367569416042868
108,1,04-01_4,0.9329489916915928
107,1,04-01_3,0.8905451450533671
106,1,04-01_1,1.0
96,1,04-00_5,0.944843602546002
95,1,04-00_4,0.9572905121070292
94,1,04-00_3,0.9326675845975192
93,1,04-00_1,1.0
83,1,03-01_5,0.7864155893071263
82,1,03-01_4,0.8879891573201336
81,1,03-01_3,0.7393198051349144
80,1,03-01_1,1.0
71,1,03-00_5,0.8657837922818022
70,1,03-00_4,0.9015213198398836
69,1,03-00_3,0.8145478135175828
68,1,03-00_1,0.9999999999999998
59,1,02-01_5,0.92079671005128
58,1,02-01_4,0.9523318710218844
57,1,02-01_3,0.8914720523879944
56,1,02-01_1,1.0
47,1,02-00_5,0.8409713185087482
46,1,02-00_4,0.9287987480724008
45,1,02-00_3,0.8207031986373025
44,1,02-00_1,1.0
34,1,01-01_5,0.9395317821053308
33,1,01-01_4,0.9349844793052808
32,1,01-01_3,0.9168622315070322
18,1,01-01_1,0.611945649730185
31,1,01-01_1,0.9999999999999996
17,1,01-00_5,0.9079793525985974
