,col_a,col_b,rvalue
0,00-01_0,00-01_0,0.9999999999999999
1,00-01_0,00-01_1,0.3788548792132755
2,00-01_0,00-01_2,0.5269072236178203
3,00-01_0,00-01_3,0.423451190144226
4,00-01_0,00-01_4,0.32111801353240654
5,00-01_0,00-01_5,0.5135269620622767
6,00-01_0,06-01_0,0.4429397274281816
7,00-01_0,06-01_2,0.323141376195331
8,00-01_1,00-01_1,0.9999999999999997
9,00-01_1,00-01_2,0.5997423605291239
10,00-01_1,00-01_3,0.8500366088264047
11,00-01_1,00-01_4,0.920126982632598
12,00-01_1,00-01_5,0.8856502882230867
13,00-01_1,01-01_1,0.39451905955637434
14,00-01_1,01-01_3,0.35768797645840905
15,00-01_1,01-01_4,0.3721239087175223
16,00-01_1,01-01_5,0.3654459095570999
17,00-01_1,02-01_1,0.3349925220156584
18,00-01_1,02-01_3,0.3090152891545733
19,00-01_1,02-01_4,0.3223337324414174
20,00-01_1,02-01_5,0.3281049280837551
21,00-01_1,03-01_1,0.33275431555514967
22,00-01_1,03-01_3,0.35453788453467333
23,00-01_1,03-01_4,0.3727697081822881
24,00-01_1,04-01_1,0.3875234561385142
25,00-01_1,04-01_2,0.31885960798881996
26,00-01_1,04-01_3,0.3615567004773748
27,00-01_1,04-01_4,0.38516597991548296
28,00-01_1,04-01_5,0.39577744556625294
29,00-01_1,06-01_1,0.5128051371763488
30,00-01_1,06-01_2,0.37738483891845837
31,00-01_1,06-01_3,0.47187017575044604
32,00-01_1,06-01_4,0.5040778836252068
33,00-01_1,06-01_5,0.5105652898737848
34,00-01_1,07-01_5,0.30854595688531866
35,00-01_2,00-01_2,1.0
36,00-01_2,00-01_3,0.49041524163988715
37,00-01_2,00-01_4,0.5776325440852537
38,00-01_2,00-01_5,0.5161554108763342
39,00-01_2,01-01_2,0.30296388205164304
40,00-01_2,02-01_2,0.33427855892518293
41,00-01_2,04-01_2,0.3173195378345319
42,00-01_2,05-01_2,0.3043965931167311
43,00-01_2,06-01_2,0.48008336495699666
44,00-01_2,06-01_5,0.3259235271325638
45,00-01_3,00-01_3,1.0
46,00-01_3,00-01_4,0.8924966735890459
47,00-01_3,00-01_5,0.8878255425684229
48,00-01_3,01-01_1,0.3572495643975141
49,00-01_3,01-01_3,0.37838840618716424
50,00-01_3,01-01_4,0.3353622636809152
51,00-01_3,01-01_5,0.3539598021263314
52,00-01_3,02-01_1,0.3526942081799356
53,00-01_3,02-01_3,0.37603775801706757
54,00-01_3,02-01_4,0.3532862197601622
55,00-01_3,02-01_5,0.3633901274380646
56,00-01_3,03-01_3,0.34574907191909726
57,00-01_3,03-01_4,0.31260588400568
58,00-01_3,04-01_1,0.31809721262371793
59,00-01_3,04-01_3,0.3488926487699852
60,00-01_3,04-01_4,0.35405680045306664
61,00-01_3,04-01_5,0.3344710833305253
62,00-01_3,06-01_1,0.4644743062597421
63,00-01_3,06-01_2,0.36482500462993916
64,00-01_3,06-01_3,0.4991304804023912
65,00-01_3,06-01_4,0.4716363734331074
66,00-01_3,06-01_5,0.49518867536011385
67,00-01_4,00-01_4,1.0
68,00-01_4,00-01_5,0.7847869435593495
69,00-01_4,01-01_1,0.37585302045399427
70,00-01_4,01-01_3,0.35249301462651933
71,00-01_4,01-01_4,0.37685380024980203
72,00-01_4,01-01_5,0.3321651718760852
73,00-01_4,02-01_1,0.34287536717351674
74,00-01_4,02-01_3,0.3315972114739684
75,00-01_4,02-01_4,0.3558497071189521
76,00-01_4,02-01_5,0.3320510648533565
77,00-01_4,03-01_1,0.3090767303758057
78,00-01_4,03-01_3,0.34069993786058006
79,00-01_4,03-01_4,0.3790785786681515
80,00-01_4,04-01_1,0.38691538028307987
81,00-01_4,04-01_3,0.3837138641056818
82,00-01_4,04-01_4,0.421728673085417
83,00-01_4,04-01_5,0.3768289283916803
84,00-01_4,05-01_4,0.3043372656895492
85,00-01_4,06-01_1,0.4712817274510395
86,00-01_4,06-01_2,0.3661721400810504
87,00-01_4,06-01_3,0.4734029279496112
88,00-01_4,06-01_4,0.5107488959744775
89,00-01_4,06-01_5,0.4662121148824307
90,00-01_5,00-01_5,0.9999999999999999
91,00-01_5,01-01_1,0.3459656459393794
92,00-01_5,01-01_3,0.3579267839087265
93,00-01_5,01-01_4,0.3163779335324428
94,00-01_5,01-01_5,0.36442922817935464
95,00-01_5,02-01_1,0.3075280733235995
96,00-01_5,02-01_3,0.32240015515562126
97,00-01_5,02-01_5,0.3304132939396937
98,00-01_5,03-01_3,0.33908360265988546
99,00-01_5,04-01_1,0.3106820466507461
100,00-01_5,04-01_5,0.3494178226261314
101,00-01_5,06-01_1,0.4634091039504424
102,00-01_5,06-01_2,0.35251636831573024
103,00-01_5,06-01_3,0.46353643534945516
104,00-01_5,06-01_4,0.4334512684400312
105,00-01_5,06-01_5,0.5166363607357927
106,01-00_0,01-00_0,0.9999999999999999
107,01-00_0,01-00_1,0.3996151900493702
108,01-00_0,01-00_2,0.6511937846377073
109,01-00_0,01-00_3,0.4367491421599331
110,01-00_0,01-00_4,0.3416177773569803
111,01-00_0,01-00_5,0.479303530038977
112,01-00_0,01-01_0,0.5090974182217989
113,01-00_0,01-01_2,0.31577587484807285
114,01-00_0,02-00_0,0.39104423210682865
115,01-00_0,03-00_0,0.3488617681630725
116,01-00_0,04-00_0,0.3435322181933981
117,01-00_0,05-00_0,0.3378640663812421
118,01-00_0,06-00_0,0.4080242513852065
119,01-00_1,01-00_1,1.0
120,01-00_1,01-00_2,0.4243071060114656
121,01-00_1,01-00_3,0.8787898433556856
122,01-00_1,01-00_4,0.9125298352308253
123,01-00_1,01-00_5,0.9079793525985974
124,01-00_1,01-01_1,0.611945649730185
125,01-00_1,01-01_2,0.30292904676165366
126,01-00_1,01-01_3,0.5725264165981186
127,01-00_1,01-01_4,0.5706200865347584
128,01-00_1,01-01_5,0.5785453942021909
129,01-00_1,02-00_3,0.30764432679194115
130,01-00_1,02-01_1,0.3215979851380873
131,01-00_1,02-01_3,0.40692251028036464
132,01-00_1,02-01_4,0.34671719733973355
133,01-00_1,02-01_5,0.37238553717817746
134,01-00_1,03-00_1,0.3105997665487764
135,01-00_1,03-00_3,0.3850211507001169
136,01-00_1,03-00_4,0.35139170456455965
137,01-00_1,04-00_5,0.30298767374562563
138,01-00_1,06-00_1,0.3192399872875415
139,01-00_1,06-00_3,0.31622080663768487
140,01-00_1,06-00_4,0.3022786148769444
141,01-00_1,06-00_5,0.3092295723523745
142,01-00_2,01-00_2,1.0
143,01-00_2,01-00_3,0.3271953606055809
144,01-00_2,01-00_4,0.38589649450626684
145,01-00_2,01-00_5,0.3925139005111193
146,01-00_2,01-01_0,0.3324806549440302
147,01-00_2,01-01_2,0.46218225564964466
148,01-00_2,02-00_0,0.31535474876653685
149,01-00_2,02-00_2,0.36196398355063186
150,01-00_2,02-01_2,0.31097966129330185
151,01-00_2,03-00_0,0.30847365888093414
152,01-00_2,03-00_2,0.34600236423478936
153,01-00_2,03-01_2,0.3219330692630718
154,01-00_2,06-00_0,0.30575142686537443
155,01-00_2,06-00_2,0.39433643164365284
156,01-00_2,07-00_2,0.371782932540877
157,01-00_3,01-00_3,1.0
158,01-00_3,01-00_4,0.904506296498678
159,01-00_3,01-00_5,0.8748013920372024
160,01-00_3,01-01_0,0.3175196433031908
161,01-00_3,01-01_1,0.5778291249090819
162,01-00_3,01-01_3,0.6103151081145634
163,01-00_3,01-01_4,0.5591792642147352
164,01-00_3,01-01_5,0.577419849507509
165,01-00_3,02-00_3,0.385041968117865
166,01-00_3,02-00_4,0.3088597669467107
167,01-00_3,02-00_5,0.3307699585861524
168,01-00_3,02-01_1,0.33012441517011276
169,01-00_3,02-01_3,0.43425929728710344
170,01-00_3,02-01_4,0.3565378879422518
171,01-00_3,02-01_5,0.38970015316694684
172,01-00_3,03-00_3,0.4226686374394513
173,01-00_3,03-00_4,0.351658723418572
174,01-00_3,03-00_5,0.3032741302564949
175,01-00_3,04-00_1,0.3362272823228954
176,01-00_3,04-00_3,0.3582960849453664
177,01-00_3,04-00_4,0.33645196856790976
178,01-00_3,04-00_5,0.3513552532852452
179,01-00_3,06-00_1,0.32753982457643577
180,01-00_3,06-00_3,0.3499671087160337
181,01-00_3,06-00_4,0.31665136391365484
182,01-00_3,06-00_5,0.3379068631307761
183,01-00_3,06-01_3,0.31883845823945456
184,01-00_3,06-01_5,0.3031430266696564
185,01-00_4,01-00_4,1.0
186,01-00_4,01-00_5,0.7854119635660232
187,01-00_4,01-01_1,0.6024436429403339
188,01-00_4,01-01_3,0.5923766951020395
189,01-00_4,01-01_4,0.6231908595346808
190,01-00_4,01-01_5,0.5573466657065425
191,01-00_4,02-00_3,0.34570131050804476
192,01-00_4,02-00_4,0.31257328760671
193,01-00_4,02-01_1,0.3438983792408671
194,01-00_4,02-01_3,0.42219214176317726
195,01-00_4,02-01_4,0.37249705261371185
196,01-00_4,02-01_5,0.38948834945520877
197,01-00_4,03-00_1,0.3169605650754075
198,01-00_4,03-00_3,0.4087742869502691
199,01-00_4,03-00_4,0.38787380794481324
200,01-00_4,04-00_3,0.3091346188473432
201,01-00_4,06-00_1,0.33299568468270857
202,01-00_4,06-00_3,0.3432821389867126
203,01-00_4,06-00_4,0.3484239848840887
204,01-00_4,06-00_5,0.31689589273124463
205,01-00_4,06-01_1,0.3083788728318471
206,01-00_4,06-01_3,0.3238063220903319
207,01-00_4,06-01_4,0.32621478440452095
208,01-00_5,01-00_5,1.0
209,01-00_5,01-01_0,0.3295174618832721
210,01-00_5,01-01_1,0.5652199147254012
211,01-00_5,01-01_2,0.31164329120532686
212,01-00_5,01-01_3,0.5617091762102101
213,01-00_5,01-01_4,0.5093164801925358
214,01-00_5,01-01_5,0.5961718269867595
215,01-00_5,02-00_3,0.31735353886565365
216,01-00_5,02-00_5,0.30349959601456733
217,01-00_5,02-01_3,0.3784114018482072
218,01-00_5,02-01_4,0.3022768158980919
219,01-00_5,02-01_5,0.35190274266274674
220,01-00_5,03-00_3,0.34114226616483667
221,01-00_5,04-00_3,0.3072327724697747
222,01-00_5,04-00_5,0.3412972828703305
223,01-00_5,06-00_5,0.30525379211648407
224,01-00_5,07-00_0,0.309055330153531
225,01-01_0,01-01_0,1.0
226,01-01_0,01-01_1,0.4217333285653681
227,01-01_0,01-01_2,0.6665789598309846
228,01-01_0,01-01_3,0.4861297354823611
229,01-01_0,01-01_4,0.38729070277836614
230,01-01_0,01-01_5,0.4863977000015632
231,01-01_0,02-00_0,0.3374788740800366
232,01-01_0,02-01_0,0.3850773260430051
233,01-01_0,02-01_1,0.3112020487954071
234,01-01_0,02-01_3,0.3327253662809604
235,01-01_0,02-01_4,0.3026309938264173
236,01-01_0,02-01_5,0.3433779545236171
237,01-01_0,03-00_0,0.3821638844865718
238,01-01_0,03-01_0,0.4717594593022992
239,01-01_0,04-00_0,0.30167265940049737
240,01-01_0,05-01_0,0.31812862416266074
241,01-01_0,06-00_0,0.43557931243737674
242,01-01_0,06-01_0,0.4758821642095259
243,01-01_0,06-01_1,0.35685794291827955
244,01-01_0,06-01_3,0.3831700429614839
245,01-01_0,06-01_4,0.353233809632888
246,01-01_0,06-01_5,0.3849650974242005
247,01-01_1,01-01_1,0.9999999999999997
248,01-01_1,01-01_2,0.4778381945590771
249,01-01_1,01-01_3,0.9168622315070322
