,col_a,col_b,rvalue
168,0,07-01_0,1.0
156,0,07-00_5,0.728447672555644
155,0,07-00_1,0.7244616562966414
154,0,07-00_0,1.0
142,0,06-01_0,1.0
130,0,06-00_0,0.9999999999999998
119,0,05-01_0,1.0
108,0,05-00_0,1.0
95,0,04-01_0,1.0
83,0,04-00_0,1.0
72,0,03-01_0,1.0
60,0,03-00_0,0.9999999999999996
48,0,02-01_0,1.0
36,0,02-00_0,1.0
24,0,01-01_0,1.0
12,0,01-00_0,1.0
0,0,00-01_0,1.0
172,1,07-01_5,0.9597756378715402
171,1,07-01_4,0.950668597841192
170,1,07-01_3,0.916842563415238
100,1,07-01_1,0.704832616538561
169,1,07-01_1,1.0
160,1,07-00_5,0.9562415008554014
159,1,07-00_4,0.958559659558147
158,1,07-00_3,0.9459121581499566
157,1,07-00_1,0.9999999999999996
146,1,06-01_5,0.9001185759658064
145,1,06-01_4,0.9072778205337072
144,1,06-01_3,0.8490385975033411
143,1,06-01_1,0.9999999999999996
134,1,06-00_5,0.90901463960971
133,1,06-00_4,0.9143127871118286
132,1,06-00_3,0.874259453531051
131,1,06-00_1,1.0
123,1,05-01_5,0.7970538286598886
122,1,05-01_4,0.901439303867808
121,1,05-01_3,0.730837006430558
120,1,05-01_1,1.0
112,1,05-00_5,0.8276985459986232
111,1,05-00_4,0.9219177477495248
110,1,05-00_3,0.7979666825557986
109,1,05-00_1,1.0
99,1,04-01_5,0.9367569416042868
98,1,04-01_4,0.9329489916915928
97,1,04-01_3,0.8905451450533671
96,1,04-01_1,1.0
87,1,04-00_5,0.944843602546002
86,1,04-00_4,0.9572905121070292
85,1,04-00_3,0.9326675845975192
84,1,04-00_1,1.0
76,1,03-01_5,0.7864155893071263
75,1,03-01_4,0.8879891573201336
74,1,03-01_3,0.7393198051349144
73,1,03-01_1,1.0
64,1,03-00_5,0.8657837922818022
63,1,03-00_4,0.9015213198398836
62,1,03-00_3,0.8145478135175828
61,1,03-00_1,0.9999999999999998
52,1,02-01_5,0.92079671005128
51,1,02-01_4,0.9523318710218844
50,1,02-01_3,0.8914720523879944
49,1,02-01_1,1.0
40,1,02-00_5,0.8409713185087482
39,1,02-00_4,0.9287987480724008
38,1,02-00_3,0.8207031986373025
37,1,02-00_1,1.0
28,1,01-01_5,0.9395317821053308
27,1,01-01_4,0.9349844793052808
26,1,01-01_3,0.9168622315070322
25,1,01-01_1,0.9999999999999996
