,col_a,col_b,rvalue
154,0,07-01_0,1.0
142,0,07-00_0,1.0
131,0,06-01_0,1.0
119,0,06-00_0,0.9999999999999998
110,0,05-01_0,1.0
100,0,05-00_0,1.0
88,0,04-01_0,1.0
76,0,04-00_0,1.0
68,0,03-01_0,1.0
57,0,03-00_0,0.9999999999999996
45,0,02-01_0,1.0
34,0,02-00_0,1.0
22,0,01-01_0,1.0
11,0,01-00_0,1.0
0,0,00-01_0,1.0
158,1,07-01_5,0.9597756378715402
157,1,07-01_4,0.950668597841192
156,1,07-01_3,0.916842563415238
155,1,07-01_1,1.0
146,1,07-00_5,0.9562415008554014
145,1,07-00_4,0.958559659558147
144,1,07-00_3,0.9459121581499566
143,1,07-00_1,0.9999999999999996
135,1,06-01_5,0.9001185759658064
134,1,06-01_4,0.9072778205337072
133,1,06-01_3,0.8490385975033411
132,1,06-01_1,0.9999999999999996
123,1,06-00_5,0.90901463960971
122,1,06-00_4,0.9143127871118286
121,1,06-00_3,0.874259453531051
120,1,06-00_1,1.0
112,1,05-01_4,0.901439303867808
111,1,05-01_1,1.0
103,1,05-00_5,0.8276985459986232
102,1,05-00_4,0.9219177477495248
101,1,05-00_1,1.0
92,1,04-01_5,0.9367569416042868
91,1,04-01_4,0.9329489916915928
90,1,04-01_3,0.8905451450533671
89,1,04-01_1,1.0
80,1,04-00_5,0.944843602546002
79,1,04-00_4,0.9572905121070292
78,1,04-00_3,0.9326675845975192
77,1,04-00_1,1.0
70,1,03-01_4,0.8879891573201336
69,1,03-01_1,1.0
61,1,03-00_5,0.8657837922818022
60,1,03-00_4,0.9015213198398836
59,1,03-00_3,0.8145478135175828
58,1,03-00_1,0.9999999999999998
49,1,02-01_5,0.92079671005128
48,1,02-01_4,0.9523318710218844
47,1,02-01_3,0.8914720523879944
46,1,02-01_1,1.0
38,1,02-00_5,0.8409713185087482
37,1,02-00_4,0.9287987480724008
36,1,02-00_3,0.8207031986373025
35,1,02-00_1,1.0
26,1,01-01_5,0.9395317821053308
25,1,01-01_4,0.9349844793052808
24,1,01-01_3,0.9168622315070322
23,1,01-01_1,0.9999999999999996
15,1,01-00_5,0.9079793525985974
14,1,01-00_4,0.9125298352308252
13,1,01-00_3,0.8787898433556856
12,1,01-00_1,1.0
4,1,00-01_5,0.8856502882230867
3,1,00-01_4,0.920126982632598
2,1,00-01_3,0.8500366088264047
1,1,00-01_1,0.9999999999999996
159,2,07-01_2,1.0
147,2,07-00_2,0.9999999999999998
136,2,06-01_2,1.0
