,col_a,col_b,rvalue
533,0,07-01_5,0.4741535652907566
576,0,07-01_5,0.5817240165631893
575,0,07-01_4,0.4851827107057133
532,0,07-01_3,0.4107309290031462
574,0,07-01_3,0.4846164571271991
362,0,07-01_2,0.4601987949463095
531,0,07-01_2,0.4378680797313243
573,0,07-01_2,0.6231219071893708
530,0,07-01_1,0.4682345519767633
572,0,07-01_1,0.5616998954418483
361,0,07-01_0,0.6523078709821475
529,0,07-01_0,0.5480072128288853
571,0,07-01_0,1.0
528,0,07-00_5,0.728447672555644
527,0,07-00_4,0.6423363503624647
526,0,07-00_3,0.663801089038893
360,0,07-00_2,0.4032137800607176
525,0,07-00_2,0.6519955869090404
524,0,07-00_1,0.7244616562966414
301,0,07-00_0,0.4924454684817907
359,0,07-00_0,0.4253308109779778
523,0,07-00_0,1.0
507,0,06-01_5,0.5014569667154356
506,0,06-01_4,0.402743407899841
505,0,06-01_3,0.4783958996398813
504,0,06-01_2,0.5328935900034627
503,0,06-01_1,0.425128476824791
4,0,06-01_0,0.4429397274281816
85,0,06-01_0,0.4758821642095259
481,0,06-01_0,0.48651053079952
502,0,06-01_0,1.0
480,0,06-00_5,0.4703341151879288
479,0,06-00_3,0.4300191713721793
478,0,06-00_2,0.598950335162439
43,0,06-00_0,0.4080242513852065
84,0,06-00_0,0.4355793124373767
142,0,06-00_0,0.499444507416282
192,0,06-00_0,0.4138353310653194
477,0,06-00_0,0.9999999999999998
461,0,05-01_5,0.5147212503060858
460,0,05-01_3,0.4593414219033535
459,0,05-01_2,0.4781259762518476
423,0,05-01_0,0.547130753983438
458,0,05-01_0,1.0
422,0,05-00_5,0.5029715885802465
421,0,05-00_3,0.4375623246005735
420,0,05-00_2,0.5554278287875776
419,0,05-00_0,1.0
358,0,04-01_5,0.5051829625598105
357,0,04-01_3,0.437254037070628
356,0,04-01_2,0.4753209755346631
355,0,04-01_1,0.4325627985182722
300,0,04-01_0,0.4368482695617116
354,0,04-01_0,1.0
299,0,04-00_5,0.6174235605185504
298,0,04-00_4,0.50921636177381
297,0,04-00_3,0.5366297612490266
296,0,04-00_2,0.5355260919810295
295,0,04-00_1,0.5812405555507656
294,0,04-00_0,1.0
266,0,03-01_5,0.4652462940354117
265,0,03-01_2,0.4966282957692719
83,0,03-01_0,0.4717594593022992
191,0,03-01_0,0.4152590158581781
264,0,03-01_0,1.0
237,0,03-00_5,0.4652784392301883
236,0,03-00_3,0.4298562485760839
235,0,03-00_2,0.5450409677319975
141,0,03-00_0,0.4779343193274938
234,0,03-00_0,0.9999999999999996
190,0,02-01_5,0.4629385656852954
189,0,02-01_3,0.4234680142303468
188,0,02-01_2,0.5916192195023304
140,0,02-01_0,0.478538609831969
187,0,02-01_0,1.0
139,0,02-00_5,0.4538117380459295
138,0,02-00_3,0.418959484082901
137,0,02-00_2,0.6326557119843695
136,0,02-00_0,1.0
82,0,01-01_5,0.4863977000015632
81,0,01-01_3,0.4861297354823611
80,0,01-01_2,0.6665789598309846
79,0,01-01_1,0.4217333285653681
42,0,01-01_0,0.5090974182217989
78,0,01-01_0,1.0
41,0,01-00_5,0.479303530038977
40,0,01-00_3,0.4367491421599331
39,0,01-00_2,0.6511937846377073
38,0,01-00_0,1.0
3,0,00-01_5,0.5135269620622767
2,0,00-01_3,0.423451190144226
1,0,00-01_2,0.5269072236178203
0,0,00-01_0,1.0
379,1,07-01_5,0.6676319651323436
543,1,07-01_5,0.6185637177076401
581,1,07-01_5,0.9597756378715402
378,1,07-01_4,0.6678891635816119
542,1,07-01_4,0.5787724935508259
580,1,07-01_4,0.950668597841192
377,1,07-01_3,0.6312174165921111
541,1,07-01_3,0.5869745274808146
579,1,07-01_3,0.916842563415238
