,x,y
0,291,243
1,296,213
2,294,219
3,287,167
4,297,200
5,297,182
6,298,136
7,209,123
8,296,109
9,297,94
10,299,25
11,291,249
12,291,252
13,290,253
14,290,258
15,290,263
16,289,269
17,289,276
18,289,288
19,296,218
20,283,213
21,164,68
22,246,133
23,234,134
24,222,134
25,204,127
26,256,130
27,225,111
28,238,111
29,214,111
30,206,114
31,195,133
32,243,304
33,203,120
34,157,121
35,180,124
36,232,185
37,275,241
38,277,251
39,258,241
40,248,243
41,265,249
42,256,248
43,232,257
44,286,211
45,284,199
46,187,102
47,259,156
48,254,198
49,253,191
50,197,180
51,285,182
52,215,96
53,198,97
54,175,51
55,271,107
56,251,113
57,223,246
58,165,230
59,263,205
60,273,210
61,236,246
62,243,246
63,191,88
64,253,202
65,239,99
66,236,89
67,224,29
68,183,68
69,231,58
70,180,95
71,172,82
72,276,247
73,262,246
74,252,246
75,266,207
76,239,246
77,245,251
78,244,246
79,271,206
80,258,247
81,267,248
82,279,251
83,273,285
84,274,273
85,275,266
86,276,261
87,277,256
88,257,251
89,254,253
90,251,256
91,249,259
92,238,229
93,156,168
94,296,218
95,251,249
96,248,249
97,278,216
98,257,208
99,276,213
100,246,161
101,226,168
102,251,195
103,193,37
104,202,60
105,210,85
106,243,268
107,266,91
108,262,57
109,258,25
110,210,131
111,181,140
112,262,128
113,193,114
114,268,150
115,263,198
116,167,147
117,190,149
118,206,155
119,230,155
120,247,150
121,259,146
122,285,137
123,169,171
124,182,111
125,289,217
126,259,170
127,154,115
128,268,141
129,250,193
130,200,121
131,262,188
132,158,198
133,261,124
134,273,184
135,187,267
136,188,280
137,157,171
138,175,248
139,164,99
140,238,319
141,290,217
142,248,177
143,169,125
144,223,127
145,234,127
146,241,252
147,169,195
148,260,340
149,222,317
150,206,300
151,298,58
152,287,345
153,244,127
154,253,124
155,259,124
156,174,107
157,249,117
158,238,114
159,227,114
160,216,116
161,210,118
162,158,89
163,215,124
164,294,226
165,250,224
166,263,205
167,275,225
168,297,121
169,204,286
170,220,304
171,260,330
172,176,257
173,257,121
174,276,157
175,287,335
176,238,330
177,159,198
178,266,254
179,263,257
180,262,261
181,260,268
182,256,278
183,248,247
184,243,246
185,240,243
186,228,236
187,185,204
188,276,143
189,270,119
190,262,119
191,251,245
192,180,232
193,281,121
194,249,290
195,298,166
196,286,152
197,298,151
198,267,176
199,289,320
200,289,303
201,268,299
202,220,263
203,240,201
204,233,278
205,211,198
206,228,213
207,200,215
208,264,316
209,258,180
210,209,272
211,225,290
212,211,246
213,170,216
214,195,248
215,164,223
216,216,226
217,268,163
218,266,204
219,258,203
220,273,198
221,260,112
222,240,107
223,222,106
224,208,106
225,197,109
226,191,123
227,155,145
228,202,138
229,215,142
230,231,143
231,247,141
232,258,137
233,266,134
234,155,141
235,258,205
236,276,170
237,276,208
238,282,213
239,276,208
240,261,208
241,285,215
242,286,215
243,265,125
244,272,129
245,276,133
246,206,119
247,200,117
248,308,167
249,382,124
250,308,214
251,426,71
252,346,133
253,358,134
254,370,134
255,387,127
256,337,131
257,367,111
258,353,110
259,377,111
260,385,114
261,395,135
262,334,306
263,388,120
264,430,124
265,410,127
266,356,187
267,308,241
268,304,251
269,323,243
270,332,245
271,316,251
272,323,250
273,344,259
274,307,212
275,309,200
276,405,101
277,333,157
278,337,200
279,337,193
280,390,182
281,309,182
282,378,95
283,395,96
284,416,53
285,324,106
286,342,113
287,355,248
288,413,232
289,327,207
290,317,212
291,340,249
292,334,248
293,401,87
294,337,203
295,355,97
296,357,86
297,371,31
298,408,70
299,362,58
300,412,95
301,419,84
302,306,248
303,319,248
304,327,248
305,324,209
306,337,249
307,331,253
308,333,248
309,321,208
310,321,248
311,313,250
312,303,252
313,305,286
314,304,274
315,304,267
316,303,261
317,301,257
318,321,253
319,322,255
320,324,258
321,327,261
322,344,232
323,427,171
324,327,251
325,329,252
326,311,218
327,332,210
328,314,215
329,344,162
330,364,171
331,339,196
332,399,40
333,391,61
334,382,84
335,334,270
336,328,91
337,332,58
338,338,26
339,380,132
340,408,142
341,332,128
342,398,115
343,325,150
344,329,199
345,421,150
346,399,152
347,384,157
348,361,157
349,344,151
350,333,147
351,309,138
352,418,175
353,408,112
354,303,217
355,333,171
356,431,118
357,324,142
358,339,195
359,391,121
360,329,190
361,423,200
362,332,124
363,319,185
364,389,270
365,388,282
366,428,174
367,404,251
368,425,101
369,338,320
370,301,218
371,343,178
372,419,127
373,370,127
374,359,127
375,334,254
376,415,198
377,314,341
378,354,317
379,370,302
380,349,127
381,339,124
382,334,124
