,x,y
0,298,245
1,298,200
2,299,215
3,289,159
4,298,187
5,298,169
6,299,130
7,216,130
8,299,102
9,300,85
10,300,25
11,298,252
12,298,257
13,298,259
14,300,261
15,300,267
16,300,272
17,299,279
18,299,292
19,298,206
20,289,207
21,173,88
22,250,140
23,238,141
24,227,141
25,212,136
26,260,137
27,235,112
28,247,113
29,224,115
30,216,118
31,202,145
32,254,314
33,213,128
34,166,141
35,189,138
36,242,193
37,285,244
38,287,257
39,272,249
40,263,255
41,278,259
42,271,261
43,249,275
44,289,201
45,287,188
46,196,105
47,265,161
48,264,199
49,263,192
50,206,195
51,288,172
52,225,91
53,208,96
54,185,64
55,276,101
56,257,115
57,240,264
58,178,262
59,272,206
60,281,210
61,254,265
62,259,263
63,202,89
64,264,205
65,247,91
66,244,81
67,232,32
68,193,76
69,240,55
70,189,101
71,181,94
72,286,253
73,275,255
74,267,258
75,276,208
76,257,264
77,261,265
78,260,262
79,278,201
80,273,260
81,280,259
82,289,259
83,284,292
84,286,279
85,287,272
86,288,266
87,289,262
88,271,262
89,269,264
90,267,267
91,265,271
92,253,241
93,166,200
94,299,210
95,266,263
96,264,263
97,285,216
98,268,214
99,284,213
100,253,169
101,233,178
102,261,199
103,204,45
104,212,62
105,220,81
106,257,282
107,272,83
108,267,54
109,264,27
110,217,140
111,188,154
112,266,134
113,202,122
114,273,152
115,270,193
116,175,165
117,196,164
118,212,167
119,235,164
120,252,158
121,264,152
122,288,134
123,177,191
124,191,120
125,292,207
126,266,173
127,164,142
128,273,144
129,261,200
130,209,129
131,269,186
132,169,230
133,267,128
134,278,178
135,204,290
136,204,304
137,166,196
138,189,273
139,173,116
140,251,326
141,294,209
142,255,183
143,178,140
144,228,133
145,238,134
146,258,267
147,180,217
148,274,343
149,238,329
150,221,319
151,300,54
152,299,344
153,248,133
154,257,131
155,263,130
156,182,118
157,255,122
158,245,119
159,236,118
160,226,120
161,219,125
162,166,112
163,221,132
164,299,224
165,263,232
166,272,203
167,284,227
168,299,115
169,219,304
170,234,316
171,273,334
172,190,287
173,263,126
174,280,154
175,299,335
176,254,337
177,169,224
178,279,262
179,278,265
180,276,269
181,274,276
182,269,288
183,264,262
184,261,262
185,257,260
186,243,252
187,197,223
188,280,142
189,275,120
190,267,123
191,267,260
192,195,254
193,284,119
194,262,301
195,299,156
196,288,147
197,299,143
198,272,175
199,298,321
200,299,305
201,279,306
202,235,280
203,251,211
204,247,292
205,223,210
206,240,224
207,213,231
208,274,321
209,266,183
210,224,291
211,239,303
212,227,267
213,183,240
214,211,267
215,176,250
216,230,241
217,273,164
218,274,199
219,267,203
220,278,190
221,266,111
222,247,105
223,231,104
224,217,107
225,207,113
226,200,133
227,164,168
228,208,150
229,220,153
230,236,152
231,251,149
232,263,144
233,270,140
