,col_a,col_b,pvalue
338,01-00_0,bai_score,0.0026575275045583
2420,05-00_0,asrsb_score,0.0005039778854058
2447,05-00_1,asrsb_score,0.0005968588103809
2475,05-00_2,asrsb_score,6.888895152022905e-05
2500,05-00_3,oci_score,0.0023595920725358
2499,05-00_3,asrsb_score,0.0026455506905542
2524,05-00_4,asrsb_score,0.0030785229313299
2546,05-00_5,dbi_score,0.0045240092391752
2547,05-00_5,asrsb_score,0.0001555247981378
2613,05-01_2,srq_score,0.0043378892933926
2611,05-01_2,bai_score,0.0010027727526142
2612,05-01_2,asrsb_score,0.0007075887126081
2918,asrsa_score,srq_score,2.459195382242105e-24
2917,asrsa_score,oci_score,8.730658676356313e-07
2916,asrsa_score,asrsb_score,8.201609985877079e-20
2915,asrsa_score,asrsa_score,0.0
2922,asrsb_score,srq_score,2.0290000262244025e-18
2921,asrsb_score,oci_score,2.1513862064522123e-14
2920,asrsb_score,asrsb_score,0.0
2914,bai_score,srq_score,1.3062220489398262e-51
2913,bai_score,oci_score,2.102374116748585e-28
2910,bai_score,bai_score,0.0
2912,bai_score,asrsb_score,2.0534421568761944e-19
2911,bai_score,asrsa_score,1.2439537894740144e-11
2909,dbi_score,srq_score,1.3974726920258273e-51
2908,dbi_score,oci_score,7.318469090859452e-26
2904,dbi_score,dbi_score,0.0
2905,dbi_score,bai_score,2.0362274428695308e-43
2907,dbi_score,asrsb_score,4.38291988053874e-14
2906,dbi_score,asrsa_score,1.85413218500275e-20
2924,oci_score,srq_score,2.6499602033510973e-25
2923,oci_score,oci_score,0.0
2925,srq_score,srq_score,0.0
