,col_a,col_b,pvalue
1981,05-00_2,asrsb_score,6.888895152022905e-05
2041,05-00_5,asrsb_score,0.0001555247981378
2355,asrsa_score,srq_score,2.459195382242105e-24
2354,asrsa_score,oci_score,8.730658676356313e-07
2353,asrsa_score,asrsb_score,8.201609985877079e-20
2352,asrsa_score,asrsa_score,0.0
2358,asrsb_score,srq_score,2.0290000262244025e-18
2357,asrsb_score,oci_score,2.1513862064522123e-14
2356,asrsb_score,asrsb_score,0.0
2351,bai_score,srq_score,1.3062220489398262e-51
2350,bai_score,oci_score,2.102374116748585e-28
2347,bai_score,bai_score,0.0
2349,bai_score,asrsb_score,2.0534421568761944e-19
2348,bai_score,asrsa_score,1.2439537894740144e-11
2346,dbi_score,srq_score,1.3974726920258273e-51
2345,dbi_score,oci_score,7.318469090859452e-26
2341,dbi_score,dbi_score,0.0
2342,dbi_score,bai_score,2.0362274428695308e-43
2344,dbi_score,asrsb_score,4.38291988053874e-14
2343,dbi_score,asrsa_score,1.85413218500275e-20
2360,oci_score,srq_score,2.6499602033510973e-25
2359,oci_score,oci_score,0.0
2361,srq_score,srq_score,0.0
