,col_a,col_b,pvalue
367,01-00_0,bai_score,0.0026575275045583
2032,03-01_3,dbi_score,0.0070569875118865
2111,03-01_5,dbi_score,0.008629118392298
2328,04-00_5,srq_score,0.0087979899164663
2565,05-00_0,oci_score,0.0066701433828937
2564,05-00_0,asrsb_score,0.0005039778854058
2593,05-00_1,dbi_score,0.0088888015936864
2594,05-00_1,asrsb_score,0.0005968588103809
2625,05-00_2,oci_score,0.0083644721986962
2624,05-00_2,asrsb_score,6.888895152022905e-05
2651,05-00_3,oci_score,0.0023595920725358
2649,05-00_3,dbi_score,0.0067983033539529
2650,05-00_3,asrsb_score,0.0026455506905542
2675,05-00_4,asrsb_score,0.0030785229313299
2701,05-00_5,oci_score,0.0057868875662657
2699,05-00_5,dbi_score,0.0045240092391752
2700,05-00_5,asrsb_score,0.0001555247981378
2772,05-01_2,srq_score,0.0043378892933926
2771,05-01_2,oci_score,0.0075840511918575
2769,05-01_2,bai_score,0.0010027727526142
2770,05-01_2,asrsb_score,0.0007075887126081
3088,asrsa_score,srq_score,2.459195382242105e-24
3087,asrsa_score,oci_score,8.730658676356313e-07
3086,asrsa_score,asrsb_score,8.201609985877079e-20
3085,asrsa_score,asrsa_score,0.0
3092,asrsb_score,srq_score,2.0290000262244025e-18
3091,asrsb_score,oci_score,2.1513862064522123e-14
3090,asrsb_score,asrsb_score,0.0
3083,bai_score,srq_score,1.3062220489398262e-51
3082,bai_score,oci_score,2.102374116748585e-28
3079,bai_score,bai_score,0.0
3081,bai_score,asrsb_score,2.0534421568761944e-19
3080,bai_score,asrsa_score,1.2439537894740144e-11
3078,dbi_score,srq_score,1.3974726920258273e-51
3077,dbi_score,oci_score,7.318469090859452e-26
3073,dbi_score,dbi_score,0.0
3074,dbi_score,bai_score,2.0362274428695308e-43
3076,dbi_score,asrsb_score,4.38291988053874e-14
3075,dbi_score,asrsa_score,1.85413218500275e-20
3094,oci_score,srq_score,2.6499602033510973e-25
3093,oci_score,oci_score,0.0
3095,srq_score,srq_score,0.0
