,col_a,col_b,pvalue
1598,asrsa_score,srq_score,2.459195382242105e-24
1597,asrsa_score,oci_score,8.730658676356313e-07
1596,asrsa_score,asrsb_score,8.201609985877079e-20
1595,asrsa_score,asrsa_score,0.0
1601,asrsb_score,srq_score,2.0290000262244025e-18
1600,asrsb_score,oci_score,2.1513862064522123e-14
1599,asrsb_score,asrsb_score,0.0
1594,bai_score,srq_score,1.3062220489398262e-51
1593,bai_score,oci_score,2.102374116748585e-28
1590,bai_score,bai_score,0.0
1592,bai_score,asrsb_score,2.0534421568761944e-19
1591,bai_score,asrsa_score,1.2439537894740144e-11
1589,dbi_score,srq_score,1.3974726920258273e-51
1588,dbi_score,oci_score,7.318469090859452e-26
1584,dbi_score,dbi_score,0.0
1585,dbi_score,bai_score,2.0362274428695308e-43
1587,dbi_score,asrsb_score,4.38291988053874e-14
1586,dbi_score,asrsa_score,1.85413218500275e-20
1603,oci_score,srq_score,2.6499602033510973e-25
1602,oci_score,oci_score,0.0
1604,srq_score,srq_score,0.0
