,x,y
0,295,239
1,291,196
2,294,210
3,285,155
4,290,182
5,292,166
6,296,128
7,224,131
8,298,102
9,297,85
10,299,25
11,295,245
12,295,250
13,297,251
14,297,254
15,297,257
16,296,263
17,296,271
18,297,285
19,292,202
20,284,202
21,188,90
22,253,141
23,243,142
24,233,142
25,220,136
26,263,138
27,240,113
28,251,112
29,229,114
30,222,118
31,212,144
32,257,309
33,220,128
34,185,143
35,201,138
36,245,190
37,282,236
38,284,249
39,270,241
40,262,247
41,275,251
42,270,253
43,250,266
44,282,195
45,280,182
46,206,107
47,267,159
48,262,194
49,262,188
50,214,190
51,282,168
52,230,92
53,215,97
54,198,66
55,276,100
56,261,115
57,243,256
58,197,262
59,270,201
60,278,204
61,254,255
62,259,254
63,209,90
64,262,199
65,250,92
66,246,82
67,238,33
68,203,78
69,243,56
70,200,102
71,194,96
72,282,244
73,272,247
74,265,250
75,272,203
76,257,255
77,261,256
78,261,254
79,273,197
80,272,252
81,279,251
82,287,251
83,284,284
84,283,269
85,284,262
86,285,256
87,286,253
88,271,254
89,269,255
90,267,257
91,264,262
92,252,233
93,187,202
94,293,206
95,266,255
96,264,255
97,281,210
98,267,208
99,279,207
100,255,167
101,238,175
102,261,194
103,213,47
104,219,62
105,225,83
106,259,274
107,272,85
108,268,54
109,265,27
110,224,140
111,200,154
112,269,134
113,211,122
114,273,150
115,267,189
116,190,164
117,208,162
118,220,165
119,241,163
120,256,157
121,266,150
122,286,132
123,191,190
124,202,121
125,286,201
126,267,170
127,185,145
128,274,143
129,261,195
130,217,129
131,267,181
132,190,232
133,270,129
134,274,173
135,215,285
136,216,302
137,185,196
138,202,271
139,189,118
140,255,323
141,289,205
142,257,179
143,192,142
144,234,134
145,243,136
146,259,258
147,193,215
148,274,341
149,244,327
150,232,316
151,298,54
152,298,344
153,252,134
154,261,132
155,267,131
156,195,119
157,259,121
158,250,118
159,241,118
160,232,120
161,226,123
162,186,115
163,227,133
164,295,220
165,262,226
166,269,199
167,281,221
168,297,115
169,228,301
170,241,312
171,273,331
172,207,286
173,267,126
174,278,151
175,297,333
176,258,335
177,187,224
178,277,253
179,275,256
180,274,260
181,272,267
182,270,281
183,263,254
184,260,253
185,256,251
186,245,244
187,205,219
188,280,140
189,276,119
190,270,123
191,266,253
192,205,251
193,284,117
194,264,295
195,293,153
196,285,143
197,295,141
198,272,171
199,297,318
200,297,301
201,279,300
202,240,274
203,252,205
204,251,285
205,228,205
206,242,219
207,219,227
208,275,317
209,266,179
210,231,284
211,244,298
212,231,258
213,196,236
214,218,262
215,192,249
216,234,236
217,273,161
218,270,194
219,265,198
220,272,185
221,268,111
222,251,105
223,236,105
224,223,107
225,215,113
226,210,134
227,183,170
228,216,148
229,227,152
230,241,152
231,255,148
232,266,143
233,272,140
234,187,174
235,266,201
236,277,161
237,276,193
238,282,199
239,277,196
240,269,205
241,284,200
242,286,204
243,272,130
244,278,131
245,280,133
246,223,126
247,217,122
248,303,155
249,382,130
250,302,203
251,433,87
252,349,141
253,360,142
254,371,141
255,386,135
256,339,137
257,363,111
258,351,111
259,374,113
260,382,117
261,396,143
262,339,312
263,385,127
264,437,142
265,412,137
266,355,190
267,308,238
268,306,250
269,323,242
270,333,248
271,319,251
272,328,253
273,350,267
274,300,196
275,300,183
276,402,106
277,332,159
278,329,195
279,330,188
280,391,191
281,301,168
282,372,90
283,389,96
284,419,63
285,321,100
286,340,114
287,359,256
288,428,264
289,321,201
290,311,204
291,346,255
292,342,254
293,396,88
294,330,200
295,349,91
296,351,81
297,367,31
298,408,74
299,357,54
300,411,101
301,422,94
302,307,245
303,320,247
304,330,251
305,318,203
306,344,255
307,338,256
308,341,254
309,314,196
310,327,252
311,317,251
312,307,252
313,312,285
314,309,270
315,308,263
316,308,257
317,307,254
318,328,254
319,328,255
320,330,258
321,332,263
322,344,234
323,442,201
324,334,255
325,335,255
326,307,211
327,327,208
328,309,207
329,344,166
330,363,175
331,333,194
332,398,44
333,387,60
334,376,81
335,339,276
336,324,83
337,328,53
338,334,26
339,381,139
340,410,152
341,332,134
342,396,121
343,323,149
344,322,189
345,423,163
346,401,161
347,385,164
348,362,162
349,346,156
350,332,150
351,307,131
352,421,189
353,407,119
354,297,202
355,329,170
356,443,143
357,324,142
358,335,196
359,390,129
360,322,181
361,438,232
362,333,129
363,312,172
364,397,288
365,398,306
366,437,196
367,413,272
368,429,116
369,343,325
370,297,205
371,340,179
372,422,140
373,370,134
374,360,135
375,341,258
376,418,215
377,322,342
378,360,330
379,378,319
380,351,134
381,342,131
382,336,131
383,417,118
384,342,120
385,352,117
386,361,117
387,371,118
388,379,122
389,441,113
390,377,132
391,332,227
392,321,199
393,310,221
394,379,303
395,362,315
396,321,332
397,414,287
398,336,125
399,313,151
400,342,338
401,433,225
402,319,254
403,320,255
404,321,260
405,322,267
406,327,282
407,336,255
408,339,254
409,342,251
410,353,245
411,402,220
412,315,140
413,323,119
414,330,122
415,334,253
416,405,252
417,311,117
418,334,296
419,304,144
420,321,171
421,315,301
422,361,276
423,345,205
424,349,287
425,373,205
426,357,219
427,385,227
428,320,318
429,328,179
430,374,286
431,357,300
432,372,260
433,416,237
434,388,264
435,426,251
436,366,236
437,322,160
438,317,194
439,326,199
440,311,185
441,331,111
442,350,105
443,366,104
444,380,106
445,390,112
446,399,133
447,439,168
448,389,148
449,377,150
450,361,151
451,347,147
452,335,143
453,328,139
454,443,172
455,326,201
456,312,162
457,308,194
458,302,200
459,309,196
460,323,205
461,300,201
462,300,205
463,328,129
464,322,131
465,317,132
466,383,125
467,389,122
