,x,y
0,299,256
1,299,214
2,300,227
3,289,168
4,299,200
5,299,182
6,300,137
7,214,136
8,300,105
9,300,87
10,300,25
11,299,262
12,299,266
13,300,266
14,300,266
15,300,270
16,300,276
17,301,282
18,300,293
19,299,221
20,288,219
21,173,86
22,249,146
23,237,148
24,226,147
25,210,141
26,259,143
27,232,116
28,244,117
29,221,118
30,213,123
31,201,148
32,257,315
33,210,133
34,169,141
35,188,139
36,241,199
37,285,254
38,288,265
39,270,257
40,261,261
41,277,265
42,268,266
43,247,277
44,289,214
45,288,200
46,193,107
47,265,167
48,261,209
49,261,202
50,207,198
51,288,183
52,220,93
53,205,98
54,183,63
55,274,102
56,256,120
57,238,267
58,186,258
59,270,215
60,280,220
61,251,266
62,256,266
63,197,89
64,261,214
65,243,93
66,240,82
67,230,32
68,190,75
69,236,57
70,187,101
71,180,94
72,286,261
73,274,263
74,265,264
75,273,218
76,254,266
77,259,268
78,257,265
79,276,212
80,271,265
81,279,266
82,289,266
83,286,294
84,286,281
85,287,274
86,288,269
87,289,265
88,269,265
89,267,266
90,266,269
91,264,273
92,250,247
93,173,197
94,299,223
95,264,266
96,261,266
97,284,226
98,266,221
99,282,224
100,252,175
101,233,183
102,259,207
103,200,45
104,208,62
105,216,82
106,258,283
107,269,84
108,266,55
109,262,26
110,216,145
111,190,158
112,265,139
113,200,124
114,272,158
115,268,204
116,178,166
117,198,166
118,213,172
119,235,170
120,251,164
121,264,157
122,289,141
123,181,193
124,191,123
125,293,220
126,266,180
127,168,140
128,273,150
129,258,207
130,207,134
131,268,195
132,178,227
133,265,134
134,278,188
135,209,288
136,211,300
137,172,195
138,195,271
139,174,116
140,255,327
141,294,222
142,255,190
143,179,141
144,225,139
145,236,141
146,256,270
147,184,218
148,276,343
149,242,327
150,228,317
151,300,56
152,300,345
153,246,139
154,255,138
155,262,136
156,183,119
157,254,126
158,244,124
159,234,124
160,223,125
161,217,128
162,169,111
163,218,137
164,300,236
165,261,240
166,270,214
167,284,237
168,300,121
169,223,303
170,239,316
171,276,335
172,197,282
173,262,131
174,280,162
175,301,337
176,259,337
177,176,222
178,278,265
179,277,268
180,275,271
181,274,278
182,271,289
183,261,266
184,257,266
185,254,264
186,242,256
187,198,225
188,281,149
189,274,125
190,267,128
191,263,265
192,198,254
193,285,124
194,264,303
195,300,166
196,289,155
197,300,152
198,272,183
199,300,324
200,301,308
201,282,308
202,236,282
203,249,217
204,249,294
205,223,214
206,238,230
207,213,235
208,277,323
209,266,190
210,227,291
211,242,303
212,226,268
213,188,239
214,212,268
215,183,248
216,229,246
217,273,171
218,272,210
219,265,213
220,277,202
221,264,114
222,244,109
223,228,108
224,214,111
225,205,116
226,198,136
227,169,168
228,208,154
229,220,157
230,235,158
231,250,155
232,262,150
233,271,145
234,171,168
235,265,216
236,280,175
237,281,212
238,288,218
239,281,214
240,269,220
241,290,219
242,291,221
243,269,135
244,276,138
245,280,140
246,213,131
247,207,127
248,310,169
249,387,135
250,311,219
251,430,85
252,353,146
253,365,148
254,376,147
255,392,140
256,343,143
257,369,116
258,357,117
259,380,118
260,389,122
261,401,148
262,344,316
263,391,133
264,435,141
265,414,139
266,360,200
267,314,254
268,312,266
269,329,258
270,339,262
271,323,266
272,332,267
273,353,278
274,310,214
275,311,200
276,408,107
277,336,167
278,339,209
279,340,202
280,396,198
281,311,183
282,380,93
283,397,97
284,420,63
285,326,102
286,345,120
287,363,268
288,419,259
289,330,217
290,320,220
291,350,268
292,345,267
293,404,89
294,340,214
295,358,92
296,360,81
297,372,31
298,412,75
299,365,55
300,416,101
301,423,94
302,314,261
303,326,263
304,335,265
305,327,219
306,347,268
307,342,268
308,344,266
309,324,213
310,330,266
311,321,266
312,311,266
313,315,293
314,314,281
315,313,274
316,313,269
317,312,266
318,332,266
319,333,267
320,335,270
321,337,273
322,350,247
323,433,197
324,338,266
325,340,266
326,316,226
327,335,222
328,318,224
329,349,175
330,368,183
331,342,207
332,401,44
333,394,62
334,385,81
335,343,284
336,330,84
337,334,55
338,339,26
339,386,145
340,413,157
341,336,139
342,402,125
343,328,158
344,331,205
345,425,166
346,405,167
347,389,172
348,367,169
349,350,164
350,337,157
351,312,140
352,423,193
353,412,122
354,306,220
355,335,180
356,438,141
357,328,150
358,342,207
359,395,133
360,331,196
361,428,228
362,336,134
363,321,188
364,395,289
365,393,302
366,433,195
367,409,272
368,429,116
369,346,328
370,304,223
371,346,190
372,424,142
373,376,139
374,365,140
375,345,271
376,419,219
377,325,344
378,360,329
379,375,318
380,355,140
381,345,137
382,339,136
383,421,119
384,347,126
385,357,124
386,367,123
387,378,126
388,384,128
389,436,110
390,382,137
391,340,240
392,331,215
393,317,237
394,379,305
395,363,317
396,326,336
397,407,283
398,339,131
399,320,162
400,343,337
401,428,224
402,323,266
403,325,268
404,325,272
405,326,278
406,331,290
407,340,267
408,343,266
409,347,265
410,358,257
411,404,226
412,320,149
413,326,125
414,334,128
415,338,265
416,404,256
417,316,123
418,337,303
419,311,155
420,328,183
421,320,308
422,366,283
423,352,218
424,352,295
425,379,215
426,362,230
427,389,235
428,323,324
429,335,190
430,375,292
431,360,305
432,375,269
433,416,240
434,390,269
435,421,249
436,372,247
437,328,172
438,328,211
439,336,214
440,322,202
441,336,114
442,356,109
443,373,108
444,387,109
445,397,115
446,403,136
447,436,168
448,394,154
449,382,157
450,366,158
451,351,155
452,339,150
453,331,146
454,435,168
455,335,217
456,320,175
457,319,212
458,312,217
459,319,214
460,331,220
461,309,220
462,309,222
463,331,136
464,325,138
465,320,139
466,388,130
467,394,126
