,x,y
0,300,246
1,301,201
2,301,215
3,291,158
4,301,187
5,301,170
6,300,128
7,218,128
8,300,97
9,300,79
10,299,25
11,300,252
12,300,257
13,299,259
14,300,263
15,300,269
16,300,275
17,300,283
18,300,294
19,301,208
20,290,208
21,175,85
22,251,138
23,239,139
24,228,139
25,214,133
26,260,134
27,236,107
28,248,107
29,226,110
30,217,114
31,205,142
32,257,313
33,214,125
34,169,138
35,191,133
36,244,192
37,286,244
38,288,257
39,272,248
40,264,253
41,278,258
42,270,259
43,249,273
44,292,201
45,290,188
46,198,100
47,266,159
48,265,198
49,265,191
50,210,192
51,291,172
52,226,84
53,210,90
54,186,61
55,276,94
56,259,111
57,240,261
58,182,257
59,274,205
60,283,210
61,253,262
62,258,261
63,203,82
64,265,204
65,247,84
66,244,74
67,234,31
68,195,71
69,240,52
70,191,95
71,183,91
72,287,252
73,276,254
74,267,257
75,277,208
76,256,262
77,260,264
78,259,259
79,280,201
80,272,259
81,280,259
82,290,259
83,285,294
84,286,282
85,287,274
86,288,267
87,288,263
88,270,262
89,269,264
90,266,267
91,264,271
92,254,239
93,169,195
94,301,211
95,265,261
96,263,262
97,287,215
98,270,213
99,285,213
100,254,166
101,236,176
102,262,197
103,205,43
104,212,58
105,221,75
106,258,281
107,272,77
108,268,52
109,265,25
110,219,137
111,192,151
112,267,131
113,204,118
114,274,150
115,272,193
116,180,161
117,200,160
118,216,165
119,238,162
120,254,156
121,265,149
122,289,132
123,182,187
124,194,116
125,296,208
126,268,172
127,167,139
128,274,142
129,262,198
130,210,126
131,272,185
132,173,226
133,266,125
134,281,177
135,208,285
136,208,300
137,170,192
138,194,268
139,177,113
140,254,325
141,296,210
142,257,181
143,181,137
144,229,131
145,239,132
146,257,266
147,185,213
148,275,342
149,240,326
150,225,316
151,299,53
152,299,344
153,249,131
154,257,129
155,263,127
156,185,114
157,257,117
158,247,115
159,236,115
160,227,117
161,221,120
162,169,110
163,223,130
164,301,225
165,265,231
166,274,203
167,285,226
168,300,112
169,223,301
170,237,313
171,275,334
172,194,281
173,263,123
174,282,153
175,300,336
176,256,336
177,174,220
178,278,262
179,277,266
180,275,271
181,274,277
182,270,289
183,263,259
184,260,259
185,257,257
186,245,249
187,202,219
188,282,140
189,275,117
190,268,120
191,265,258
192,200,250
193,285,115
194,263,300
195,301,156
196,290,146
197,301,142
198,275,174
199,300,323
200,299,307
201,280,307
202,237,278
203,252,209
204,249,291
205,226,208
206,242,222
207,217,228
208,276,322
209,267,182
210,227,288
211,242,301
212,228,262
213,189,235
214,214,264
215,181,245
216,234,239
217,275,162
218,276,199
219,269,203
220,280,190
221,267,105
222,248,99
223,232,99
224,219,102
225,210,107
226,202,130
227,169,165
228,211,147
229,223,151
230,238,150
231,252,146
232,264,141
233,271,137
234,168,167
235,270,206
236,283,164
237,284,199
238,290,205
239,284,201
240,272,210
241,292,207
242,293,210
243,270,127
244,277,130
245,280,131
246,217,123
247,211,119
248,310,158
249,378,127
250,311,207
251,417,85
252,346,138
253,357,139
254,368,138
255,381,132
256,337,135
257,361,107
258,349,107
259,371,110
260,379,114
261,391,141
262,341,313
263,381,124
264,422,138
265,403,133
266,354,192
267,313,244
268,311,257
269,326,248
270,334,254
271,320,258
272,327,259
273,349,273
274,311,200
275,312,187
276,397,101
277,332,159
278,334,199
279,335,192
280,386,190
281,311,172
282,372,85
283,386,90
284,406,62
285,323,93
286,339,112
287,356,261
288,409,255
289,327,205
290,318,209
291,344,262
292,339,262
293,393,82
294,334,205
295,351,85
296,353,75
297,363,31
298,400,72
299,357,52
300,404,96
301,411,91
302,312,252
303,323,254
304,331,257
305,324,208
306,341,262
307,337,264
308,337,261
309,321,200
310,325,259
311,318,258
312,309,259
313,315,293
314,314,282
315,313,274
316,312,267
317,311,263
318,328,262
319,329,263
320,332,267
321,334,272
322,345,239
323,420,194
324,332,262
325,334,263
326,314,215
327,331,213
328,316,213
329,344,166
330,362,175
331,337,197
332,390,43
333,383,58
334,376,75
335,340,281
336,327,76
337,330,51
338,334,26
339,376,136
