,user_id,00-01,01-00,01-01,02-00,02-01,03-00,03-01,04-00,04-01,05-00,05-01,06-00,06-01,07-00,07-01
0,00001,6.324675324675325,16.467532467532468,16.857142857142858,23.22077922077922,18.83116883116883,22.532467532467532,35.8051948051948,12.818181818181818,21.350649350649352,24.376623376623378,40.96103896103896,7.766233766233766,11.207792207792208,8.0,18.16883116883117
1,00005,14.181818181818182,9.831168831168831,20.07792207792208,13.688311688311689,9.571428571428571,18.584415584415584,11.7012987012987,6.181818181818182,11.064935064935066,49.8051948051948,17.48051948051948,10.74025974025974,12.818181818181818,16.48051948051948,60.246753246753244
2,00007,17.753246753246753,9.181818181818182,18.662337662337663,17.883116883116884,25.98701298701299,19.7012987012987,38.922077922077925,13.285714285714286,27.74025974025974,61.79220779220779,33.48051948051948,7.87012987012987,19.584415584415584,16.844155844155843,49.714285714285715
3,00008,10.64935064935065,9.03896103896104,19.883116883116884,14.818181818181818,21.714285714285715,12.181818181818182,11.480519480519481,10.818181818181818,16.83116883116883,45.74025974025974,21.103896103896105,9.194805194805195,10.272727272727273,11.519480519480519,31.571428571428573
4,00009,8.246753246753247,9.688311688311689,8.506493506493506,7.87012987012987,10.402597402597403,13.116883116883116,16.675324675324674,6.467532467532467,10.168831168831169,22.714285714285715,11.272727272727273,9.051948051948052,9.818181818181818,7.415584415584416,11.233766233766234
5,00012,15.051948051948052,17.896103896103895,19.974025974025974,17.83116883116883,28.337662337662337,19.25974025974026,19.48051948051948,21.896103896103895,16.25974025974026,46.44155844155844,22.961038961038962,21.337662337662337,19.31168831168831,20.467532467532468,18.805194805194805
6,00054,9.064935064935066,25.4025974025974,23.77922077922078,23.324675324675326,18.792207792207794,24.83116883116883,27.4025974025974,12.025974025974026,25.142857142857142,49.5974025974026,28.246753246753247,23.207792207792206,22.51948051948052,14.896103896103897,25.727272727272727
7,00094,12.922077922077921,45.18181818181818,20.805194805194805,15.948051948051948,14.428571428571429,19.83116883116883,22.90909090909091,37.285714285714285,36.701298701298704,63.45454545454545,49.493506493506494,10.818181818181818,10.558441558441558,24.506493506493506,62.16883116883117
8,00101,13.74025974025974,10.25974025974026,15.181818181818182,21.636363636363637,24.636363636363637,20.350649350649352,27.194805194805195,9.766233766233766,21.350649350649352,65.72727272727273,37.36363636363637,8.402597402597403,20.38961038961039,23.363636363636363,44.72727272727273
9,00188,10.558441558441558,13.493506493506494,14.584415584415584,10.571428571428571,18.441558441558442,14.623376623376624,10.38961038961039,15.03896103896104,15.207792207792208,43.688311688311686,21.766233766233768,10.35064935064935,13.909090909090908,13.402597402597403,22.25974025974026
10,00248,8.493506493506494,13.922077922077921,8.142857142857142,14.090909090909092,8.61038961038961,11.38961038961039,9.87012987012987,9.467532467532468,12.428571428571429,32.94805194805195,38.753246753246756,20.74025974025974,11.285714285714286,7.467532467532467,10.03896103896104
11,00251,32.5974025974026,27.87012987012987,20.883116883116884,24.09090909090909,38.38961038961039,12.324675324675324,37.142857142857146,27.545454545454547,30.2987012987013,67.28571428571429,40.03896103896104,20.623376623376622,17.181818181818183,23.285714285714285,52.935064935064936
12,00254,12.272727272727273,16.571428571428573,31.103896103896105,6.246753246753247,28.337662337662337,20.948051948051948,28.948051948051948,17.818181818181817,27.142857142857142,25.0,34.25974025974026,22.246753246753247,17.142857142857142,39.97402597402598,32.01298701298701
13,00541,12.571428571428571,14.285714285714286,15.03896103896104,23.4025974025974,17.337662337662337,37.38961038961039,40.12987012987013,8.766233766233766,15.883116883116884,49.883116883116884,50.79220779220779,8.454545454545455,19.285714285714285,37.896103896103895,33.12987012987013
