,00-00,01-00,02-00,03-00,04-00,05-00,06-00,07-00,00-01,01-01,02-01,03-01,04-01,05-01,06-01,07-01
0,0.0,20.058252427184478,21.94174757281553,23.74433656957929,22.527508090614884,43.53398058252431,21.074433656957943,32.46925566343042,16.715210355987068,26.097087378640776,27.184466019417485,28.828478964401317,31.051779935275075,34.59223300970873,24.035598705501634,42.09385113268611
1,0.0,25.987055016181216,27.398058252427212,28.944983818770247,25.705501618122987,28.530744336569605,26.37540453074437,32.23948220064723,19.92880258899676,33.462783171521046,34.09708737864081,33.388349514563124,33.7443365695793,31.676375404530717,29.326860841423937,40.786407766990294
2,0.0,20.00000000000001,21.948220064724914,23.31715210355987,21.673139158576063,27.006472491909406,21.40776699029128,28.656957928802584,16.644012944983825,25.932038834951463,27.19093851132685,27.355987055016193,29.375404530744348,26.647249190938517,24.28802588996766,37.63106796116502
3,0.0,19.886731391585766,20.579288025889962,21.909385113268616,19.812297734627844,21.906148867313917,20.365695792880256,24.87055016181231,15.569579288025905,26.01941747572816,25.559870550161808,25.381877022653743,26.032362459546942,24.194174757281573,23.06472491909386,31.6084142394822
4,0.0,26.411003236245946,27.268608414239505,28.938511326860855,25.60517799352751,28.025889967637564,26.57605177993529,31.741100323624597,19.825242718446614,34.045307443365694,34.20064724919096,33.35275080906148,33.43365695792882,31.50485436893202,29.317152103559863,39.621359223300985
5,0.0,23.938511326860848,24.488673139158575,26.048543689320397,23.113268608414245,25.197411003236255,23.97087378640775,28.5242718446602,18.04207119741101,30.99352750809063,30.653721682847916,30.02912621359224,30.000000000000007,28.213592233009702,26.588996763754054,35.51456310679614
6,0.0,14.83495145631069,15.029126213592235,16.41747572815535,14.957928802588995,17.051779935275082,15.307443365695798,19.1326860841424,12.417475728155347,19.485436893203893,18.7313915857605,18.877022653721674,19.792880258899682,18.2588996763754,17.582524271844672,24.126213592233
7,0.0,12.896440129449843,12.618122977346285,13.453074433656974,13.016181229773478,16.368932038834963,12.618122977346285,18.378640776699037,11.262135922330101,16.501618122977355,16.62459546925567,17.055016181229778,19.731391585760523,16.31715210355987,14.459546925566343,25.488673139158575
8,0.0,17.828478964401313,12.964401294498384,14.110032362459547,14.375404530744342,14.262135922330106,13.061488673139166,21.647249190938496,10.68932038834952,22.42718446601942,15.970873786407779,16.352750809061497,21.05177993527508,15.68608414239482,15.330097087378661,27.15857605177993
9,0.0,19.31715210355987,12.909385113268602,13.990291262135935,14.223300970873794,13.514563106796125,12.579288025889975,21.925566343042064,10.242718446601955,24.210355987055006,15.880258899676388,16.333333333333353,20.893203883495147,14.996763754045316,14.734627831715224,26.559870550161826
10,0.0,0.2330097087378638,0.2038834951456309,0.22006472491909362,0.22330097087378617,0.21682847896440108,0.1909385113268607,0.19417475728155326,0.21359223300970853,0.1909385113268607,0.21035598705501599,0.22653721682847872,0.22006472491909362,0.1974110032362458,0.1909385113268607,0.22653721682847872
11,0.0,19.935275080906155,21.860841423948223,23.692556634304214,22.501618122977348,45.915857605178005,20.78640776699028,32.94498381877024,16.54045307443366,25.951456310679614,27.12621359223302,28.825242718446617,31.077669902912632,35.95792880258901,24.00323624595472,42.55016181229776
12,0.0,18.925566343042092,20.896440129449832,22.462783171521032,21.514563106796125,49.588996763754025,19.88996763754047,32.300970873786405,15.896440129449845,24.686084142394833,25.98058252427185,28.10355987055017,29.60517799352753,37.88996763754048,22.90614886731393,40.77022653721686
13,0.0,17.76699029126215,19.74757281553398,21.323624595469248,20.404530744336576,53.96763754045309,18.71844660194177,30.987055016181237,15.110032362459554,23.21682847896442,24.44012944983817,27.155339805825268,27.582524271844648,40.52750809061489,21.595469255663456,37.9935275080906
14,0.0,17.689320388349525,18.938511326860848,20.11650485436893,19.576051779935273,26.064724919093862,18.2233009708738,28.02912621359225,14.886731391585773,22.754045307443363,24.13592233009709,26.207119741100318,28.511326860841425,25.84466019417475,21.993527508090637,37.834951456310705
15,0.0,18.323624595469273,19.57281553398059,20.844660194174743,20.41423948220064,26.258899676375417,18.789644012945,29.634304207119754,15.245954692556648,23.29126213592232,24.79288025889968,27.05825242718446,30.45954692556638,26.582524271844683,22.834951456310694,41.2653721682848
16,0.0,18.517799352750824,19.893203883495158,21.38834951456311,20.95145631067961,25.802588996763774,19.226537216828493,30.673139158576067,15.281553398058268,23.559870550161822,25.19093851132687,27.744336569579293,32.0517799352751,27.375404530744344,23.32686084142396,43.98381877022654
17,0.0,18.067961165048544,19.614886731391593,21.080906148867328,20.770226537216843,25.411003236245964,18.88025889967638,30.579288025889987,14.941747572815546,22.96440129449838,24.702265372168277,27.501618122977355,32.265372168284806,27.129449838187714,23.223300970873787,44.640776699029146
18,0.0,15.035598705501629,16.699029126213592,17.647249190938528,17.275080906148872,21.41100323624597,15.896440129449843,24.365695792880263,13.378640776699042,18.99029126213593,21.126213592233025,23.24595469255664,25.737864077669922,22.129449838187703,19.449838187702266,33.70550161812299
19,0.0,24.11003236245955,25.938511326860827,27.521035598705495,24.689320388349515,27.436893203883518,24.987055016181227,31.300970873786408,19.11003236245954,31.100323624595468,32.16504854368936,31.792880258899682,32.48543689320391,30.074433656957925,28.10032362459547,39.912621359223294
20,0.0,21.13915857605178,22.828478964401288,24.22006472491909,22.122977346278308,26.67313915857605,22.495145631067984,28.831715210355977,17.2686084142395,27.17152103559871,28.320388349514573,28.145631067961155,29.724919093851152,27.34951456310682,25.323624595469273,37.47249190938511
