,x,y
0,296,257
1,294,216
2,296,227
3,286,168
4,294,203
5,295,183
6,297,135
7,221,127
8,298,102
9,298,85
10,299,25
11,296,263
12,297,267
13,298,268
14,298,270
15,298,275
16,298,281
17,298,288
18,299,297
19,295,222
20,284,219
21,186,77
22,254,137
23,243,139
24,233,139
25,218,131
26,263,134
27,237,109
28,249,110
29,226,111
30,219,115
31,211,140
32,258,313
33,217,124
34,182,131
35,198,131
36,245,195
37,283,254
38,286,266
39,269,256
40,262,259
41,276,265
42,269,265
43,250,274
44,284,215
45,283,202
46,203,103
47,266,162
48,260,207
49,260,199
50,215,191
51,284,184
52,226,91
53,212,95
54,194,57
55,274,99
56,259,113
57,241,263
58,199,243
59,268,214
60,277,219
61,253,264
62,258,264
63,206,86
64,260,211
65,246,91
66,244,80
67,235,30
68,200,71
69,241,55
70,197,97
71,191,88
72,284,261
73,273,262
74,266,263
75,271,216
76,255,264
77,260,267
78,259,263
79,273,212
80,271,264
81,279,265
82,288,267
83,284,297
84,284,287
85,284,280
86,286,273
87,286,269
88,269,266
89,267,268
90,265,271
91,263,275
92,252,243
93,187,182
94,295,224
95,264,265
96,262,266
97,281,226
98,264,219
99,279,222
100,255,169
101,239,178
102,259,204
103,209,41
104,215,60
105,222,81
106,259,283
107,270,82
108,267,54
109,263,26
110,223,137
111,200,149
112,268,131
113,209,118
114,273,154
115,266,204
116,190,157
117,207,159
118,221,165
119,241,162
120,255,157
121,266,151
122,286,138
123,193,183
124,200,115
125,288,222
126,266,176
127,182,127
128,274,145
129,259,203
130,215,125
131,267,194
132,191,211
133,267,126
134,275,188
135,217,278
136,220,289
137,185,183
138,206,259
139,186,107
140,256,324
141,290,223
142,257,185
143,190,133
144,233,130
145,243,131
146,257,270
147,196,207
148,277,341
149,246,321
150,234,308
151,298,56
152,300,344
153,252,130
154,260,128
155,265,127
156,193,112
157,258,118
158,248,115
159,238,114
160,228,117
161,222,120
162,182,99
163,226,129
164,296,236
165,260,237
166,267,213
167,280,236
168,298,118
169,230,296
170,242,310
171,275,335
172,209,269
173,264,123
174,279,160
175,300,337
176,260,333
177,189,210
178,277,267
179,275,271
180,274,275
181,272,281
182,270,291
183,262,264
184,259,263
185,256,262
186,245,252
187,209,216
188,280,145
189,275,119
190,268,120
191,265,263
192,209,245
193,284,119
194,264,301
195,295,166
196,286,154
197,296,151
198,271,181
199,299,325
200,299,310
201,281,309
202,239,277
203,251,213
204,251,291
205,229,209
206,242,226
207,221,228
208,276,323
209,265,187
210,231,284
211,245,299
212,231,262
213,199,228
214,219,261
215,195,235
216,234,241
217,272,168
218,270,210
219,263,211
220,274,203
221,266,109
222,249,103
223,233,103
224,221,105
225,213,110
226,208,128
227,182,157
228,217,146
229,227,150
230,242,150
231,255,146
232,265,142
233,272,138
234,185,154
235,263,214
236,278,174
237,276,212
238,283,218
239,277,214
240,267,218
241,285,220
242,287,222
243,271,127
244,277,131
245,280,135
246,219,122
247,215,119
248,306,169
249,381,128
250,307,220
251,426,78
252,347,138
253,358,139
254,369,139
255,385,133
256,338,135
257,364,109
258,352,109
259,375,112
260,383,116
261,393,141
262,342,315
263,386,125
264,429,132
265,408,132
266,354,196
267,311,254
268,309,266
269,326,257
270,335,261
271,320,266
272,328,266
273,351,276
274,304,216
275,306,202
276,401,103
277,332,162
278,333,208
279,334,200
280,387,193
281,306,185
282,374,90
283,390,95
284,415,57
285,322,99
286,341,113
287,359,265
288,414,246
289,325,215
290,316,220
291,347,267
292,342,266
293,397,86
294,334,213
295,352,90
296,354,80
297,367,30
298,406,72
299,359,54
300,409,97
301,417,88
302,310,262
303,323,263
304,332,264
305,322,218
306,344,267
307,339,269
308,341,266
309,318,213
310,327,265
311,318,266
312,308,267
313,314,297
314,312,288
315,311,280
316,310,274
317,310,270
318,329,267
319,331,269
320,333,272
321,335,276
322,345,246
323,428,184
324,335,267
325,336,267
326,311,226
327,330,220
328,314,223
329,344,170
330,361,179
331,336,205
332,396,41
333,388,60
334,379,80
335,342,284
336,326,82
337,331,54
338,335,25
339,379,138
340,405,150
341,332,131
342,396,118
343,324,154
344,326,205
345,417,158
346,397,160
347,381,166
348,360,163
349,344,158
350,333,151
351,308,138
352,414,185
353,405,116
354,300,222
355,331,177
356,433,129
357,324,145
358,338,205
359,389,126
360,326,195
361,423,214
362,332,126
363,316,188
364,389,281
365,389,293
366,425,185
367,403,263
368,424,108
369,345,326
370,300,223
371,341,186
372,417,134
373,368,131
374,358,132
375,342,271
376,411,210
377,324,342
378,359,324
379,373,311
380,349,131
381,340,129
382,335,127
383,414,113
384,343,118
385,353,115
386,363,115
387,373,117
388,380,121
389,432,101
390,376,130
391,335,239
392,325,214
393,312,236
394,376,299
395,361,313
396,325,336
397,402,272
398,336,123
399,316,160
400,343,335
401,421,212
402,320,268
403,322,271
404,323,276
405,325,283
406,330,292
407,336,266
408,339,266
409,343,263
410,354,255
411,395,219
412,316,145
413,323,119
414,331,121
415,334,264
416,397,248
417,312,119
418,336,303
419,307,154
420,323,182
421,318,310
422,362,280
423,347,215
424,351,293
425,371,211
426,357,227
427,381,231
428,323,324
429,330,188
430,372,287
431,357,302
432,371,264
433,407,231
434,384,264
435,414,238
436,365,243
437,323,169
438,322,211
439,330,213
440,316,203
441,332,109
442,351,103
443,367,103
444,381,105
445,391,110
446,397,129
447,429,158
448,387,147
449,375,151
450,359,150
451,345,147
452,335,142
453,327,138
454,430,156
455,330,215
456,315,174
457,313,213
458,307,219
459,313,214
460,327,219
461,304,220
462,304,222
463,328,128
464,321,132
465,318,135
466,383,123
467,388,119
