,x,y
0,296,241
1,293,200
2,295,214
3,285,159
4,293,187
5,294,170
6,296,132
7,219,133
8,297,104
9,297,87
10,299,25
11,297,247
12,297,251
13,298,252
14,298,267
15,298,271
16,298,277
17,298,284
18,297,296
19,294,207
20,283,206
21,186,91
22,251,142
23,240,144
24,229,143
25,215,137
26,260,140
27,236,113
28,248,114
29,225,116
30,218,120
31,206,145
32,254,313
33,215,131
34,181,144
35,196,139
36,237,190
37,278,239
38,280,250
39,260,240
40,249,243
41,266,249
42,256,249
43,237,264
44,283,199
45,282,187
46,202,108
47,263,161
48,255,195
49,255,189
50,203,188
51,284,171
52,227,93
53,211,98
54,196,67
55,275,102
56,258,118
57,228,249
58,193,261
59,264,202
60,274,207
61,235,248
62,241,249
63,206,90
64,255,200
65,247,94
66,245,83
67,237,34
68,202,78
69,242,57
70,196,103
71,191,97
72,279,246
73,264,246
74,253,246
75,267,205
76,238,249
77,245,256
78,243,250
79,271,199
80,259,248
81,269,249
82,282,251
83,279,296
84,279,282
85,280,275
86,281,269
87,282,265
88,258,259
89,256,260
90,253,263
91,251,267
92,241,231
93,183,201
94,294,210
95,251,256
96,248,255
97,279,213
98,259,208
99,277,211
100,250,167
101,231,174
102,253,194
103,211,48
104,217,64
105,223,83
106,248,276
107,271,85
108,268,54
109,265,27
110,220,141
111,195,153
112,266,136
113,206,124
114,271,153
115,263,191
116,184,163
117,201,160
118,214,163
119,235,162
120,251,158
121,263,152
122,286,135
123,183,187
124,198,123
125,288,206
126,262,172
127,181,145
128,272,145
129,253,195
130,211,132
131,263,183
132,186,230
133,266,132
134,274,176
135,211,284
136,215,300
137,178,195
138,197,269
139,186,119
140,254,326
141,290,209
142,251,180
143,188,142
144,230,136
145,240,137
146,242,258
147,183,212
148,275,343
149,244,327
150,231,316
151,298,55
152,297,345
153,249,136
154,258,134
155,263,133
156,191,121
157,256,125
158,247,123
159,238,122
160,228,124
161,221,127
162,182,116
163,223,134
164,295,223
165,253,225
166,264,201
167,277,223
168,297,118
169,226,300
170,239,313
171,273,335
172,204,284
173,263,129
174,277,155
175,297,337
176,258,336
177,181,222
178,269,263
179,266,265
180,265,270
181,264,276
182,261,287
183,246,249
184,243,247
185,239,245
186,231,238
187,194,216
188,279,143
189,274,123
190,267,125
191,250,247
192,196,248
193,283,120
194,257,300
195,295,157
196,285,148
197,295,145
198,268,174
199,296,324
200,297,309
201,276,308
202,232,271
203,244,205
204,244,288
205,218,204
206,233,217
207,207,224
208,273,324
209,261,180
210,226,284
211,240,299
212,221,254
213,186,234
214,210,260
215,186,247
216,222,231
217,270,164
218,267,197
219,259,199
220,272,188
221,266,113
222,248,107
223,232,106
224,219,108
225,210,114
226,205,135
227,178,169
228,212,150
229,223,152
230,237,152
231,251,150
232,263,146
233,270,141
234,182,173
235,259,202
236,276,165
237,275,198
238,282,204
239,275,200
240,263,206
241,284,205
242,286,208
243,269,132
244,276,134
245,279,136
246,218,129
247,212,125
248,304,159
249,383,133
250,306,207
251,425,91
252,349,142
253,360,144
254,371,143
255,387,138
256,339,140
257,363,113
258,351,113
259,375,116
260,383,120
261,396,145
262,342,315
263,386,131
264,430,145
265,409,139
266,359,190
267,315,239
268,315,250
269,336,241
270,350,244
271,330,250
272,343,250
273,363,265
274,303,200
275,305,187
276,402,108
277,333,161
278,335,196
279,337,189
280,396,188
281,305,172
282,372,92
283,389,97
284,413,67
285,321,101
286,341,118
287,374,250
288,418,263
289,327,203
290,317,207
291,367,249
292,362,250
293,396,89
294,338,201
295,349,93
296,351,82
297,365,33
298,404,77
299,357,55
300,409,102
301,416,97
302,316,246
303,333,246
304,346,247
305,325,205
306,365,249
307,356,257
308,359,250
309,318,199
310,341,249
311,328,249
312,314,251
313,317,296
314,317,282
315,316,275
316,315,270
317,314,266
318,341,260
319,343,261
320,346,264
321,348,268
322,356,232
323,431,203
324,350,257
325,353,256
326,312,214
327,335,208
328,314,210
329,347,168
330,367,174
331,340,195
332,394,46
333,385,62
334,376,82
335,351,277
336,325,84
337,329,54
338,334,26
339,381,141
340,408,154
341,333,136
342,397,124
343,324,153
344,326,191
345,421,164
346,400,161
347,386,163
348,363,162
349,346,158
350,334,153
351,308,135
352,421,188
