,x,y
0,298,233
1,299,185
2,298,201
3,288,144
4,299,171
5,299,155
6,298,117
7,212,121
8,298,88
9,299,72
10,299,25
11,298,240
12,297,246
13,297,248
14,297,253
15,298,258
16,298,266
17,297,274
18,297,287
19,299,193
20,288,193
21,169,86
22,245,130
23,234,132
24,223,131
25,208,127
26,256,127
27,232,100
28,245,100
29,221,101
30,212,106
31,198,135
32,249,307
33,208,118
34,162,136
35,184,128
36,238,182
37,283,230
38,285,245
39,268,236
40,259,243
41,274,247
42,266,249
43,242,265
44,288,184
45,288,171
46,194,95
47,262,149
48,261,186
49,260,179
50,202,183
51,288,156
52,222,77
53,206,83
54,183,62
55,273,85
56,255,104
57,234,253
58,169,256
59,270,193
60,280,196
61,248,254
62,254,253
63,199,76
64,261,193
65,245,76
66,242,67
67,233,31
68,191,69
69,238,48
70,186,91
71,178,89
72,284,239
73,272,242
74,262,247
75,273,195
76,251,254
77,255,256
78,255,252
79,277,186
80,269,249
81,277,248
82,286,247
83,280,287
84,282,273
85,283,264
86,284,257
87,285,252
88,266,252
89,264,254
90,261,258
91,259,263
92,248,228
93,158,194
94,299,196
95,261,252
96,258,254
97,283,202
98,265,201
99,282,199
100,249,157
101,230,167
102,258,187
103,202,43
104,210,55
105,218,68
106,251,274
107,270,69
108,266,48
109,263,26
110,213,130
111,185,145
112,262,122
113,198,112
114,271,140
115,268,179
116,171,156
117,193,154
118,208,157
119,231,154
120,249,147
121,261,141
122,287,122
123,173,182
124,188,111
125,293,191
126,263,161
127,158,139
128,270,133
129,256,188
130,205,119
131,268,171
132,160,225
133,262,118
134,277,163
135,196,281
136,194,298
137,160,188
138,182,264
139,169,112
140,245,322
141,294,194
142,252,171
143,174,133
144,224,123
145,234,124
146,252,258
147,175,207
148,266,341
149,228,325
150,212,314
151,299,48
152,295,344
153,245,123
154,253,121
155,260,120
156,180,110
157,252,111
158,242,109
159,233,109
160,223,111
161,216,113
162,162,110
163,218,122
164,298,211
165,260,220
166,270,189
167,282,213
168,299,103
169,211,298
170,227,310
171,267,330
172,180,279
173,260,115
174,278,142
175,296,333
176,246,334
177,164,217
178,275,252
179,273,255
180,271,261
181,268,268
182,264,281
183,259,252
184,255,251
185,251,249
186,239,240
187,193,212
188,279,130
189,272,108
190,265,112
191,261,250
192,189,244
193,283,106
194,255,294
195,299,142
196,287,133
197,298,130
198,271,161
199,295,317
200,296,301
201,275,301
202,228,271
203,246,198
204,240,284
205,219,198
206,235,212
207,210,220
208,270,316
209,264,170
210,217,282
211,232,295
212,220,254
213,178,229
214,204,257
215,169,241
216,226,230
217,272,150
218,272,183
219,265,189
220,277,175
221,264,97
222,245,91
223,228,90
224,214,94
225,205,100
226,196,124
227,158,162
228,205,139
229,217,143
230,233,142
231,247,138
232,259,133
233,268,128
234,158,167
235,266,193
236,279,152
237,281,183
238,288,190
239,281,186
240,269,198
241,289,191
242,290,194
243,267,118
244,274,121
245,278,122
246,212,116
247,206,112
248,309,144
249,380,120
250,309,193
251,420,86
252,347,130
253,359,131
254,370,132
255,384,125
256,337,127
257,362,99
258,350,100
259,373,102
260,381,106
261,393,135
262,342,307
263,383,117
264,426,135
265,407,128
266,355,182
267,311,230
268,309,246
269,326,236
270,335,243
271,318,247
272,326,250
273,350,266
274,309,184
275,310,171
276,399,95
277,332,149
278,334,185
279,335,179
280,390,183
281,309,156
282,374,78
283,389,84
284,409,62
285,323,85
286,339,103
287,358,252
288,415,255
289,326,193
290,316,196
