,x,y
0,301,244
1,302,200
2,301,216
3,291,159
4,302,186
5,302,170
6,301,132
7,205,135
8,300,97
9,301,79
10,300,25
11,301,251
12,301,255
13,300,258
14,300,260
15,300,265
16,300,271
17,300,279
18,300,292
19,302,207
20,291,207
21,159,91
22,243,147
23,230,148
24,217,147
25,201,140
26,254,143
27,226,111
28,240,112
29,213,112
30,204,117
31,192,148
32,253,313
33,200,132
34,156,145
35,178,139
36,237,195
37,286,242
38,287,255
39,270,247
40,260,252
41,276,256
42,268,258
43,244,272
44,292,200
45,290,186
46,183,100
47,262,164
48,263,199
49,262,193
50,198,195
51,290,171
52,213,83
53,195,89
54,172,66
55,270,94
56,252,117
57,234,261
58,173,261
59,273,206
60,283,210
61,249,260
62,254,259
63,188,80
64,263,206
65,237,83
66,234,72
67,223,32
68,179,73
69,231,52
70,175,95
71,167,94
72,286,249
73,274,252
74,264,255
75,276,208
76,252,259
77,257,261
78,255,259
79,279,200
80,270,257
81,279,257
82,289,257
83,284,291
84,285,277
85,286,270
86,287,263
87,288,259
88,268,259
89,266,260
90,264,264
91,261,268
92,249,239
93,158,202
94,301,211
95,262,259
96,260,260
97,287,216
98,268,213
99,285,213
100,248,171
101,227,180
102,260,199
103,191,46
104,199,58
105,207,72
106,254,280
107,266,75
108,263,52
109,259,27
110,207,145
111,179,158
112,261,138
113,190,121
114,271,154
115,271,193
116,167,167
117,188,166
118,204,170
119,228,168
120,247,162
121,260,155
122,289,135
123,170,193
124,180,119
125,296,206
126,264,175
127,152,147
128,271,147
129,259,201
130,197,132
131,270,186
132,163,232
133,261,134
134,280,177
135,200,287
136,201,302
137,158,198
138,185,271
139,162,119
140,250,326
141,297,210
142,253,185
143,168,142
144,217,140
145,229,142
146,254,264
147,173,218
148,273,343
149,235,328
150,219,317
151,300,53
152,298,345
153,240,141
154,250,138
155,258,136
156,171,117
157,249,125
158,238,122
159,227,121
160,215,122
161,208,126
162,154,117
163,210,138
164,301,225
165,261,231
166,273,203
167,285,226
168,300,115
169,217,302
170,233,314
171,272,334
172,186,285
173,258,130
174,281,155
175,299,336
176,253,336
177,164,225
178,277,259
179,275,261
180,274,266
181,272,274
182,268,286
183,260,259
184,257,258
185,253,256
186,239,249
187,190,223
188,280,144
189,271,122
190,263,126
191,262,257
192,189,253
193,283,119
194,260,300
195,302,157
196,290,148
197,301,145
198,273,176
199,300,324
200,300,307
201,279,306
202,231,279
203,248,211
204,244,291
205,217,210
206,236,224
207,207,231
208,274,322
209,265,184
210,220,288
211,237,302
212,221,263
213,178,239
214,205,266
215,171,250
216,225,241
217,272,165
218,275,198
219,267,203
220,280,189
221,260,109
222,239,102
223,221,100
224,206,103
225,195,110
226,189,135
227,155,171
228,199,153
229,212,157
230,228,157
231,245,154
232,258,149
233,267,143
234,154,175
235,268,207
236,281,166
237,284,198
238,290,205
239,284,200
240,271,211
241,292,206
242,294,209
243,266,134
244,274,136
245,278,136
246,204,129
247,198,123
248,313,159
249,392,136
250,311,207
251,430,92
252,355,147
253,369,148
254,380,148
255,395,141
256,344,143
257,371,111
258,358,112
259,384,113
260,393,119
261,403,149
262,345,313
263,396,132
264,434,146
265,416,139
266,361,195
267,315,243
268,313,255
269,330,247
270,339,253
271,323,257
272,332,259
273,354,272
274,312,200
275,314,187
276,412,100
277,338,164
278,338,200
279,339,194
280,398,196
281,313,171
282,385,83
283,401,89
284,421,67
285,329,94
286,346,117
287,363,261
288,414,262
289,329,207
290,318,211
291,349,261
292,344,260
293,408,80
294,338,206
295,362,83
296,365,72
297,373,33
298,415,73
299,367,52
300,418,96
301,424,95
302,314,250
303,326,253
304,335,256
305,325,209
306,346,260
307,342,262
308,343,259
309,323,201
310,329,258
311,321,258
312,311,258
313,316,292
314,315,278
315,314,270
316,313,264
317,312,260
318,331,259
319,333,261
320,335,264
321,338,269
322,350,239
323,428,203
324,337,260
