,x,y
0,305,250
1,304,205
2,304,219
3,293,163
4,304,192
5,303,175
6,301,134
7,214,134
8,300,100
9,300,83
10,299,25
11,305,257
12,305,261
13,305,262
14,305,265
15,306,270
16,306,276
17,306,283
18,306,295
19,304,212
20,294,211
21,169,87
22,249,146
23,237,147
24,226,147
25,210,139
26,260,143
27,234,111
28,247,112
29,222,113
30,214,118
31,201,147
32,264,315
33,210,130
34,166,143
35,187,138
36,244,198
37,292,248
38,294,261
39,278,252
40,269,257
41,284,262
42,276,263
43,254,276
44,294,205
45,293,192
46,192,102
47,267,165
48,269,203
49,268,196
50,207,198
51,292,176
52,220,86
53,203,91
54,180,63
55,274,97
56,257,117
57,245,265
58,185,260
59,278,209
60,288,213
61,258,264
62,263,263
63,196,82
64,269,209
65,243,87
66,240,76
67,228,32
68,188,72
69,235,53
70,185,97
71,177,92
72,293,255
73,281,258
74,272,260
75,281,212
76,261,264
77,266,266
78,264,263
79,283,205
80,277,262
81,286,262
82,295,262
83,291,295
84,292,282
85,293,275
86,293,269
87,294,265
88,275,264
89,274,265
90,272,269
91,269,272
92,258,243
93,168,200
94,304,214
95,270,263
96,268,264
97,291,220
98,273,217
99,289,216
100,255,173
101,235,183
102,267,202
103,198,44
104,206,58
105,215,74
106,263,283
107,269,79
108,265,53
109,261,26
110,216,144
111,189,157
112,267,139
113,200,121
114,275,156
115,275,198
116,177,167
117,197,167
118,213,171
119,236,169
120,253,163
121,265,156
122,290,138
123,180,193
124,190,119
125,298,211
126,269,177
127,162,143
128,275,148
129,265,204
130,207,131
131,275,190
132,174,229
133,267,133
134,283,182
135,212,288
136,213,302
137,169,197
138,196,272
139,171,116
140,261,327
141,300,214
142,259,187
143,177,141
144,226,139
145,236,140
146,263,269
147,184,219
148,283,342
149,248,327
150,232,317
151,300,54
152,306,344
153,247,139
154,257,137
155,263,135
156,181,116
157,256,123
158,245,119
159,234,119
160,223,121
161,218,124
162,163,112
163,219,136
164,304,229
165,268,235
166,277,207
167,290,230
168,301,118
169,228,304
170,245,315
171,282,335
172,198,284
173,263,130
174,283,159
175,306,336
176,264,336
177,175,225
178,284,264
179,282,267
180,281,272
181,280,278
182,276,290
183,268,263
184,265,262
185,261,261
186,249,253
187,200,225
188,282,146
189,276,123
190,268,126
191,271,261
192,200,255
193,285,120
194,269,302
195,302,161
196,291,151
197,301,148
198,277,179
199,307,324
200,306,309
201,287,309
202,242,281
203,255,214
204,254,294
205,226,213
206,244,228
207,217,234
208,284,323
209,271,186
210,232,290
211,248,304
212,232,266
213,189,240
214,217,269
215,183,250
216,235,244
217,276,167
218,280,202
219,273,207
220,284,194
221,265,111
222,245,103
223,228,102
224,215,104
225,204,110
226,199,134
227,165,169
228,208,153
229,220,157
230,236,157
231,251,154
232,263,149
233,272,144
234,165,171
235,273,210
236,284,170
237,287,202
238,294,209
239,288,205
240,277,214
241,296,210
242,297,213
243,271,134
244,278,136
245,281,138
246,213,127
247,207,123
248,312,163
249,385,132
250,313,210
251,425,85
252,351,145
253,364,146
254,375,144
255,388,137
256,341,142
257,366,111
258,353,112
259,378,112
260,385,116
261,398,145
262,348,313
263,389,128
264,430,138
265,410,135
266,359,196
267,318,247
268,317,259
269,331,250
270,341,255
271,326,260
272,334,261
273,356,272
274,313,204
275,314,191
276,405,100
277,335,164
278,336,201
279,337,195
280,395,194
281,313,176
282,379,85
283,395,90
284,415,61
285,326,97
286,342,116
287,364,261
288,415,255
289,328,209
290,319,213
291,351,261
292,346,261
293,402,81
294,337,208
295,357,87
296,359,75
297,367,30
298,408,70
299,363,52
300,412,94
301,419,90
302,318,255
303,329,256
304,338,258
305,325,211
306,349,261
307,345,263
308,345,259
309,323,204
310,332,260
311,324,261
312,315,262
313,321,294
314,320,282
315,320,274
316,318,268
317,317,263
318,335,262
319,337,263
320,339,266
321,341,271
322,350,241
323,427,195
324,340,262
325,342,262
326,316,218
327,332,216
328,317,216
329,348,172
330,368,180
331,338,201
332,396,42
333,391,57
334,383,74
335,347,281
336,330,79
337,333,53
338,336,25
339,384,141
340,410,153
341,334,138
342,399,119
343,327,155
344,330,197
345,421,162
346,403,163
347,388,168
348,366,167
349,349,161
350,336,155
351,312,138
352,420,189
353,408,116
354,309,210
355,334,176
356,431,139
357,327,148
358,339,202
359,392,129
360,330,189
361,423,225
362,334,133
363,322,181
364,394,284
365,391,298
366,428,192
367,406,268
368,424,112
369,350,324
370,308,213
371,344,185
372,420,138
373,375,138
374,365,139
375,347,266
376,417,214
377,330,341
378,362,325
379,376,314
380,354,139
381,343,136
382,337,135
383,416,114
384,344,123
385,355,119
386,365,118
387,376,119
388,382,123
389,430,108
390,381,134
391,338,233
392,329,206
393,318,230
394,379,300
395,365,313
396,331,333
397,403,280
398,337,128
399,320,158
400,347,334
401,424,220
402,327,262
403,329,265
404,330,270
405,332,277
406,335,288
407,342,261
408,345,259
409,348,258
410,359,250
411,403,221
412,320,145
413,325,122
414,331,125
415,339,259
416,403,250
417,316,120
418,342,301
419,313,151
420,327,178
421,325,308
422,367,278
423,350,212
424,355,291
425,378,210
426,362,225
427,388,230
428,330,322
429,333,185
430,376,287
431,362,301
432,376,262
433,413,235
434,390,264
435,417,245
436,371,241
437,326,167
438,327,202
439,333,206
440,323,193
441,335,111
442,354,103
443,371,101
444,384,103
445,394,108
446,400,132
447,431,165
448,392,150
449,380,154
450,365,155
451,350,153
