,col_a,col_b,pvalue
0,00-01_0,00-01_0,0.0
1,00-01_0,00-01_1,3.084350605360622e-07
2,00-01_0,00-01_2,2.4976897112761e-13
3,00-01_0,00-01_3,7.477860602703324e-12
4,00-01_0,00-01_4,9.351032409117746e-07
5,00-01_0,00-01_5,4.3712125191588655e-12
6,00-01_0,01-01_0,1.2483354889399728e-05
7,00-01_0,02-00_0,0.0004931774682861
8,00-01_0,02-01_0,4.816068520304552e-08
9,00-01_0,03-01_0,6.790740591591104e-05
10,00-01_0,04-00_2,0.0006173699151398
11,00-01_0,06-00_0,7.490644415539454e-07
12,00-01_0,06-00_2,0.0007669513244497
13,00-01_0,06-01_0,4.978089291022167e-14
14,00-01_0,06-01_2,4.1933469289914575e-09
15,00-01_0,06-01_3,0.0002998433529355
16,00-01_0,06-01_5,2.629677031306016e-05
17,00-01_1,00-01_1,0.0
18,00-01_1,00-01_2,1.2028301513394418e-21
19,00-01_1,00-01_3,3.6900741478718005e-76
20,00-01_1,00-01_4,3.84044015246876e-105
21,00-01_1,00-01_5,7.601807558245035e-93
22,00-01_1,01-00_3,0.0003659394417595
23,00-01_1,01-00_5,0.0002674966671959
24,00-01_1,01-01_1,5.909966185329288e-10
25,00-01_1,01-01_3,1.6138691161293076e-08
26,00-01_1,01-01_4,6.070694526414129e-10
27,00-01_1,01-01_5,1.06233451438881e-08
28,00-01_1,02-01_1,1.081102033063071e-11
29,00-01_1,02-01_2,7.01397753694221e-05
30,00-01_1,02-01_3,3.9826026114914e-11
31,00-01_1,02-01_4,3.2757161998660854e-11
32,00-01_1,02-01_5,1.0802009045780569e-10
33,00-01_1,03-00_4,0.0006927771175296
34,00-01_1,03-01_1,7.773992823478463e-07
35,00-01_1,03-01_3,1.621570933683595e-07
36,00-01_1,03-01_4,4.840386479440044e-08
37,00-01_1,03-01_5,2.154729164948038e-05
38,00-01_1,04-00_1,1.1727035553990314e-05
39,00-01_1,04-00_2,0.0007629724597873
40,00-01_1,04-00_3,1.294907866597546e-05
41,00-01_1,04-00_4,3.5873112136832304e-05
42,00-01_1,04-00_5,1.2957432770807244e-07
43,00-01_1,04-01_1,1.1131377386541073e-12
44,00-01_1,04-01_3,4.639349947232645e-13
45,00-01_1,04-01_4,1.1129968786429586e-12
46,00-01_1,04-01_5,2.890009270941488e-13
47,00-01_1,05-01_3,0.0001235518548409
48,00-01_1,05-01_4,9.562872251023845e-05
49,00-01_1,06-01_0,0.0005568633589845
50,00-01_1,06-01_1,1.2402691022432864e-10
51,00-01_1,06-01_2,1.0051697610245024e-06
52,00-01_1,06-01_3,6.137696033661344e-13
53,00-01_1,06-01_4,8.09321028447094e-13
54,00-01_1,06-01_5,1.3090502401845633e-12
55,00-01_1,07-00_1,9.078165624705184e-05
56,00-01_1,07-00_3,9.296318750285768e-05
57,00-01_1,07-00_4,2.282039937671469e-05
58,00-01_1,07-00_5,0.0002557638325233
59,00-01_1,07-01_1,1.723152278960035e-05
60,00-01_1,07-01_3,4.112444756596389e-05
61,00-01_1,07-01_4,2.8105555010709364e-05
62,00-01_1,07-01_5,3.3632269244315176e-05
63,00-01_2,00-01_2,0.0
64,00-01_2,00-01_3,3.193982389320767e-14
65,00-01_2,00-01_4,1.0404697858260267e-20
66,00-01_2,00-01_5,1.1609590458315934e-13
67,00-01_2,01-01_1,8.765969571559576e-06
68,00-01_2,01-01_2,5.745150100688382e-10
69,00-01_2,01-01_3,4.4291499072363006e-05
70,00-01_2,01-01_4,1.978984613975613e-06
71,00-01_2,01-01_5,0.0002466858472304
72,00-01_2,02-01_0,0.0007158106450029
73,00-01_2,02-01_1,1.9766849133999795e-05
74,00-01_2,02-01_2,5.4423548117439824e-11
75,00-01_2,02-01_3,0.0005314953868147
76,00-01_2,02-01_4,4.5922308953902966e-05
77,00-01_2,02-01_5,0.000337632398939
78,00-01_2,03-01_2,8.374874011011151e-05
79,00-01_2,04-00_2,1.200176837436925e-06
80,00-01_2,04-01_1,0.0005023910438287
81,00-01_2,04-01_2,8.199451255412276e-05
82,00-01_2,04-01_3,3.208916778290638e-05
83,00-01_2,04-01_4,8.382908007379808e-05
84,00-01_2,04-01_5,0.0001227835695616
85,00-01_2,05-01_2,5.501552942364251e-06
86,00-01_2,06-00_2,7.278917648180818e-05
87,00-01_2,06-01_0,5.308112369721885e-06
88,00-01_2,06-01_1,0.000949024425073
89,00-01_2,06-01_2,9.186197988834125e-14
90,00-01_2,06-01_3,5.658178870940929e-05
91,00-01_2,06-01_4,0.0001346474204139
92,00-01_2,06-01_5,0.0002643972769392
93,00-01_2,07-00_2,0.0002660789028735
94,00-01_3,00-01_3,0.0
95,00-01_3,00-01_4,4.952172150714775e-87
96,00-01_3,00-01_5,4.8848179000117894e-104
97,00-01_3,01-00_1,0.0005650106789365
98,00-01_3,01-00_3,0.0002113841365978
99,00-01_3,01-00_5,0.0006395009518926
100,00-01_3,01-01_1,9.776657839084524e-08
101,00-01_3,01-01_3,4.799647639760487e-10
102,00-01_3,01-01_4,1.4550869630279865e-07
103,00-01_3,01-01_5,1.1344553173136705e-07
104,00-01_3,02-00_1,2.418997825298653e-05
105,00-01_3,02-00_3,7.18038280682896e-05
106,00-01_3,02-00_4,4.394631297371223e-05
107,00-01_3,02-00_5,0.0002003059550381
108,00-01_3,02-01_1,1.3876502543935226e-12
109,00-01_3,02-01_2,0.0001677473055954
110,00-01_3,02-01_3,3.1557544934559058e-15
111,00-01_3,02-01_4,2.702661203710814e-12
112,00-01_3,02-01_5,6.300784158881433e-12
113,00-01_3,03-00_1,2.8971092166044884e-05
114,00-01_3,03-00_3,0.000105185154842
115,00-01_3,03-00_4,9.22948178157358e-07
116,00-01_3,03-00_5,0.0009924116707983
117,00-01_3,03-01_1,2.946880806708598e-05
118,00-01_3,03-01_3,3.580096676802046e-07
