,col_a,col_b,pvalue
0,00-01_0,00-01_0,0.0
1,00-01_1,00-01_1,0.0
2,00-01_1,00-01_2,1.2028301513394418e-21
3,00-01_1,00-01_3,3.6900741478718005e-76
4,00-01_1,00-01_4,3.84044015246876e-105
5,00-01_1,00-01_5,7.601807558245035e-93
6,00-01_2,00-01_2,0.0
7,00-01_2,00-01_4,1.0404697858260267e-20
8,00-01_3,00-01_3,0.0
9,00-01_3,00-01_4,4.952172150714775e-87
10,00-01_3,00-01_5,4.8848179000117894e-104
11,00-01_3,02-01_3,3.1557544934559058e-15
12,00-01_3,06-01_3,2.284231271399764e-15
13,00-01_4,00-01_4,0.0
14,00-01_4,00-01_5,9.298759480406794e-59
15,00-01_5,00-01_5,0.0
16,00-01_5,06-01_5,3.839404775012085e-15
17,01-00_0,01-00_0,0.0
18,01-00_0,01-00_2,2.041269170253594e-36
19,01-00_0,01-01_0,1.1205720029174445e-18
20,01-00_1,01-00_1,0.0
21,01-00_1,01-00_3,2.365817142829535e-69
22,01-00_1,01-00_4,5.6976094136505355e-90
23,01-00_1,01-00_5,3.3204844505233126e-100
24,01-00_1,01-01_1,4.603501660017973e-22
25,01-00_1,01-01_3,1.3610945859815843e-16
26,01-00_1,01-01_4,7.262712486047661e-17
27,01-00_1,01-01_5,7.082519460751541e-18
28,01-00_2,01-00_2,0.0
29,01-00_3,01-00_3,0.0
30,01-00_3,01-00_4,4.125586554842808e-75
31,01-00_3,01-00_5,1.5254602625586576e-87
32,01-00_3,01-01_1,1.3736935264602857e-15
33,01-00_3,01-01_3,4.966063205805228e-19
34,01-00_3,01-01_5,5.708246778301288e-16
35,01-00_4,01-00_4,0.0
36,01-00_4,01-00_5,2.938133175794001e-53
37,01-00_4,01-01_1,3.583033703336053e-20
38,01-00_4,01-01_3,6.258635030248857e-17
39,01-00_4,01-01_4,1.6724765867195332e-22
40,01-00_4,01-01_5,2.5936963603231468e-15
41,01-00_5,01-00_5,0.0
42,01-00_5,01-01_1,7.430074080839338e-18
43,01-00_5,01-01_3,6.872357034441264e-18
44,01-00_5,01-01_5,2.0631232041907774e-20
45,01-01_0,01-01_0,0.0
46,01-01_0,01-01_2,5.890906382528057e-27
47,01-01_0,02-01_0,1.051244851399254e-15
48,01-01_0,03-01_0,3.4493405315236534e-25
49,01-01_0,06-00_0,2.73938220613848e-15
50,01-01_1,01-01_1,0.0
51,01-01_1,01-01_2,1.6170615347584721e-15
52,01-01_1,01-01_3,3.522841526033849e-84
