,col_a,col_b,pvalue
1874,05-00_2,asrsb_score,0.0001702527593707
1978,05-01_2,asrsb_score,0.0003732745538004
2244,asrsa_score,srq_score,3.9456547330993565e-24
2243,asrsa_score,oci_score,1.5627409087144565e-07
2242,asrsa_score,asrsb_score,7.478197130684415e-18
2241,asrsa_score,asrsa_score,0.0
2247,asrsb_score,srq_score,5.449268362085059e-16
2246,asrsb_score,oci_score,1.1508116867032885e-13
2245,asrsb_score,asrsb_score,0.0
2240,bai_score,srq_score,1.985275055175606e-52
2239,bai_score,oci_score,1.3973350415173979e-27
2236,bai_score,bai_score,0.0
2238,bai_score,asrsb_score,3.848787771312565e-16
2237,bai_score,asrsa_score,4.219476598454175e-11
2235,dbi_score,srq_score,3.500282159652677e-54
2234,dbi_score,oci_score,2.672485082822018e-26
2230,dbi_score,dbi_score,0.0
2231,dbi_score,bai_score,1.2477272554802066e-37
2233,dbi_score,asrsb_score,5.051226686381442e-11
2232,dbi_score,asrsa_score,5.016370828546272e-18
2249,oci_score,srq_score,8.579888959306971e-26
2248,oci_score,oci_score,0.0
2250,srq_score,srq_score,0.0
