,col_a,col_b,pvalue
404,asrsa_score,srq_score,3.9456547330993565e-24
403,asrsa_score,asrsb_score,7.478197130684415e-18
402,asrsa_score,asrsa_score,0.0
406,asrsb_score,srq_score,5.449268362085058e-16
405,asrsb_score,asrsb_score,0.0
401,bai_score,srq_score,1.985275055175606e-52
400,bai_score,oci_score,1.3973350415173979e-27
398,bai_score,bai_score,0.0
399,bai_score,asrsb_score,3.848787771312565e-16
397,dbi_score,srq_score,3.500282159652677e-54
396,dbi_score,oci_score,2.672485082822018e-26
393,dbi_score,dbi_score,0.0
394,dbi_score,bai_score,1.2477272554802066e-37
395,dbi_score,asrsa_score,5.016370828546272e-18
408,oci_score,srq_score,8.579888959306971e-26
407,oci_score,oci_score,0.0
409,srq_score,srq_score,0.0
