,col_a,col_b,pvalue
373,01-00_1,dbi_score,0.0020457325244835
489,01-00_3,dbi_score,0.0009955263523153
585,01-00_5,dbi_score,0.0018166794969243
586,01-00_5,bai_score,0.0045534520061156
2343,05-00_0,asrsb_score,0.0015818857847461
2370,05-00_1,asrsb_score,0.0013893896083059
2394,05-00_2,asrsb_score,0.0001702527593707
2419,05-00_3,oci_score,0.0035566178437111
2418,05-00_3,asrsb_score,0.0021813572892876
2444,05-00_4,asrsb_score,0.0025727949081702
2466,05-00_5,asrsb_score,0.0010962180621933
2527,05-01_2,asrsb_score,0.0003732745538004
2834,asrsa_score,srq_score,3.9456547330993565e-24
2833,asrsa_score,oci_score,1.5627409087144565e-07
2832,asrsa_score,asrsb_score,7.478197130684415e-18
2831,asrsa_score,asrsa_score,0.0
2837,asrsb_score,srq_score,5.449268362085059e-16
2836,asrsb_score,oci_score,1.1508116867032885e-13
2835,asrsb_score,asrsb_score,0.0
2830,bai_score,srq_score,1.985275055175606e-52
2829,bai_score,oci_score,1.3973350415173979e-27
2826,bai_score,bai_score,0.0
2828,bai_score,asrsb_score,3.848787771312565e-16
2827,bai_score,asrsa_score,4.219476598454175e-11
2825,dbi_score,srq_score,3.500282159652677e-54
2824,dbi_score,oci_score,2.672485082822018e-26
2820,dbi_score,dbi_score,0.0
2821,dbi_score,bai_score,1.2477272554802066e-37
2823,dbi_score,asrsb_score,5.051226686381442e-11
2822,dbi_score,asrsa_score,5.016370828546272e-18
2839,oci_score,srq_score,8.579888959306971e-26
2838,oci_score,oci_score,0.0
2840,srq_score,srq_score,0.0
