,col_a,col_b,pvalue
1384,0,07-01_5,2.5793088379339027e-11
1819,0,07-01_5,7.575934943981912e-19
1870,0,07-01_5,1.438169413621828e-34
1383,0,07-01_4,7.948948391030008e-10
1818,0,07-01_4,2.259526427427409e-12
1869,0,07-01_4,8.762771324989594e-22
1382,0,07-01_3,1.6391717016700636e-09
1817,0,07-01_3,9.179913111766336e-13
1868,0,07-01_3,3.68401200614654e-21
1097,0,07-01_2,2.19623231877838e-05
1381,0,07-01_2,1.714209950233226e-16
1635,0,07-01_2,7.644766502941172e-05
1816,0,07-01_2,9.820336986075791e-15
1867,0,07-01_2,4.4208446456917685e-34
1380,0,07-01_1,2.466167263210828e-11
1815,0,07-01_1,5.720598921986591e-17
1866,0,07-01_1,8.785911005950505e-31
388,0,07-01_0,4.0613679177374055e-05
1237,0,07-01_0,1.7622223638601815e-08
1379,0,07-01_0,2.6402596818296514e-34
1814,0,07-01_0,3.939746066271288e-24
1865,0,07-01_0,0.0
949,0,07-00_5,5.531558440975794e-06
1236,0,07-00_5,9.696500785153325e-08
1378,0,07-00_5,1.9612973005069723e-08
1813,0,07-00_5,3.1860919096145534e-30
198,0,07-00_4,7.331049761652077e-05
948,0,07-00_4,4.0265967107559656e-08
1235,0,07-00_4,5.989647733319703e-07
1377,0,07-00_4,7.595610963714642e-08
1812,0,07-00_4,7.858843248783161e-21
751,0,07-00_3,4.353179878801128e-05
947,0,07-00_3,1.799079851500626e-05
1234,0,07-00_3,2.681438884002684e-06
1376,0,07-00_3,1.3704987840075573e-07
1811,0,07-00_3,1.6434077829803803e-25
197,0,07-00_2,1.759724897696384e-07
387,0,07-00_2,9.469649700192424e-05
580,0,07-00_2,7.941976786537751e-09
750,0,07-00_2,2.5515404877347647e-05
946,0,07-00_2,3.869093620228771e-09
1233,0,07-00_2,2.4609325227540165e-11
1375,0,07-00_2,7.137519681999209e-12
1528,0,07-00_2,8.11869078906384e-06
1692,0,07-00_2,1.0533522760419635e-06
1758,0,07-00_2,3.257237818989547e-05
1810,0,07-00_2,5.01488886998915e-32
196,0,07-00_1,1.953865872353692e-05
945,0,07-00_1,2.610370435350279e-07
1232,0,07-00_1,1.523233387023683e-08
1374,0,07-00_1,5.098505571810517e-09
1809,0,07-00_1,5.833891441377677e-28
