,col_a,col_b,pvalue
507,0,sqr_score,0.0474072421978989
3017,0,oci_score,0.0066701433828937
3015,0,dbi_score,0.0175686307327638
506,0,bai_score,0.0026575275045583
3574,0,bai_score,0.0445177024620116
3016,0,asrsb_score,0.0005039778854058
3575,0,asrsb_score,0.0304779614770254
2797,0,asrsa_score,0.0276256275677263
508,0,age,0.0001526951461456
908,0,age,0.000165202215876
48,0,07-01_5,0.0467180010619654
96,0,07-01_5,0.0467180010619654
907,0,07-01_5,0.013229420248507
1298,0,07-01_5,0.0021101925158584
1956,0,07-01_5,0.0052045328871235
2255,0,07-01_5,0.0023547908011379
2550,0,07-01_5,3.918111923630968e-06
2796,0,07-01_5,3.0933792566636506e-11
3014,0,07-01_5,0.0027204509135377
3202,0,07-01_5,0.0036065637530008
3438,0,07-01_5,0.0002851470612663
3522,0,07-01_5,1.0012313680086393e-18
3573,0,07-01_5,2.247593105899693e-29
47,0,07-01_4,0.0345170227005193
95,0,07-01_4,0.0345170227005193
1297,0,07-01_4,0.003405160795508
1955,0,07-01_4,0.038079978431721
2254,0,07-01_4,0.0058717880215057
2549,0,07-01_4,0.0010719948327049
2795,0,07-01_4,6.409487360581689e-09
3013,0,07-01_4,0.0044207331550982
3201,0,07-01_4,0.001518519355784
3437,0,07-01_4,0.0013366359250263
3521,0,07-01_4,6.409249203512522e-13
3572,0,07-01_4,1.1874818375806811e-19
46,0,07-01_3,0.0422778160419368
94,0,07-01_3,0.0422778160419368
1296,0,07-01_3,0.0034245441446696
1954,0,07-01_3,0.0232075688664369
2253,0,07-01_3,0.0068317938629204
2548,0,07-01_3,0.000512935717371
2794,0,07-01_3,1.399600896281236e-08
3012,0,07-01_3,0.0023944371601471
3200,0,07-01_3,0.0010849980228491
3436,0,07-01_3,0.0004066419432129
3520,0,07-01_3,5.2555296137301727e-14
3571,0,07-01_3,1.3273439628127985e-19
505,0,07-01_2,0.0426940838769564
906,0,07-01_2,0.0011053404731303
1295,0,07-01_2,0.0001396141220003
1643,0,07-01_2,0.000572466729133
2252,0,07-01_2,1.417438803927596e-05
2547,0,07-01_2,1.4899372159841394e-05
2793,0,07-01_2,1.3339033569808777e-17
3011,0,07-01_2,0.0094279787976318
3199,0,07-01_2,0.0001436673237335
3435,0,07-01_2,0.0003106965698784
3519,0,07-01_2,6.621877580016834e-16
3570,0,07-01_2,1.250242644498675e-34
45,0,07-01_1,0.0349578479770247
93,0,07-01_1,0.0349578479770247
905,0,07-01_1,0.013594066812801
1294,0,07-01_1,0.0018588896408408
1953,0,07-01_1,0.0137909942249434
2251,0,07-01_1,0.00055074997308
2546,0,07-01_1,4.583060395510213e-06
2792,0,07-01_1,1.232220288737597e-11
3010,0,07-01_1,0.0074197253679892
3198,0,07-01_1,0.0069409266248982
3434,0,07-01_1,0.0006587485303392
3518,0,07-01_1,3.0466463071425026e-18
3569,0,07-01_1,4.312016493630196e-27
44,0,07-01_0,0.0284110483570017
92,0,07-01_0,0.0284110483570017
504,0,07-01_0,0.0032074895033048
904,0,07-01_0,0.0004175700808666
1293,0,07-01_0,0.0050366024437084
1642,0,07-01_0,0.0481385357465982
2250,0,07-01_0,0.0012957038124798
2545,0,07-01_0,4.386904319046332e-09
2791,0,07-01_0,7.799417923518242e-39
3009,0,07-01_0,0.0179418479951218
3433,0,07-01_0,0.026310606921881
3517,0,07-01_0,1.2848540887701566e-25
3568,0,07-01_0,0.0
503,0,07-00_5,0.0001262752887337
903,0,07-00_5,0.005649975128748
1292,0,07-00_5,0.0001343264263855
1641,0,07-00_5,0.0257173598109889
1952,0,07-00_5,2.8240637112382445e-06
2249,0,07-00_5,0.0317994256076248
2544,0,07-00_5,5.742831019805976e-12
2790,0,07-00_5,1.218007898218257e-09
