,col_a,col_b,pvalue
1045,0,07-01_5,3.918111923630968e-06
1176,0,07-01_5,3.0933792566636506e-11
1527,0,07-01_5,1.0012313680086393e-18
1578,0,07-01_5,2.247593105899693e-29
1175,0,07-01_4,6.409487360581689e-09
1526,0,07-01_4,6.409249203512522e-13
1577,0,07-01_4,1.1874818375806811e-19
1174,0,07-01_3,1.399600896281236e-08
1525,0,07-01_3,5.2555296137301727e-14
1576,0,07-01_3,1.3273439628127985e-19
1173,0,07-01_2,1.3339033569808777e-17
1524,0,07-01_2,6.621877580016834e-16
1575,0,07-01_2,1.250242644498675e-34
1044,0,07-01_1,4.583060395510213e-06
1172,0,07-01_1,1.232220288737597e-11
1523,0,07-01_1,3.0466463071425026e-18
1574,0,07-01_1,4.312016493630196e-27
1043,0,07-01_0,4.386904319046332e-09
1171,0,07-01_0,7.799417923518242e-39
1522,0,07-01_0,1.2848540887701566e-25
1573,0,07-01_0,0.0
802,0,07-00_5,2.8240637112382445e-06
1042,0,07-00_5,5.742831019805976e-12
1170,0,07-00_5,1.218007898218257e-09
1521,0,07-00_5,2.350354568238409e-52
1041,0,07-00_4,1.123640904736426e-09
1169,0,07-00_4,1.7788227821197327e-08
1520,0,07-00_4,2.3993394353387706e-37
1040,0,07-00_3,7.117841292095102e-10
1168,0,07-00_3,1.8945411643571137e-08
1519,0,07-00_3,1.2758829125546222e-40
170,0,07-00_2,3.366335242816469e-07
523,0,07-00_2,3.0871228329700875e-09
801,0,07-00_2,4.0862622811050245e-11
1039,0,07-00_2,1.0022020747259366e-11
1167,0,07-00_2,1.648972487252699e-13
1442,0,07-00_2,4.1229204899772135e-06
1518,0,07-00_2,8.699911585769321e-39
1038,0,07-00_1,2.9464793020923568e-12
1166,0,07-00_1,6.319408922215767e-10
1517,0,07-00_1,1.552390262116151e-51
169,0,07-00_0,4.652419741354403e-07
800,0,07-00_0,1.9940909443279977e-06
1037,0,07-00_0,2.795021554904434e-20
1165,0,07-00_0,5.246244752308571e-15
1516,0,07-00_0,0.0
10,0,06-01_5,1.1141844114173157e-07
20,0,06-01_5,1.1141844114173157e-07
346,0,06-01_5,2.3541497231635563e-12
1389,0,06-01_5,2.844706586789504e-06
1441,0,06-01_5,6.95120252832143e-07
1487,0,06-01_5,4.423651148994047e-21
345,0,06-01_4,1.6445273474231467e-10
1486,0,06-01_4,1.7695943150673364e-13
344,0,06-01_3,3.031145493497592e-12
1440,0,06-01_3,1.978936006042601e-06
1485,0,06-01_3,4.449783600334208e-19
9,0,06-01_2,6.099625002430307e-09
19,0,06-01_2,6.099625002430307e-09
1484,0,06-01_2,4.5637793222483474e-24
343,0,06-01_1,1.0363564393155676e-10
1388,0,06-01_1,4.501424083135423e-06
1483,0,06-01_1,5.420655074412081e-15
8,0,06-01_0,2.7968913831752675e-16
18,0,06-01_0,2.7968913831752675e-16
342,0,06-01_0,7.204731809706246e-19
522,0,06-01_0,3.291812041876541e-07
654,0,06-01_0,3.8571697696453375e-08
922,0,06-01_0,5.934383588752213e-10
1164,0,06-01_0,1.3661593750109397e-08
