,col_a,col_b,pvalue
2103,0,asrsb_score,0.0005039778854058
284,0,age,0.0001526951461456
580,0,age,0.000165202215876
1760,0,07-01_5,3.918111923630968e-06
1928,0,07-01_5,3.0933792566636506e-11
2392,0,07-01_5,0.0002851470612663
2462,0,07-01_5,1.0012313680086393e-18
2513,0,07-01_5,2.247593105899693e-29
1927,0,07-01_4,6.409487360581689e-09
2461,0,07-01_4,6.409249203512522e-13
2512,0,07-01_4,1.1874818375806811e-19
1759,0,07-01_3,0.000512935717371
1926,0,07-01_3,1.399600896281236e-08
2391,0,07-01_3,0.0004066419432129
2460,0,07-01_3,5.2555296137301727e-14
2511,0,07-01_3,1.3273439628127985e-19
856,0,07-01_2,0.0001396141220003
1104,0,07-01_2,0.000572466729133
1556,0,07-01_2,1.417438803927596e-05
1758,0,07-01_2,1.4899372159841394e-05
1925,0,07-01_2,1.3339033569808777e-17
2227,0,07-01_2,0.0001436673237335
2390,0,07-01_2,0.0003106965698784
2459,0,07-01_2,6.621877580016834e-16
2510,0,07-01_2,1.250242644498675e-34
1555,0,07-01_1,0.00055074997308
1757,0,07-01_1,4.583060395510213e-06
1924,0,07-01_1,1.232220288737597e-11
2389,0,07-01_1,0.0006587485303392
2458,0,07-01_1,3.0466463071425026e-18
2509,0,07-01_1,4.312016493630196e-27
579,0,07-01_0,0.0004175700808666
1756,0,07-01_0,4.386904319046332e-09
1923,0,07-01_0,7.799417923518242e-39
2457,0,07-01_0,1.2848540887701566e-25
2508,0,07-01_0,0.0
283,0,07-00_5,0.0001262752887337
855,0,07-00_5,0.0001343264263855
1346,0,07-00_5,2.8240637112382445e-06
1755,0,07-00_5,5.742831019805976e-12
1922,0,07-00_5,1.218007898218257e-09
2456,0,07-00_5,2.350354568238409e-52
282,0,07-00_4,0.0002695616700508
854,0,07-00_4,2.2258849560274343e-05
1345,0,07-00_4,3.46930054331841e-05
1754,0,07-00_4,1.123640904736426e-09
1921,0,07-00_4,1.7788227821197327e-08
2455,0,07-00_4,2.3993394353387706e-37
281,0,07-00_3,0.0004745046011692
853,0,07-00_3,9.645607985172908e-05
1344,0,07-00_3,9.937299223627766e-05
1753,0,07-00_3,7.117841292095102e-10
1920,0,07-00_3,1.8945411643571137e-08
2454,0,07-00_3,1.2758829125546222e-40
280,0,07-00_2,3.366335242816469e-07
578,0,07-00_2,5.459580441369156e-06
852,0,07-00_2,3.0871228329700875e-09
1103,0,07-00_2,0.0002251119232523
1343,0,07-00_2,4.0862622811050245e-11
1554,0,07-00_2,2.4259805947893133e-05
1752,0,07-00_2,1.0022020747259366e-11
1919,0,07-00_2,1.648972487252699e-13
2102,0,07-00_2,1.2785208670949176e-05
2226,0,07-00_2,0.0008107818495883
2318,0,07-00_2,4.1229204899772135e-06
2388,0,07-00_2,0.0009311523003899
2453,0,07-00_2,8.699911585769321e-39
279,0,07-00_1,6.526962406868272e-05
851,0,07-00_1,1.3586286277941575e-05
1342,0,07-00_1,1.0470451552538262e-05
1751,0,07-00_1,2.9464793020923568e-12
1918,0,07-00_1,6.319408922215767e-10
2452,0,07-00_1,1.552390262116151e-51
278,0,07-00_0,4.652419741354403e-07
577,0,07-00_0,0.0002840439657424
850,0,07-00_0,0.0001279745433641
1341,0,07-00_0,1.9940909443279977e-06
1750,0,07-00_0,2.795021554904434e-20
1917,0,07-00_0,5.246244752308571e-15
2317,0,07-00_0,0.0001073683288819
2451,0,07-00_0,0.0
18,0,06-01_5,1.1141844114173157e-07
36,0,06-01_5,1.1141844114173157e-07
576,0,06-01_5,2.3541497231635563e-12
849,0,06-01_5,0.0008961674909312
1340,0,06-01_5,0.0006834185334738
1749,0,06-01_5,0.0001251195648826
2225,0,06-01_5,2.844706586789504e-06
2316,0,06-01_5,6.95120252832143e-07
2387,0,06-01_5,4.423651148994047e-21
17,0,06-01_4,0.000614529571795
35,0,06-01_4,0.000614529571795
575,0,06-01_4,1.6445273474231467e-10
848,0,06-01_4,0.00017844244933
1339,0,06-01_4,8.737736679749492e-05
2224,0,06-01_4,4.769471629158365e-05
2315,0,06-01_4,1.0806032978126695e-05
2386,0,06-01_4,1.7695943150673364e-13
16,0,06-01_3,3.4075151157009715e-05
34,0,06-01_3,3.4075151157009715e-05
574,0,06-01_3,3.031145493497592e-12
847,0,06-01_3,0.0004838523762208
