,col_a,col_b,pvalue
1367,0,07-01_5,3.918111923630968e-06
1517,0,07-01_5,3.0933792566636506e-11
1961,0,07-01_5,1.0012313680086393e-18
2012,0,07-01_5,2.247593105899693e-29
1516,0,07-01_4,6.409487360581689e-09
1960,0,07-01_4,6.409249203512522e-13
2011,0,07-01_4,1.1874818375806811e-19
1515,0,07-01_3,1.399600896281236e-08
1959,0,07-01_3,5.2555296137301727e-14
2010,0,07-01_3,1.3273439628127985e-19
1211,0,07-01_2,1.417438803927596e-05
1366,0,07-01_2,1.4899372159841394e-05
1514,0,07-01_2,1.3339033569808777e-17
1958,0,07-01_2,6.621877580016834e-16
2009,0,07-01_2,1.250242644498675e-34
1365,0,07-01_1,4.583060395510213e-06
1513,0,07-01_1,1.232220288737597e-11
1957,0,07-01_1,3.0466463071425026e-18
2008,0,07-01_1,4.312016493630196e-27
1364,0,07-01_0,4.386904319046332e-09
1512,0,07-01_0,7.799417923518242e-39
1956,0,07-01_0,1.2848540887701566e-25
2007,0,07-01_0,0.0
1057,0,07-00_5,2.8240637112382445e-06
1363,0,07-00_5,5.742831019805976e-12
1511,0,07-00_5,1.218007898218257e-09
1955,0,07-00_5,2.350354568238409e-52
667,0,07-00_4,2.2258849560274343e-05
1056,0,07-00_4,3.46930054331841e-05
1362,0,07-00_4,1.123640904736426e-09
1510,0,07-00_4,1.7788227821197327e-08
1954,0,07-00_4,2.3993394353387706e-37
666,0,07-00_3,9.645607985172908e-05
1055,0,07-00_3,9.937299223627766e-05
1361,0,07-00_3,7.117841292095102e-10
1509,0,07-00_3,1.8945411643571137e-08
1953,0,07-00_3,1.2758829125546222e-40
216,0,07-00_2,3.366335242816469e-07
439,0,07-00_2,5.459580441369156e-06
665,0,07-00_2,3.0871228329700875e-09
1054,0,07-00_2,4.0862622811050245e-11
1210,0,07-00_2,2.4259805947893133e-05
1360,0,07-00_2,1.0022020747259366e-11
1508,0,07-00_2,1.648972487252699e-13
1663,0,07-00_2,1.2785208670949176e-05
1847,0,07-00_2,4.1229204899772135e-06
1952,0,07-00_2,8.699911585769321e-39
215,0,07-00_1,6.526962406868272e-05
664,0,07-00_1,1.3586286277941575e-05
1053,0,07-00_1,1.0470451552538262e-05
1359,0,07-00_1,2.9464793020923568e-12
1507,0,07-00_1,6.319408922215767e-10
1951,0,07-00_1,1.552390262116151e-51
214,0,07-00_0,4.652419741354403e-07
1052,0,07-00_0,1.9940909443279977e-06
1358,0,07-00_0,2.795021554904434e-20
1506,0,07-00_0,5.246244752308571e-15
1950,0,07-00_0,0.0
14,0,06-01_5,1.1141844114173157e-07
28,0,06-01_5,1.1141844114173157e-07
438,0,06-01_5,2.3541497231635563e-12
1772,0,06-01_5,2.844706586789504e-06
1846,0,06-01_5,6.95120252832143e-07
1906,0,06-01_5,4.423651148994047e-21
437,0,06-01_4,1.6445273474231467e-10
1051,0,06-01_4,8.737736679749492e-05
1771,0,06-01_4,4.769471629158365e-05
1845,0,06-01_4,1.0806032978126695e-05
1905,0,06-01_4,1.7695943150673364e-13
13,0,06-01_3,3.4075151157009715e-05
27,0,06-01_3,3.4075151157009715e-05
436,0,06-01_3,3.031145493497592e-12
1050,0,06-01_3,8.080885468515726e-05
1770,0,06-01_3,6.405208478296271e-06
1844,0,06-01_3,1.978936006042601e-06
1904,0,06-01_3,4.449783600334208e-19
12,0,06-01_2,6.099625002430307e-09
26,0,06-01_2,6.099625002430307e-09
1903,0,06-01_2,4.5637793222483474e-24
11,0,06-01_1,3.6221125728345294e-05
25,0,06-01_1,3.6221125728345294e-05
435,0,06-01_1,1.0363564393155676e-10
1769,0,06-01_1,4.501424083135423e-06
1843,0,06-01_1,4.6118135984307285e-05
1902,0,06-01_1,5.420655074412081e-15
10,0,06-01_0,2.7968913831752675e-16
24,0,06-01_0,2.7968913831752675e-16
213,0,06-01_0,3.25092709356636e-05
434,0,06-01_0,7.204731809706246e-19
663,0,06-01_0,3.291812041876541e-07
857,0,06-01_0,3.8571697696453375e-08
1049,0,06-01_0,3.2398982049774905e-05
1209,0,06-01_0,5.934383588752213e-10
1357,0,06-01_0,3.6877446281633325e-05
1505,0,06-01_0,1.3661593750109397e-08
1768,0,06-01_0,1.0424719811901431e-11
1842,0,06-01_0,9.138655881619984e-20
1901,0,06-01_0,0.0
433,0,06-00_5,4.825412368754992e-06
1356,0,06-00_5,1.905166863966424e-09
1841,0,06-00_5,2.058087405068073e-18
1355,0,06-00_4,7.731529012495741e-06
1840,0,06-00_4,3.981247599906113e-12
432,0,06-00_3,2.546642806911726e-05
1354,0,06-00_3,2.9957029618195146e-07
1839,0,06-00_3,2.443786245237844e-15
212,0,06-00_2,6.32664859420614e-05
662,0,06-00_2,4.2802053372297154e-09
856,0,06-00_2,4.617618408608924e-05
1048,0,06-00_2,1.06181227292368e-05
1838,0,06-00_2,1.8102348647898448e-31
1353,0,06-00_1,5.8609996757442966e-08
1837,0,06-00_1,4.550903781262757e-12
9,0,06-00_0,2.972642035208244e-07
23,0,06-00_0,2.972642035208244e-07
211,0,06-00_0,7.959101749142796e-14
431,0,06-00_0,9.72441270901471e-16
661,0,06-00_0,6.708604218216435e-21
855,0,06-00_0,3.24989462944213e-14
1047,0,06-00_0,1.1218395050159282e-12
1208,0,06-00_0,4.210989108477528e-10
1352,0,06-00_0,1.5412359481882756e-10
1662,0,06-00_0,1.3140564504012283e-06
1767,0,06-00_0,1.30586964300073e-09
1836,0,06-00_0,0.0
1661,0,05-01_5,1.7300060785675924e-12
1766,0,05-01_5,2.650707119898777e-22
1765,0,05-01_4,1.5011673132136158e-06
1660,0,05-01_3,5.955204116375549e-07
1764,0,05-01_3,1.5579597078986368e-17
1504,0,05-01_2,9.546506504709485e-07
1659,0,05-01_2,3.616904486799329e-07
1763,0,05-01_2,4.68698743406167e-19
1762,0,05-01_1,2.068295094033202e-07
210,0,05-01_0,1.1045259173941587e-05
430,0,05-01_0,1.072918357654058e-08
660,0,05-01_0,3.278971668197294e-08
1046,0,05-01_0,5.994983957450752e-06
1207,0,05-01_0,3.1579909754473535e-13
1658,0,05-01_0,1.5882645403350448e-25
1761,0,05-01_0,0.0
1657,0,05-00_5,3.2275833022321322e-21
1656,0,05-00_4,6.955802599103763e-07
1655,0,05-00_3,6.971845775867501e-16
209,0,05-00_2,1.085588846924641e-05
1045,0,05-00_2,4.171691438988924e-05
1503,0,05-00_2,1.5656414311758304e-06
1654,0,05-00_2,2.081551991506138e-26
1044,0,05-00_1,2.9033834853790914e-05
1653,0,05-00_1,1.6141105879916882e-07
208,0,05-00_0,1.0929639080854772e-09
429,0,05-00_0,8.010578128778892e-05
659,0,05-00_0,1.398245216989748e-05
1043,0,05-00_0,7.735993655226052e-07
1206,0,05-00_0,1.7286214049011413e-08
1652,0,05-00_0,0.0
1205,0,04-01_5,4.5614812350058e-05
1351,0,04-01_5,8.642698745546346e-08
1502,0,04-01_5,2.0312732893354788e-21
1350,0,04-01_4,5.60103876748986e-05
1501,0,04-01_4,9.998861898572168e-12
1349,0,04-01_3,3.087178350653691e-05
1500,0,04-01_3,7.343056016039568e-16
428,0,04-01_2,1.1146443129030883e-05
658,0,04-01_2,4.3468330100278354e-05
1204,0,04-01_2,5.654748675461235e-06
1348,0,04-01_2,7.900666917757552e-07
1499,0,04-01_2,8.0187069290449955e-19
