,x,y
0,302,245
1,302,195
2,301,210
3,290,154
4,302,182
5,301,165
6,300,126
7,213,126
8,299,103
9,299,87
10,299,25
11,302,251
12,302,254
13,302,255
14,303,255
15,303,260
16,303,265
17,303,272
18,303,286
19,302,202
20,290,201
21,168,85
22,249,135
23,236,137
24,224,137
25,209,132
26,259,132
27,232,111
28,244,111
29,221,114
30,213,117
31,198,140
32,254,310
33,209,124
34,161,137
35,183,133
36,239,187
37,286,243
38,289,254
39,271,245
40,260,249
41,277,254
42,267,254
43,244,266
44,291,195
45,290,183
46,191,106
47,264,155
48,262,192
49,260,185
50,203,187
51,290,167
52,222,94
53,204,98
54,180,62
55,275,102
56,256,113
57,234,254
58,173,254
59,271,199
60,280,203
61,247,254
62,252,253
63,197,90
64,261,197
65,246,94
66,243,84
67,228,32
68,188,75
69,237,55
70,183,101
71,176,92
72,288,250
73,275,251
74,264,252
75,274,201
76,250,254
77,256,255
78,253,253
79,278,195
80,269,252
81,279,254
82,290,254
83,286,286
84,287,271
85,288,264
86,289,258
87,290,255
88,267,254
89,266,254
90,264,258
91,262,262
92,249,234
93,162,193
94,301,204
95,261,254
96,258,254
97,285,210
98,265,205
99,283,206
100,252,163
101,231,172
102,259,191
103,198,44
104,208,63
105,217,84
106,255,274
107,271,86
108,266,53
109,261,26
110,214,135
111,185,149
112,265,128
113,198,119
114,272,146
115,269,187
116,172,159
117,195,157
118,211,161
119,234,158
120,251,152
121,264,146
122,289,130
123,174,185
124,187,118
125,295,201
126,265,167
127,159,137
128,273,139
129,258,192
130,206,126
131,269,179
132,165,223
133,265,124
134,278,172
135,199,282
136,200,298
137,163,189
138,184,266
139,169,113
140,251,325
141,296,204
142,254,176
143,173,137
144,226,129
145,236,130
146,253,258
147,176,210
148,275,343
149,236,327
150,219,314
151,299,54
152,303,344
153,247,129
154,256,126
155,262,125
156,178,117
157,254,117
158,243,115
159,232,114
160,222,117
161,215,120
162,161,107
163,218,128
164,302,221
165,260,226
166,271,197
167,284,222
168,299,114
169,216,299
170,232,312
171,275,333
172,185,279
173,262,120
174,280,149
175,303,334
176,254,336
177,166,217
178,278,254
179,276,257
180,275,262
181,273,268
182,269,280
183,258,254
184,255,253
185,251,251
186,238,244
187,193,215
188,280,137
189,275,117
190,267,118
191,260,252
192,190,247
193,285,116
194,262,295
195,301,152
196,289,142
197,300,139
198,272,169
199,303,320
200,303,302
201,282,302
202,231,273
203,247,204
204,245,286
205,219,203
206,236,217
207,208,224
208,277,320
209,265,176
210,220,284
211,237,299
212,221,257
213,179,232
214,205,260
215,172,243
216,226,234
217,273,158
218,273,193
219,265,196
220,278,185
221,265,109
222,245,106
223,228,105
