,x,y
0,303,252
1,303,205
2,303,219
3,291,162
4,302,192
5,301,174
6,302,131
7,215,128
8,300,101
9,300,85
10,300,25
11,304,260
12,304,265
13,305,267
14,304,273
15,305,279
16,304,287
17,305,294
18,305,302
19,302,212
20,289,211
21,178,85
22,250,139
23,238,141
24,226,140
25,212,133
26,259,136
27,232,109
28,245,109
29,220,111
30,212,115
31,203,143
32,259,314
33,210,125
34,173,138
35,190,135
36,241,194
37,287,250
38,290,264
39,271,255
40,261,260
41,278,265
42,269,267
43,246,279
44,291,205
45,288,192
46,194,103
47,265,161
48,259,201
49,259,194
50,209,193
51,289,176
52,221,91
53,205,95
54,187,62
55,275,100
56,257,113
57,237,267
58,190,252
59,268,209
60,279,213
61,249,270
62,255,269
63,198,88
64,259,207
65,244,91
66,241,82
67,230,32
68,193,74
69,237,56
70,189,98
71,184,92
72,288,258
73,275,261
74,265,263
75,271,211
76,252,270
77,257,272
78,256,267
79,276,204
80,272,266
81,281,266
82,292,266
83,288,302
84,287,292
85,288,284
86,290,277
87,291,272
88,269,270
89,267,272
90,264,276
91,262,279
92,251,243
93,177,191
94,303,214
95,263,269
96,260,270
97,285,220
98,264,215
99,282,217
100,253,168
101,234,178
102,257,200
103,203,45
104,209,62
105,216,81
106,256,287
107,270,84
108,266,54
109,262,27
110,217,138
111,192,152
112,267,132
113,200,119
114,273,153
115,268,196
116,180,161
117,199,162
118,215,166
119,236,164
120,253,157
121,265,150
122,290,135
123,183,188
124,192,118
125,295,211
126,265,173
127,173,137
128,273,144
129,256,201
130,207,126
131,267,188
132,181,220
133,266,127
134,278,181
135,212,283
136,215,296
137,174,190
138,199,266
139,178,113
140,257,325
141,297,214
142,254,184
143,181,137
144,227,132
145,238,133
146,254,274
147,187,212
148,280,343
149,244,325
150,230,313
151,300,54
152,307,345
153,248,132
154,257,130
155,264,129
156,184,115
157,256,118
158,244,115
159,233,114
160,223,115
161,216,119
162,174,108
163,220,130
164,303,229
165,260,235
166,268,207
167,285,231
168,301,115
169,226,300
170,241,313
171,279,335
172,202,277
173,263,124
174,281,156
175,306,337
176,261,335
177,180,217
178,279,271
179,277,275
180,273,281
181,272,287
182,270,296
183,261,267
184,257,267
185,253,264
186,242,254
187,202,220
188,282,142
189,276,120
190,268,121
191,264,266
192,202,249
193,285,118
194,265,304
195,302,159
196,289,148
197,301,145
198,271,176
199,306,325
200,306,313
201,285,312
