,col_a,col_b,rvalue
0,00-01_0,00-01_0,1.0
1,00-01_1,00-01_1,1.0
2,00-01_1,00-01_3,0.819345795138839
3,00-01_1,00-01_4,0.8871869347177057
4,00-01_1,00-01_5,0.8625669447748854
5,00-01_2,00-01_2,1.0
6,00-01_3,00-01_3,1.0
7,00-01_3,00-01_4,0.848954538077141
8,00-01_3,00-01_5,0.8851820175669203
9,00-01_4,00-01_4,1.0
10,00-01_5,00-01_5,1.0
11,01-00_0,01-00_0,1.0
12,01-00_1,01-00_1,1.0
13,01-00_1,01-00_4,0.856010994878189
14,01-00_1,01-00_5,0.8779245210112403
15,01-00_2,01-00_2,1.0
16,01-00_3,01-00_3,1.0
17,01-00_3,01-00_4,0.8161653656488479
18,01-00_3,01-00_5,0.8502090062906819
19,01-00_4,01-00_4,1.0
20,01-00_5,01-00_5,1.0
21,01-01_0,01-01_0,1.0
22,01-01_1,01-01_1,1.0
23,01-01_1,01-01_3,0.8417436060404471
24,01-01_1,01-01_4,0.885276404357157
25,01-01_1,01-01_5,0.8975310402001972
26,01-01_2,01-01_2,1.0
27,01-01_3,01-01_3,1.0
28,01-01_3,01-01_4,0.8107729309724442
29,01-01_3,01-01_5,0.894998510847298
30,01-01_4,01-01_4,1.0
31,01-01_5,01-01_5,1.0
32,02-00_0,02-00_0,1.0
33,02-00_1,02-00_1,1.0
34,02-00_1,02-00_4,0.9030041572112714
35,02-00_2,02-00_2,1.0
36,02-00_3,02-00_3,1.0
37,02-00_3,02-00_4,0.8182569567648096
38,02-00_3,02-00_5,0.8780737531302469
39,02-00_4,02-00_4,1.0
40,02-00_5,02-00_5,1.0
41,02-01_0,02-01_0,1.0
42,02-01_1,02-01_1,1.0
43,02-01_1,02-01_3,0.8165388629553835
44,02-01_1,02-01_4,0.9098987666865112
45,02-01_1,02-01_5,0.8683688909917715
46,02-01_2,02-01_2,1.0
47,02-01_3,02-01_3,1.0
48,02-01_3,02-01_4,0.8565012207821732
49,02-01_3,02-01_5,0.8780753577010582
50,02-01_4,02-01_4,1.0
51,02-01_5,02-01_5,1.0
52,03-00_0,03-00_0,1.0
53,03-00_1,03-00_1,1.0
54,03-00_1,03-00_4,0.8522825066655065
55,03-00_1,03-00_5,0.8484582440290462
56,03-00_2,03-00_2,1.0
57,03-00_3,03-00_3,1.0
58,03-00_3,03-00_4,0.8177887406363715
59,03-00_3,03-00_5,0.8516069628480587
60,03-00_4,03-00_4,1.0
61,03-00_5,03-00_5,1.0
62,03-01_0,03-01_0,1.0
63,03-01_1,03-01_1,1.0
64,03-01_1,03-01_4,0.8422744630302731
65,03-01_2,03-01_2,1.0
66,03-01_3,03-01_3,1.0
67,03-01_3,03-01_5,0.8249014469478451
68,03-01_4,03-01_4,1.0
69,03-01_5,03-01_5,1.0
70,04-00_0,04-00_0,1.0
71,04-00_1,04-00_1,1.0
72,04-00_1,04-00_3,0.8555743325152293
73,04-00_1,04-00_4,0.9283816878770416
74,04-00_1,04-00_5,0.8815260496977607
75,04-00_2,04-00_2,1.0
76,04-00_3,04-00_3,1.0
77,04-00_3,04-00_4,0.8789435353507502
78,04-00_3,04-00_5,0.8949600857539391
79,04-00_4,04-00_4,1.0
80,04-00_5,04-00_5,1.0
81,04-01_0,04-01_0,1.0
82,04-01_1,04-01_1,1.0
83,04-01_1,04-01_3,0.8190872260621671
84,04-01_1,04-01_4,0.9195265093523142
85,04-01_1,04-01_5,0.8891624769245214
86,04-01_2,04-01_2,1.0
87,04-01_3,04-01_3,1.0
88,04-01_3,04-01_4,0.8889110114117764
89,04-01_3,04-01_5,0.9067176571433028
90,04-01_4,04-01_4,1.0
91,04-01_4,04-01_5,0.8330378175375404
92,04-01_5,04-01_5,1.0
93,05-00_0,05-00_0,1.0
94,05-00_1,05-00_1,1.0
95,05-00_1,05-00_4,0.9174795107795696
96,05-00_1,05-00_5,0.8364109859799508
97,05-00_2,05-00_2,1.0
98,05-00_3,05-00_3,1.0
99,05-00_3,05-00_5,0.8461135633725059
100,05-00_4,05-00_4,1.0
101,05-00_5,05-00_5,1.0
102,05-01_0,05-01_0,1.0
103,05-01_1,05-01_1,1.0
104,05-01_1,05-01_4,0.8382099011753922
105,05-01_2,05-01_2,1.0
106,05-01_3,05-01_3,1.0
107,05-01_3,05-01_5,0.8066241427371998
108,05-01_4,05-01_4,1.0
109,05-01_5,05-01_5,1.0
110,06-00_0,06-00_0,1.0
111,06-00_1,06-00_1,1.0
112,06-00_1,06-00_3,0.8422039307454487
113,06-00_1,06-00_4,0.9141803494949864
114,06-00_1,06-00_5,0.8608426876090478
115,06-00_2,06-00_2,1.0
116,06-00_3,06-00_3,1.0
117,06-00_3,06-00_4,0.8847605632823898
118,06-00_3,06-00_5,0.877086852548009
119,06-00_4,06-00_4,1.0
120,06-00_5,06-00_5,1.0
121,06-01_0,06-01_0,1.0
122,06-01_1,06-01_1,1.0
123,06-01_1,06-01_4,0.8548400727596972
124,06-01_1,06-01_5,0.8421603816358585
125,06-01_2,06-01_2,1.0
126,06-01_3,06-01_3,1.0
127,06-01_3,06-01_4,0.855046975626414
128,06-01_3,06-01_5,0.8293388401068885
129,06-01_4,06-01_4,1.0
130,06-01_5,06-01_5,1.0
131,07-00_0,07-00_0,1.0
132,07-00_1,07-00_1,1.0
133,07-00_1,07-00_3,0.8526927930590401
134,07-00_1,07-00_4,0.8961834028931501
135,07-00_1,07-00_5,0.9083518009467468
136,07-00_2,07-00_2,1.0
137,07-00_3,07-00_3,1.0
138,07-00_3,07-00_4,0.8785401153158567
139,07-00_3,07-00_5,0.8591098283509638
140,07-00_4,07-00_4,1.0
141,07-00_5,07-00_5,1.0
142,07-01_0,07-01_0,1.0
143,07-01_1,07-01_1,1.0
144,07-01_1,07-01_3,0.8594551370533485
145,07-01_1,07-01_4,0.9287738618566264
146,07-01_1,07-01_5,0.9363810945836376
147,07-01_2,07-01_2,1.0
148,07-01_3,07-01_3,1.0
149,07-01_3,07-01_4,0.9322226067161218
150,07-01_3,07-01_5,0.913932604259144
151,07-01_4,07-01_4,1.0
152,07-01_4,07-01_5,0.8876835479648579
153,07-01_5,07-01_5,1.0
154,dbi_score,dbi_score,1.0
155,bai_score,bai_score,1.0
156,asrsa_score,asrsa_score,1.0
157,asrsb_score,asrsb_score,1.0
158,oci_score,oci_score,1.0
159,srq_score,srq_score,1.0
160,age,age,1.0
