,col_a,col_b,rvalue
182,0,07-01_5,0.6226760093340553
181,0,07-01_2,0.6190740668291804
97,0,07-01_0,0.6207332152464459
180,0,07-01_0,1.0
168,0,07-00_2,0.6033669746890792
167,0,07-00_0,1.0
155,0,06-01_0,1.0
143,0,06-00_0,1.0
133,0,05-01_0,1.0
115,0,05-00_0,1.0
96,0,04-01_0,1.0
84,0,04-00_0,1.0
73,0,03-01_0,1.0
61,0,03-00_0,1.0
49,0,02-01_0,1.0
37,0,02-00_0,1.0
25,0,01-01_0,1.0
13,0,01-00_2,0.6359120089454362
12,0,01-00_0,1.0
0,0,00-01_0,1.0
187,1,07-01_5,0.9363810945836376
103,1,07-01_4,0.6116412992043784
186,1,07-01_4,0.9287738618566264
185,1,07-01_3,0.8594551370533485
184,1,07-01_2,0.6098887980530469
102,1,07-01_1,0.6316717049643008
183,1,07-01_1,1.0
172,1,07-00_5,0.9083518009467468
171,1,07-00_4,0.8961834028931501
170,1,07-00_3,0.8526927930590401
169,1,07-00_1,1.0
159,1,06-01_5,0.8421603816358585
158,1,06-01_4,0.8548400727596972
157,1,06-01_3,0.7690566209075083
156,1,06-01_1,1.0
147,1,06-00_5,0.8608426876090478
146,1,06-00_4,0.9141803494949864
145,1,06-00_3,0.8422039307454487
144,1,06-00_1,1.0
136,1,05-01_5,0.767521341970118
135,1,05-01_4,0.8382099011753922
121,1,05-01_1,0.6515875628995612
134,1,05-01_1,1.0
120,1,05-00_5,0.8364109859799508
119,1,05-00_4,0.9174795107795696
118,1,05-00_3,0.7592353106468073
117,1,05-00_2,0.6465304457492631
116,1,05-00_1,1.0
101,1,04-01_5,0.8891624769245214
100,1,04-01_4,0.9195265093523142
99,1,04-01_3,0.8190872260621671
98,1,04-01_1,1.0
88,1,04-00_5,0.8815260496977607
87,1,04-00_4,0.9283816878770416
86,1,04-00_3,0.8555743325152293
85,1,04-00_1,1.0
77,1,03-01_5,0.7627316790835261
76,1,03-01_4,0.8422744630302731
75,1,03-01_3,0.6709494681712036
74,1,03-01_1,1.0
65,1,03-00_5,0.8484582440290462
64,1,03-00_4,0.8522825066655065
63,1,03-00_3,0.7536655913600883
62,1,03-00_1,1.0
53,1,02-01_5,0.8683688909917715
52,1,02-01_4,0.9098987666865112
51,1,02-01_3,0.8165388629553835
50,1,02-01_1,1.0
41,1,02-00_5,0.7970548907042247
40,1,02-00_4,0.9030041572112714
39,1,02-00_3,0.7487266603788257
38,1,02-00_1,1.0
29,1,01-01_5,0.8975310402001972
28,1,01-01_4,0.885276404357157
27,1,01-01_3,0.8417436060404471
26,1,01-01_1,1.0
17,1,01-00_5,0.8779245210112403
16,1,01-00_4,0.856010994878189
15,1,01-00_3,0.7975321929445272
14,1,01-00_1,1.0
4,1,00-01_5,0.8625669447748854
3,1,00-01_4,0.8871869347177057
2,1,00-01_3,0.819345795138839
1,1,00-01_1,1.0
105,2,07-01_2,0.6424993873502844
188,2,07-01_2,1.0
173,2,07-00_2,1.0
160,2,06-01_2,1.0
148,2,06-00_2,1.0
137,2,05-01_2,1.0
123,2,05-00_4,0.6244826866356398
122,2,05-00_2,1.0
104,2,04-01_2,1.0
89,2,04-00_2,1.0
78,2,03-01_2,1.0
66,2,03-00_2,1.0
54,2,02-01_2,1.0
42,2,02-00_2,1.0
30,2,01-01_2,1.0
18,2,01-00_2,1.0
5,2,00-01_2,1.0
191,3,07-01_5,0.913932604259144
190,3,07-01_4,0.9322226067161218
109,3,07-01_3,0.6098990677417799
189,3,07-01_3,1.0
176,3,07-00_5,0.8591098283509638
175,3,07-00_4,0.8785401153158567
174,3,07-00_3,1.0
163,3,06-01_5,0.8293388401068885
162,3,06-01_4,0.855046975626414
161,3,06-01_3,1.0
151,3,06-00_5,0.877086852548009
150,3,06-00_4,0.8847605632823898
149,3,06-00_3,1.0
140,3,05-01_5,0.8066241427371998
139,3,05-01_4,0.6079765502536149
138,3,05-01_3,1.0
126,3,05-00_5,0.8461135633725059
125,3,05-00_4,0.7718637716770523
124,3,05-00_3,1.0
108,3,04-01_5,0.9067176571433028
107,3,04-01_4,0.8889110114117764
106,3,04-01_3,1.0
92,3,04-00_5,0.8949600857539391
91,3,04-00_4,0.8789435353507502
90,3,04-00_3,1.0
81,3,03-01_5,0.8249014469478451
80,3,03-01_4,0.7075732408622919
79,3,03-01_3,1.0
69,3,03-00_5,0.8516069628480587
68,3,03-00_4,0.8177887406363715
67,3,03-00_3,1.0
57,3,02-01_5,0.8780753577010582
56,3,02-01_4,0.8565012207821732
55,3,02-01_3,1.0
45,3,02-00_5,0.8780737531302469
44,3,02-00_4,0.8182569567648096
43,3,02-00_3,1.0
33,3,01-01_5,0.894998510847298
32,3,01-01_4,0.8107729309724442
31,3,01-01_3,1.0
21,3,01-00_5,0.8502090062906819
20,3,01-00_4,0.8161653656488479
19,3,01-00_3,1.0
8,3,00-01_5,0.8851820175669203
7,3,00-01_4,0.848954538077141
6,3,00-01_3,1.0
193,4,07-01_5,0.8876835479648579
112,4,07-01_4,0.6234210472612719
192,4,07-01_4,1.0
178,4,07-00_5,0.7731737067390301
177,4,07-00_4,1.0
165,4,06-01_5,0.7102990168457298
164,4,06-01_4,1.0
153,4,06-00_5,0.7748989793376961
152,4,06-00_4,1.0
130,4,05-01_4,0.6061822512036904
141,4,05-01_4,1.0
129,4,05-01_1,0.6123894899777638
128,4,05-00_5,0.70379317521958
127,4,05-00_4,1.0
111,4,04-01_5,0.8330378175375404
110,4,04-01_4,1.0
94,4,04-00_5,0.7987678198786922
93,4,04-00_4,1.0
82,4,03-01_4,1.0
71,4,03-00_5,0.7113241199006731
70,4,03-00_4,1.0
59,4,02-01_5,0.7863328988770469
58,4,02-01_4,1.0
47,4,02-00_5,0.7263492202353226
46,4,02-00_4,1.0
35,4,01-01_5,0.7782309716736839
34,4,01-01_4,1.0
23,4,01-00_5,0.7327576426757938
22,4,01-00_4,1.0
10,4,00-01_5,0.7573056587914831
9,4,00-01_4,1.0
114,5,07-01_5,0.613535730959434
194,5,07-01_5,1.0
179,5,07-00_5,1.0
166,5,06-01_5,1.0
154,5,06-00_5,1.0
132,5,05-01_5,0.671237194801712
142,5,05-01_5,1.0
131,5,05-00_5,1.0
113,5,04-01_5,1.0
95,5,04-00_5,1.0
83,5,03-01_5,1.0
72,5,03-00_5,1.0
60,5,02-01_5,1.0
48,5,02-00_5,1.0
36,5,01-01_5,1.0
24,5,01-00_5,1.0
11,5,00-01_5,1.0
204,age,age,1.0
200,asrsa_score,asrsa_score,1.0
201,asrsb_score,asrsb_score,1.0
199,bai_score,srq_score,0.7288006861062992
