,col_a,col_b,rvalue
0,00-01_0,00-01_0,1.0
1,00-01_0,00-01_1,0.2862116688790927
2,00-01_0,00-01_2,0.400436627027728
3,00-01_0,00-01_3,0.37666589959859076
4,00-01_0,00-01_4,0.2747511923104419
5,00-01_0,00-01_5,0.3805504803166464
6,00-01_0,01-00_0,0.1173171757286427
7,00-01_0,01-01_0,0.24571703943399065
8,00-01_0,01-01_1,0.10760538600084409
9,00-01_0,01-01_3,0.13095193910656974
10,00-01_0,01-01_4,0.113687006855493
11,00-01_0,01-01_5,0.12888204381839197
12,00-01_0,02-00_0,0.19707384406182898
13,00-01_0,02-00_1,0.12422322480822927
14,00-01_0,02-00_2,0.1144050402124222
15,00-01_0,02-00_3,0.14463105989564387
16,00-01_0,02-00_5,0.17768246997539275
17,00-01_0,02-01_0,0.30433079563902515
18,00-01_0,02-01_1,0.15448930770647976
19,00-01_0,02-01_2,0.1714271507387978
20,00-01_0,02-01_3,0.1780926099128512
21,00-01_0,02-01_4,0.15291574583003617
22,00-01_0,02-01_5,0.1641125982805487
23,00-01_0,03-00_0,0.16830451541140742
24,00-01_0,03-00_2,0.10299876012890923
25,00-01_0,03-01_0,0.2246213500860739
26,00-01_0,03-01_2,0.10810701705251131
27,00-01_0,03-01_3,0.12600833023244828
28,00-01_0,03-01_5,0.1293036335394651
29,00-01_0,04-00_0,0.16307374821490195
30,00-01_0,04-00_2,0.19371387549282293
31,00-01_0,04-00_3,0.10040144389209554
32,00-01_0,04-00_5,0.10583114344171192
33,00-01_0,04-01_0,0.1492150233257128
34,00-01_0,04-01_1,0.11707501054323365
35,00-01_0,04-01_2,0.1147788399436256
36,00-01_0,04-01_3,0.15442578863066309
37,00-01_0,04-01_4,0.13914352425025314
38,00-01_0,04-01_5,0.1436151877071244
39,00-01_0,05-00_3,0.10573798348927169
40,00-01_0,05-01_0,0.16042640345911618
41,00-01_0,05-01_3,0.13827232178718354
42,00-01_0,06-00_0,0.2770850209400667
43,00-01_0,06-00_2,0.19041475620001191
44,00-01_0,06-00_4,0.11098774021687485
45,00-01_0,06-00_5,0.13178806952462485
46,00-01_0,06-01_0,0.4110828238705628
47,00-01_0,06-01_1,0.16644526045758085
48,00-01_0,06-01_2,0.32641763329566204
49,00-01_0,06-01_3,0.2043289639340634
50,00-01_0,06-01_4,0.16105024189229258
51,00-01_0,06-01_5,0.23667476640731908
52,00-01_0,07-00_1,0.1480115601943758
53,00-01_0,07-00_2,0.12161157524969161
54,00-01_0,07-00_3,0.15290581886033497
55,00-01_0,07-00_4,0.13780862637957236
56,00-01_0,07-00_5,0.10436822445353083
57,00-01_0,07-01_1,0.158027368142274
58,00-01_0,07-01_3,0.16557453050391882
59,00-01_0,07-01_4,0.15967920841361158
60,00-01_0,07-01_5,0.15361353442830222
61,00-01_1,00-01_1,0.9999999999999999
62,00-01_1,00-01_2,0.5076659927909821
63,00-01_1,00-01_3,0.819345795138839
64,00-01_1,00-01_4,0.8871869347177057
65,00-01_1,00-01_5,0.8625669447748854
66,00-01_1,01-00_1,0.18629667532302774
67,00-01_1,01-00_3,0.20145477353229402
68,00-01_1,01-00_4,0.17870512023970192
69,00-01_1,01-00_5,0.20595844385133516
70,00-01_1,01-01_1,0.3429456817453161
71,00-01_1,01-01_2,0.17322399798680654
72,00-01_1,01-01_3,0.31444656166609164
73,00-01_1,01-01_4,0.3427258151940038
74,00-01_1,01-01_5,0.3182174173474331
75,00-01_1,02-00_1,0.14187360836735494
76,00-01_1,02-00_2,0.13814895504715444
77,00-01_1,02-00_3,0.14508947002211825
78,00-01_1,02-00_4,0.14633953880357323
79,00-01_1,02-00_5,0.15780992560652018
80,00-01_1,02-01_0,0.1047926818355696
81,00-01_1,02-01_1,0.3739686920330709
82,00-01_1,02-01_2,0.22419883736667645
83,00-01_1,02-01_3,0.3642216895662685
84,00-01_1,02-01_4,0.3657033342681487
85,00-01_1,02-01_5,0.35653458865844656
86,00-01_1,03-00_1,0.13568901683508022
87,00-01_1,03-00_2,0.10142823658976471
88,00-01_1,03-00_4,0.19196817753972206
89,00-01_1,03-01_1,0.27669589614225953
90,00-01_1,03-01_2,0.16282782715580849
91,00-01_1,03-01_3,0.2926281578075668
92,00-01_1,03-01_4,0.3042832992283025
93,00-01_1,03-01_5,0.2391268846471867
