,col_a,col_b,rvalue
92,0,07-01_0,1.0
85,0,07-00_0,1.0
79,0,06-01_0,1.0
72,0,06-00_0,1.0
66,0,05-01_0,1.0
59,0,05-00_0,1.0
51,0,04-01_0,1.0
44,0,04-00_0,1.0
38,0,03-01_0,1.0
32,0,03-00_0,1.0
25,0,02-01_0,1.0
18,0,02-00_0,1.0
12,0,01-01_0,1.0
6,0,01-00_0,1.0
0,0,00-01_0,1.0
95,1,07-01_5,0.9363810945836376
94,1,07-01_4,0.9287738618566264
93,1,07-01_1,1.0
87,1,07-00_5,0.9083518009467468
86,1,07-00_1,1.0
80,1,06-01_1,1.0
74,1,06-00_4,0.9141803494949864
73,1,06-00_1,1.0
67,1,05-01_1,1.0
61,1,05-00_4,0.9174795107795696
60,1,05-00_1,1.0
53,1,04-01_4,0.9195265093523142
52,1,04-01_1,1.0
46,1,04-00_4,0.9283816878770416
45,1,04-00_1,1.0
39,1,03-01_1,1.0
33,1,03-00_1,1.0
27,1,02-01_4,0.9098987666865112
26,1,02-01_1,1.0
20,1,02-00_4,0.9030041572112714
19,1,02-00_1,1.0
13,1,01-01_1,1.0
7,1,01-00_1,1.0
1,1,00-01_1,1.0
96,2,07-01_2,1.0
88,2,07-00_2,1.0
81,2,06-01_2,1.0
75,2,06-00_2,1.0
68,2,05-01_2,1.0
62,2,05-00_2,1.0
54,2,04-01_2,1.0
47,2,04-00_2,1.0
40,2,03-01_2,1.0
34,2,03-00_2,1.0
28,2,02-01_2,1.0
21,2,02-00_2,1.0
14,2,01-01_2,1.0
8,2,01-00_2,1.0
2,2,00-01_2,1.0
99,3,07-01_5,0.913932604259144
98,3,07-01_4,0.9322226067161218
97,3,07-01_3,1.0
89,3,07-00_3,1.0
82,3,06-01_3,1.0
76,3,06-00_3,1.0
69,3,05-01_3,1.0
63,3,05-00_3,1.0
56,3,04-01_5,0.9067176571433028
55,3,04-01_3,1.0
48,3,04-00_3,1.0
41,3,03-01_3,1.0
35,3,03-00_3,1.0
29,3,02-01_3,1.0
22,3,02-00_3,1.0
15,3,01-01_3,1.0
9,3,01-00_3,1.0
3,3,00-01_3,1.0
100,4,07-01_4,1.0
90,4,07-00_4,1.0
83,4,06-01_4,1.0
77,4,06-00_4,1.0
70,4,05-01_4,1.0
64,4,05-00_4,1.0
57,4,04-01_4,1.0
49,4,04-00_4,1.0
42,4,03-01_4,1.0
36,4,03-00_4,1.0
30,4,02-01_4,1.0
23,4,02-00_4,1.0
16,4,01-01_4,1.0
10,4,01-00_4,1.0
4,4,00-01_4,1.0
101,5,07-01_5,1.0
91,5,07-00_5,1.0
84,5,06-01_5,1.0
78,5,06-00_5,1.0
71,5,05-01_5,1.0
65,5,05-00_5,1.0
58,5,04-01_5,1.0
50,5,04-00_5,1.0
43,5,03-01_5,1.0
37,5,03-00_5,1.0
31,5,02-01_5,1.0
24,5,02-00_5,1.0
17,5,01-01_5,1.0
11,5,01-00_5,1.0
5,5,00-01_5,1.0
108,age,age,1.0
104,asrsa_score,asrsa_score,1.0
105,asrsb_score,asrsb_score,1.0
103,bai_score,bai_score,1.0
102,dbi_score,dbi_score,1.0
106,oci_score,oci_score,1.0
107,srq_score,srq_score,1.0
