,col_a,col_b,rvalue
0,00-01_0,00-01_0,1.0
1,00-01_1,00-01_1,0.9999999999999999
2,00-01_1,00-01_3,0.819345795138839
3,00-01_1,00-01_4,0.8871869347177057
4,00-01_1,00-01_5,0.8625669447748854
5,00-01_2,00-01_2,0.9999999999999999
6,00-01_3,00-01_3,1.0
7,00-01_3,00-01_4,0.848954538077141
8,00-01_3,00-01_5,0.8851820175669203
9,00-01_4,00-01_4,0.9999999999999999
10,00-01_4,00-01_5,0.7573056587914831
11,00-01_5,00-01_5,1.0
12,01-00_0,01-00_0,0.9999999999999999
13,01-00_1,01-00_1,1.0
14,01-00_1,01-00_3,0.7975321929445272
15,01-00_1,01-00_4,0.856010994878189
16,01-00_1,01-00_5,0.8779245210112403
17,01-00_2,01-00_2,1.0
18,01-00_3,01-00_3,1.0
19,01-00_3,01-00_4,0.8161653656488479
20,01-00_3,01-00_5,0.8502090062906819
21,01-00_4,01-00_4,0.9999999999999999
22,01-00_4,01-00_5,0.7327576426757938
23,01-00_5,01-00_5,1.0
24,01-01_0,01-01_0,1.0
25,01-01_1,01-01_1,0.9999999999999999
26,01-01_1,01-01_3,0.8417436060404471
27,01-01_1,01-01_4,0.885276404357157
28,01-01_1,01-01_5,0.8975310402001972
29,01-01_2,01-01_2,1.0
30,01-01_3,01-01_3,0.9999999999999999
31,01-01_3,01-01_4,0.8107729309724442
32,01-01_3,01-01_5,0.894998510847298
33,01-01_4,01-01_4,1.0
34,01-01_4,01-01_5,0.7782309716736839
35,01-01_5,01-01_5,0.9999999999999999
36,02-00_0,02-00_0,0.9999999999999999
37,02-00_1,02-00_1,1.0
38,02-00_1,02-00_3,0.7487266603788257
39,02-00_1,02-00_4,0.9030041572112714
40,02-00_1,02-00_5,0.7970548907042247
41,02-00_2,02-00_2,1.0
42,02-00_3,02-00_3,0.9999999999999999
43,02-00_3,02-00_4,0.8182569567648096
44,02-00_3,02-00_5,0.8780737531302469
45,02-00_4,02-00_4,1.0
46,02-00_4,02-00_5,0.7263492202353226
47,02-00_5,02-00_5,1.0
48,02-01_0,02-01_0,1.0
49,02-01_1,02-01_1,1.0
50,02-01_1,02-01_3,0.8165388629553835
51,02-01_1,02-01_4,0.9098987666865113
52,02-01_1,02-01_5,0.8683688909917715
53,02-01_2,02-01_2,1.0
54,02-01_3,02-01_3,1.0
55,02-01_3,02-01_4,0.8565012207821732
56,02-01_3,02-01_5,0.8780753577010582
57,02-01_4,02-01_4,1.0
58,02-01_4,02-01_5,0.7863328988770469
59,02-01_5,02-01_5,0.9999999999999999
60,03-00_0,03-00_0,1.0
61,03-00_1,03-00_1,0.9999999999999999
62,03-00_1,03-00_3,0.7536655913600883
63,03-00_1,03-00_4,0.8522825066655065
64,03-00_1,03-00_5,0.8484582440290462
65,03-00_2,03-00_2,0.9999999999999999
66,03-00_3,03-00_3,0.9999999999999999
67,03-00_3,03-00_4,0.8177887406363715
68,03-00_3,03-00_5,0.8516069628480587
69,03-00_4,03-00_4,1.0
70,03-00_4,03-00_5,0.7113241199006731
71,03-00_5,03-00_5,1.0
72,03-01_0,03-01_0,1.0
73,03-01_1,03-01_1,1.0
74,03-01_1,03-01_4,0.8422744630302731
75,03-01_1,03-01_5,0.7627316790835261
76,03-01_2,03-01_2,1.0
77,03-01_3,03-01_3,1.0
78,03-01_3,03-01_4,0.7075732408622919
79,03-01_3,03-01_5,0.8249014469478451
80,03-01_4,03-01_4,0.9999999999999999
81,03-01_5,03-01_5,0.9999999999999999
82,04-00_0,04-00_0,0.9999999999999999
83,04-00_1,04-00_1,1.0
84,04-00_1,04-00_3,0.8555743325152293
85,04-00_1,04-00_4,0.9283816878770415
86,04-00_1,04-00_5,0.8815260496977607
87,04-00_2,04-00_2,0.9999999999999999
88,04-00_3,04-00_3,1.0
89,04-00_3,04-00_4,0.8789435353507502
90,04-00_3,04-00_5,0.8949600857539391
91,04-00_4,04-00_4,1.0
92,04-00_4,04-00_5,0.7987678198786922
93,04-00_5,04-00_5,1.0
94,04-01_0,04-01_0,1.0
95,04-01_1,04-01_1,0.9999999999999999
96,04-01_1,04-01_3,0.8190872260621671
97,04-01_1,04-01_4,0.9195265093523142
98,04-01_1,04-01_5,0.8891624769245214
99,04-01_2,04-01_2,1.0
100,04-01_3,04-01_3,1.0
101,04-01_3,04-01_4,0.8889110114117764
102,04-01_3,04-01_5,0.9067176571433027
103,04-01_4,04-01_4,1.0
104,04-01_4,04-01_5,0.8330378175375404
105,04-01_5,04-01_5,1.0
106,05-00_0,05-00_0,1.0
107,05-00_1,05-00_1,1.0
108,05-00_1,05-00_3,0.7592353106468073
109,05-00_1,05-00_4,0.9174795107795695
110,05-00_1,05-00_5,0.8364109859799508
111,05-00_2,05-00_2,1.0
112,05-00_3,05-00_3,1.0
113,05-00_3,05-00_4,0.7718637716770523
114,05-00_3,05-00_5,0.8461135633725059
115,05-00_4,05-00_4,0.9999999999999999
116,05-00_4,05-00_5,0.70379317521958
117,05-00_5,05-00_5,1.0
118,05-01_0,05-01_0,1.0
119,05-01_1,05-01_1,1.0
120,05-01_1,05-01_4,0.8382099011753922
121,05-01_1,05-01_5,0.767521341970118
122,05-01_2,05-01_2,1.0
123,05-01_3,05-01_3,1.0
124,05-01_3,05-01_5,0.8066241427371998
125,05-01_4,05-01_4,1.0
126,05-01_5,05-01_5,0.9999999999999999
127,06-00_0,06-00_0,1.0
128,06-00_1,06-00_1,1.0
129,06-00_1,06-00_3,0.8422039307454487
130,06-00_1,06-00_4,0.9141803494949864
131,06-00_1,06-00_5,0.8608426876090478
132,06-00_2,06-00_2,0.9999999999999999
133,06-00_3,06-00_3,1.0
134,06-00_3,06-00_4,0.8847605632823898
135,06-00_3,06-00_5,0.877086852548009
136,06-00_4,06-00_4,1.0
137,06-00_4,06-00_5,0.7748989793376961
138,06-00_5,06-00_5,0.9999999999999999
139,06-01_0,06-01_0,1.0
140,06-01_1,06-01_1,1.0
141,06-01_1,06-01_3,0.7690566209075083
142,06-01_1,06-01_4,0.8548400727596972
143,06-01_1,06-01_5,0.8421603816358585
144,06-01_2,06-01_2,0.9999999999999999
145,06-01_3,06-01_3,1.0
146,06-01_3,06-01_4,0.855046975626414
147,06-01_3,06-01_5,0.8293388401068885
148,06-01_4,06-01_4,1.0
149,06-01_4,06-01_5,0.7102990168457298
150,06-01_5,06-01_5,0.9999999999999999
151,07-00_0,07-00_0,0.9999999999999999
152,07-00_1,07-00_1,1.0
153,07-00_1,07-00_3,0.8526927930590401
154,07-00_1,07-00_4,0.8961834028931501
155,07-00_1,07-00_5,0.9083518009467467
156,07-00_2,07-00_2,0.9999999999999999
157,07-00_3,07-00_3,0.9999999999999999
158,07-00_3,07-00_4,0.8785401153158567
159,07-00_3,07-00_5,0.8591098283509638
160,07-00_4,07-00_4,1.0
161,07-00_4,07-00_5,0.7731737067390301
162,07-00_5,07-00_5,1.0
163,07-01_0,07-01_0,1.0
164,07-01_1,07-01_1,1.0
165,07-01_1,07-01_3,0.8594551370533485
166,07-01_1,07-01_4,0.9287738618566265
167,07-01_1,07-01_5,0.9363810945836377
168,07-01_2,07-01_2,1.0
169,07-01_3,07-01_3,1.0
170,07-01_3,07-01_4,0.9322226067161218
171,07-01_3,07-01_5,0.9139326042591439
172,07-01_4,07-01_4,1.0
