,col_a,col_b,rvalue
422,0,07-01_5,0.475618899112642
462,0,07-01_5,0.6226760093340553
461,0,07-01_4,0.5091572100636147
460,0,07-01_3,0.5023369829213032
274,0,07-01_2,0.4457832562806704
421,0,07-01_2,0.4214282148189259
459,0,07-01_2,0.6190740668291804
420,0,07-01_1,0.452062810963003
458,0,07-01_1,0.5934194135139043
273,0,07-01_0,0.6207332152464459
419,0,07-01_0,0.5335313156885402
457,0,07-01_0,1.0
418,0,07-00_5,0.5888286222598139
417,0,07-00_4,0.4986762390808497
416,0,07-00_3,0.5469894090061022
415,0,07-00_2,0.6033669746890792
414,0,07-00_1,0.5694816712516673
236,0,07-00_0,0.4073142244555839
272,0,07-00_0,0.4433439961507955
413,0,07-00_0,1.0
398,0,06-01_3,0.4251471225124177
397,0,06-01_2,0.4694458429153769
2,0,06-01_0,0.4110828238705628
396,0,06-01_0,1.0
380,0,06-00_5,0.4324398418293773
379,0,06-00_3,0.4220656667851806
378,0,06-00_2,0.5127016060148745
61,0,06-00_0,0.4293230415193934
235,0,06-00_0,0.4075733503518119
377,0,06-00_0,1.0
326,0,05-01_5,0.4061645052497641
361,0,05-01_5,0.5376508203468975
360,0,05-01_3,0.5039637120030822
359,0,05-01_2,0.4443885512077573
325,0,05-01_0,0.5702822532508433
358,0,05-01_0,1.0
324,0,05-00_5,0.5179301998439549
323,0,05-00_3,0.5243909718232219
322,0,05-00_2,0.5796004791838812
321,0,05-00_0,1.0
271,0,04-01_5,0.4831850220243479
270,0,04-01_3,0.4086755395316974
269,0,04-01_2,0.4370200894843592
234,0,04-01_0,0.4455602887553043
268,0,04-01_0,1.0
233,0,04-00_5,0.5020426234845514
232,0,04-00_3,0.4420704164930478
231,0,04-00_2,0.4753614413955687
230,0,04-00_1,0.429735986227475
229,0,04-00_0,1.0
205,0,03-01_5,0.4470274902211708
204,0,03-01_2,0.5002663645941738
60,0,03-01_0,0.5439023269305773
147,0,03-01_0,0.4413591015000981
203,0,03-01_0,1.0
186,0,03-00_5,0.4403503352406371
185,0,03-00_3,0.402083167881109
184,0,03-00_2,0.5034956238733782
114,0,03-00_0,0.5286171121076906
183,0,03-00_0,1.0
146,0,02-01_2,0.5334532413668143
59,0,02-01_0,0.4351130809821931
145,0,02-01_0,1.0
113,0,02-00_5,0.449651760411883
112,0,02-00_3,0.4024837692088528
111,0,02-00_2,0.569439245722124
110,0,02-00_0,1.0
58,0,01-01_2,0.5604673732449365
30,0,01-01_0,0.473559793527379
57,0,01-01_0,1.0
29,0,01-00_2,0.6359120089454362
28,0,01-00_0,1.0
1,0,00-01_2,0.400436627027728
0,0,00-01_0,1.0
289,1,07-01_5,0.5780462788083017
431,1,07-01_5,0.5023548064298988
467,1,07-01_5,0.9363810945836376
288,1,07-01_4,0.6116412992043784
430,1,07-01_4,0.4402131774481772
466,1,07-01_4,0.9287738618566264
287,1,07-01_3,0.5497916524534501
429,1,07-01_3,0.434181230333096
465,1,07-01_3,0.8594551370533485
286,1,07-01_2,0.4242756720521189
464,1,07-01_2,0.6098887980530469
285,1,07-01_1,0.6316717049643008
428,1,07-01_1,0.4956734312569992
463,1,07-01_1,1.0
284,1,07-01_0,0.4213414011652291
246,1,07-00_5,0.4040012389329701
283,1,07-00_5,0.4334879515452506
427,1,07-00_5,0.9083518009467468
245,1,07-00_4,0.425195713452872
426,1,07-00_4,0.8961834028931501
244,1,07-00_3,0.4011976230834761
425,1,07-00_3,0.8526927930590401
424,1,07-00_2,0.5790957694426266
243,1,07-00_1,0.428825757392871
282,1,07-00_1,0.4264643749971599
423,1,07-00_1,1.0
74,1,06-01_5,0.4416939248823545
159,1,06-01_5,0.4148114373759448
403,1,06-01_5,0.8421603816358585
73,1,06-01_4,0.478513180462883
158,1,06-01_4,0.4734951374228571
211,1,06-01_4,0.4065818669326687
281,1,06-01_4,0.4134213087177011
402,1,06-01_4,0.8548400727596972
72,1,06-01_3,0.4570488737604574
157,1,06-01_3,0.4248667461148455
401,1,06-01_3,0.7690566209075083
400,1,06-01_2,0.4170873142019072
71,1,06-01_1,0.4549327712224051
156,1,06-01_1,0.4341406942330976
210,1,06-01_1,0.4348733644667784
280,1,06-01_1,0.4150594022477573
399,1,06-01_1,1.0
385,1,06-00_5,0.8608426876090478
384,1,06-00_4,0.9141803494949864
383,1,06-00_3,0.8422039307454487
382,1,06-00_2,0.5107832898253106
381,1,06-00_1,1.0
335,1,05-01_5,0.5208085139614608
366,1,05-01_5,0.767521341970118
334,1,05-01_4,0.5484351319219255
365,1,05-01_4,0.8382099011753922
364,1,05-01_3,0.5809814696576917
333,1,05-01_2,0.4113932932099229
363,1,05-01_2,0.5842903746646751
332,1,05-01_1,0.6515875628995612
362,1,05-01_1,1.0
331,1,05-00_5,0.8364109859799508
330,1,05-00_4,0.9174795107795696
329,1,05-00_3,0.7592353106468073
328,1,05-00_2,0.6465304457492631
327,1,05-00_1,1.0
155,1,04-01_5,0.4130807500960268
279,1,04-01_5,0.8891624769245214
278,1,04-01_4,0.9195265093523142
277,1,04-01_3,0.8190872260621671
276,1,04-01_2,0.4742027383900381
242,1,04-01_1,0.4151160963929138
275,1,04-01_1,1.0
241,1,04-00_5,0.8815260496977607
240,1,04-00_4,0.9283816878770416
