,col_a,col_b,rvalue
163,0,07-01_0,1.0
151,0,07-00_0,1.0
139,0,06-01_0,1.0
127,0,06-00_0,1.0
118,0,05-01_0,1.0
106,0,05-00_0,1.0
94,0,04-01_0,1.0
82,0,04-00_0,1.0
72,0,03-01_0,1.0
60,0,03-00_0,1.0
48,0,02-01_0,1.0
36,0,02-00_0,1.0
24,0,01-01_0,1.0
12,0,01-00_0,1.0
0,0,00-01_0,1.0
167,1,07-01_5,0.9363810945836376
166,1,07-01_4,0.9287738618566264
165,1,07-01_3,0.8594551370533485
164,1,07-01_1,1.0
155,1,07-00_5,0.9083518009467468
154,1,07-00_4,0.8961834028931501
153,1,07-00_3,0.8526927930590401
152,1,07-00_1,1.0
143,1,06-01_5,0.8421603816358585
142,1,06-01_4,0.8548400727596972
141,1,06-01_3,0.7690566209075083
140,1,06-01_1,1.0
131,1,06-00_5,0.8608426876090478
130,1,06-00_4,0.9141803494949864
129,1,06-00_3,0.8422039307454487
128,1,06-00_1,1.0
121,1,05-01_5,0.767521341970118
120,1,05-01_4,0.8382099011753922
119,1,05-01_1,1.0
110,1,05-00_5,0.8364109859799508
109,1,05-00_4,0.9174795107795696
108,1,05-00_3,0.7592353106468073
107,1,05-00_1,1.0
98,1,04-01_5,0.8891624769245214
97,1,04-01_4,0.9195265093523142
96,1,04-01_3,0.8190872260621671
95,1,04-01_1,1.0
86,1,04-00_5,0.8815260496977607
85,1,04-00_4,0.9283816878770416
84,1,04-00_3,0.8555743325152293
83,1,04-00_1,1.0
75,1,03-01_5,0.7627316790835261
74,1,03-01_4,0.8422744630302731
73,1,03-01_1,1.0
64,1,03-00_5,0.8484582440290462
63,1,03-00_4,0.8522825066655065
62,1,03-00_3,0.7536655913600883
61,1,03-00_1,1.0
52,1,02-01_5,0.8683688909917715
51,1,02-01_4,0.9098987666865112
50,1,02-01_3,0.8165388629553835
49,1,02-01_1,1.0
40,1,02-00_5,0.7970548907042247
39,1,02-00_4,0.9030041572112714
38,1,02-00_3,0.7487266603788257
37,1,02-00_1,1.0
28,1,01-01_5,0.8975310402001972
27,1,01-01_4,0.885276404357157
26,1,01-01_3,0.8417436060404471
25,1,01-01_1,1.0
16,1,01-00_5,0.8779245210112403
15,1,01-00_4,0.856010994878189
14,1,01-00_3,0.7975321929445272
13,1,01-00_1,1.0
4,1,00-01_5,0.8625669447748854
3,1,00-01_4,0.8871869347177057
2,1,00-01_3,0.819345795138839
1,1,00-01_1,1.0
168,2,07-01_2,1.0
156,2,07-00_2,1.0
144,2,06-01_2,1.0
132,2,06-00_2,1.0
122,2,05-01_2,1.0
111,2,05-00_2,1.0
99,2,04-01_2,1.0
87,2,04-00_2,1.0
76,2,03-01_2,1.0
65,2,03-00_2,1.0
53,2,02-01_2,1.0
41,2,02-00_2,1.0
29,2,01-01_2,1.0
17,2,01-00_2,1.0
5,2,00-01_2,1.0
171,3,07-01_5,0.913932604259144
170,3,07-01_4,0.9322226067161218
169,3,07-01_3,1.0
159,3,07-00_5,0.8591098283509638
158,3,07-00_4,0.8785401153158567
157,3,07-00_3,1.0
147,3,06-01_5,0.8293388401068885
146,3,06-01_4,0.855046975626414
145,3,06-01_3,1.0
135,3,06-00_5,0.877086852548009
134,3,06-00_4,0.8847605632823898
133,3,06-00_3,1.0
124,3,05-01_5,0.8066241427371998
123,3,05-01_3,1.0
114,3,05-00_5,0.8461135633725059
113,3,05-00_4,0.7718637716770523
112,3,05-00_3,1.0
102,3,04-01_5,0.9067176571433028
101,3,04-01_4,0.8889110114117764
100,3,04-01_3,1.0
90,3,04-00_5,0.8949600857539391
89,3,04-00_4,0.8789435353507502
88,3,04-00_3,1.0
79,3,03-01_5,0.8249014469478451
78,3,03-01_4,0.7075732408622919
77,3,03-01_3,1.0
68,3,03-00_5,0.8516069628480587
67,3,03-00_4,0.8177887406363715
66,3,03-00_3,1.0
56,3,02-01_5,0.8780753577010582
55,3,02-01_4,0.8565012207821732
54,3,02-01_3,1.0
44,3,02-00_5,0.8780737531302469
43,3,02-00_4,0.8182569567648096
42,3,02-00_3,1.0
32,3,01-01_5,0.894998510847298
31,3,01-01_4,0.8107729309724442
30,3,01-01_3,1.0
20,3,01-00_5,0.8502090062906819
19,3,01-00_4,0.8161653656488479
18,3,01-00_3,1.0
8,3,00-01_5,0.8851820175669203
7,3,00-01_4,0.848954538077141
6,3,00-01_3,1.0
173,4,07-01_5,0.8876835479648579
172,4,07-01_4,1.0
161,4,07-00_5,0.7731737067390301
160,4,07-00_4,1.0
149,4,06-01_5,0.7102990168457298
148,4,06-01_4,1.0
137,4,06-00_5,0.7748989793376961
136,4,06-00_4,1.0
125,4,05-01_4,1.0
116,4,05-00_5,0.70379317521958
115,4,05-00_4,1.0
104,4,04-01_5,0.8330378175375404
103,4,04-01_4,1.0
92,4,04-00_5,0.7987678198786922
91,4,04-00_4,1.0
80,4,03-01_4,1.0
70,4,03-00_5,0.7113241199006731
69,4,03-00_4,1.0
58,4,02-01_5,0.7863328988770469
57,4,02-01_4,1.0
46,4,02-00_5,0.7263492202353226
45,4,02-00_4,1.0
34,4,01-01_5,0.7782309716736839
33,4,01-01_4,1.0
22,4,01-00_5,0.7327576426757938
21,4,01-00_4,1.0
10,4,00-01_5,0.7573056587914831
9,4,00-01_4,1.0
174,5,07-01_5,1.0
162,5,07-00_5,1.0
150,5,06-01_5,1.0
138,5,06-00_5,1.0
126,5,05-01_5,1.0
117,5,05-00_5,1.0
105,5,04-01_5,1.0
93,5,04-00_5,1.0
81,5,03-01_5,1.0
71,5,03-00_5,1.0
59,5,02-01_5,1.0
47,5,02-00_5,1.0
35,5,01-01_5,1.0
23,5,01-00_5,1.0
11,5,00-01_5,1.0
183,age,age,1.0
179,asrsa_score,asrsa_score,1.0
180,asrsb_score,asrsb_score,1.0
178,bai_score,srq_score,0.7288006861062992
177,bai_score,bai_score,1.0
176,dbi_score,srq_score,0.73708229183601
175,dbi_score,dbi_score,1.0
181,oci_score,oci_score,1.0
182,srq_score,srq_score,1.0
