,x,y
0,303,243
1,301,201
2,302,215
3,291,157
4,300,188
5,300,170
6,299,128
7,218,130
8,300,96
9,300,80
10,299,25
11,304,249
12,304,253
13,304,255
14,304,257
15,304,261
16,305,267
17,305,273
18,305,287
19,301,208
20,291,207
21,176,87
22,252,141
23,241,142
24,229,142
25,215,136
26,262,137
27,237,108
28,249,108
29,225,110
30,218,115
31,206,144
32,263,311
33,215,127
34,173,142
35,193,136
36,247,192
37,290,242
38,294,253
39,278,246
40,270,253
41,284,255
42,277,257
43,256,272
44,292,201
45,290,187
46,199,101
47,268,160
48,268,199
49,267,192
50,213,193
51,290,171
52,225,83
53,209,90
54,186,64
55,275,93
56,259,111
57,247,261
58,187,261
59,276,205
60,284,210
61,262,260
62,267,259
63,202,83
64,268,205
65,246,84
66,243,73
67,232,31
68,194,72
69,239,52
70,191,96
71,183,93
72,292,249
73,282,252
74,274,256
75,279,208
76,265,260
77,269,261
78,268,259
79,282,202
80,279,256
81,286,256
82,295,255
83,291,287
84,292,273
85,294,266
86,293,260
87,295,257
88,278,258
89,276,259
90,275,263
91,272,267
92,258,239
93,174,200
94,301,211
95,272,259
96,271,259
97,289,216
98,272,213
99,287,213
100,256,169
101,239,178
102,266,198
103,203,43
104,211,58
105,219,74
106,265,278
107,271,76
108,268,52
109,264,26
110,221,140
111,195,154
112,269,134
113,205,120
114,276,151
115,273,194
116,183,164
117,202,163
118,218,166
119,241,164
120,255,158
121,268,151
122,290,132
123,187,191
124,196,117
125,296,207
126,269,173
127,170,143
128,275,143
129,265,199
130,212,128
131,273,186
132,178,230
133,268,128
134,281,177
135,213,286
136,213,301
137,174,195
138,199,271
139,177,115
140,259,325
141,296,210
142,260,182
143,184,139
144,230,135
145,241,136
146,267,264
147,189,217
148,280,341
149,244,327
150,230,316
151,300,53
152,305,344
153,250,135
154,259,132
155,265,130
156,187,116
157,258,119
158,248,116
159,238,115
160,228,117
161,222,121
162,170,113
163,224,132
164,302,224
165,269,232
166,276,204
167,287,226
168,300,113
169,228,301
170,243,313
171,280,331
172,200,285
173,265,124
174,282,153
175,305,333
176,261,336
177,179,223
178,285,258
179,283,259
180,282,264
181,282,271
182,277,283
183,271,259
184,268,259
185,265,257
186,252,249
187,205,221
188,282,140
189,277,118
190,269,121
191,273,258
192,204,252
193,286,116
194,270,297
195,300,155
196,289,145
197,300,142
198,276,174
199,305,319
200,305,302
201,287,302
202,243,277
203,255,210
204,255,289
205,229,208
206,246,223
207,220,230
208,282,318
209,270,182
210,232,287
211,248,300
212,234,263
213,193,237
214,219,265
215,187,249
216,238,241
217,276,162
218,278,199
219,271,204
220,281,190
221,267,107
222,249,99
223,232,98
224,219,102
225,210,108
226,204,133
227,172,169
228,214,150
229,225,152
230,240,151
231,255,150
232,265,144
233,273,138
234,172,172
235,271,207
236,283,164
237,284,200
238,291,205
239,285,202
240,275,210
241,292,206
242,294,209
243,271,129
244,279,131
245,282,133
246,218,124
247,213,120
248,309,157
249,383,129
250,311,207
251,427,85
252,350,140
253,362,141
254,373,140
255,387,134
256,340,137
257,364,107
258,352,108
259,376,110
260,384,114
261,395,142
262,347,310
263,386,126
264,431,139
265,409,134
266,357,191
267,316,241
268,314,253
269,330,245
270,338,251
271,323,255
272,331,256
273,352,270
274,310,201
