,x,y
0,295,256
1,293,212
2,295,223
3,286,168
4,293,198
5,295,181
6,298,137
7,218,130
8,299,108
9,298,92
10,300,25
11,295,263
12,295,267
13,295,268
14,295,270
15,295,275
16,295,281
17,295,288
18,295,298
19,293,218
20,284,216
21,181,81
22,251,143
23,240,143
24,229,143
25,215,136
26,261,140
27,235,115
28,248,115
29,225,116
30,218,120
31,206,143
32,253,314
33,214,127
34,177,135
35,194,135
36,241,197
37,280,253
38,283,265
39,267,256
40,258,259
41,273,265
42,265,265
43,245,275
44,284,211
45,283,198
46,199,107
47,265,164
48,260,205
49,260,198
50,209,194
51,285,183
52,225,97
53,210,100
54,190,59
55,275,106
56,259,118
57,237,264
58,192,250
59,268,212
60,277,217
61,248,265
62,253,264
63,203,90
64,260,210
65,246,98
66,244,88
67,234,31
68,197,74
69,240,58
70,193,100
71,188,91
72,282,261
73,270,262
74,262,263
75,271,215
76,251,265
77,255,268
78,255,264
79,273,209
80,268,265
81,276,265
82,285,266
83,280,298
84,281,287
85,282,280
86,283,273
87,284,268
88,265,266
89,264,268
90,261,271
91,259,275
92,250,244
93,180,189
94,294,220
95,260,265
96,258,266
97,280,223
98,264,218
99,279,220
100,253,172
101,234,180
102,258,204
103,207,43
104,214,63
105,221,85
106,254,284
107,271,90
108,268,57
109,264,26
110,220,140
111,194,153
112,267,137
113,205,122
114,272,156
115,266,201
116,183,160
117,202,163
118,215,168
119,238,165
120,253,160
121,265,155
122,287,140
123,185,188
124,195,120
125,288,217
126,265,178
127,176,133
128,274,148
129,258,204
130,212,129
131,266,193
132,183,219
133,268,132
134,275,186
135,211,282
136,214,294
137,178,188
138,198,265
139,181,111
140,253,325
141,290,220
142,255,187
143,185,137
144,229,135
145,240,136
146,253,270
147,188,212
148,273,341
149,242,323
150,229,311
151,300,58
152,295,345
153,249,135
154,259,133
155,265,133
156,188,116
157,258,122
158,247,118
159,237,118
160,227,119
161,220,123
162,177,105
163,223,133
164,295,234
165,259,237
166,268,210
167,280,234
168,298,122
169,224,299
170,238,313
171,270,335
172,203,275
173,265,128
174,279,161
175,295,337
176,255,333
177,182,215
178,274,268
179,272,270
180,270,275
181,268,282
182,266,292
183,258,265
184,255,264
185,251,262
186,241,253
187,202,220
188,280,148
189,275,124
190,269,126
191,260,263
192,202,249
193,284,124
194,260,303
195,295,165
196,286,155
197,296,152
198,270,181
199,295,325
200,295,311
201,276,310
202,235,280
203,248,214
204,246,293
205,224,212
206,238,227
207,215,230
208,272,324
209,265,188
210,226,288
211,240,302
212,226,264
213,192,233
214,214,265
215,188,240
216,230,243
217,273,169
218,270,207
219,263,209
220,274,199
221,267,115
222,248,110
223,231,108
224,218,110
225,209,114
226,204,132
227,175,162
228,212,149
229,223,153
230,239,153
231,253,150
232,264,147
233,271,143
234,178,160
235,263,213
236,278,173
237,277,208
238,283,214
239,277,210
240,267,216
241,285,216
242,287,218
243,271,133
244,278,136
245,280,138
246,217,125
247,212,123
248,306,168
249,385,131
250,305,216
251,433,83
252,350,143
253,362,145
254,373,144
255,389,137
256,340,140
257,367,113
258,353,114
259,378,115
260,387,120
261,398,145
262,340,317
263,390,128
264,435,138
265,413,138
266,356,199
267,308,254
268,307,267
269,324,258
270,333,262
271,318,266
272,327,268
273,350,278
274,303,212
275,305,199
276,407,107
277,333,165
278,332,208
279,333,200
280,391,198
281,305,183
282,378,95
283,395,99
284,422,60
285,323,106
286,343,118
287,358,267
288,418,253
289,323,214
290,313,218
291,345,268
292,340,267
293,403,90
294,333,213
295,354,96
296,356,86
297,371,31
298,412,75
299,363,57
300,415,101
301,424,93
302,308,262
303,320,263
304,330,265
305,320,216
306,343,268
307,338,270
308,340,266
309,317,210
310,325,265
311,316,267
312,306,268
313,311,299
314,310,288
315,309,280
316,308,274
317,308,270
318,328,268
319,329,270
320,331,273
321,333,277
322,343,246
323,433,192
324,333,268
325,335,268
326,310,224
327,328,220
328,311,221
329,345,173
330,364,183
331,335,206
332,402,43
333,393,62
334,382,84
335,339,287
336,328,88
337,333,57
338,339,26
339,384,142
340,411,155
341,333,137
342,400,123
343,325,158
344,325,203
345,424,163
346,402,165
347,385,170
348,363,168
349,346,162
350,335,155
351,309,140
352,419,190
353,411,120
354,299,217
355,332,179
356,440,136
357,325,148
358,336,206
359,393,130
360,325,194
361,428,223
362,334,132
363,315,187
364,390,286
365,389,298
366,431,192
367,405,268
368,430,113
369,341,328
370,299,220
371,342,188
372,423,139
373,373,136
374,363,137
375,340,273
376,416,216
377,320,343
378,355,326
379,370,315
380,352,136
381,343,134
382,337,133
383,420,118
384,345,122
385,355,118
386,366,117
387,377,120
388,383,123
389,439,107
390,380,134
391,333,239
392,323,213
393,311,235
394,374,303
395,358,315
396,320,336
397,404,278
398,337,128
399,316,161
400,339,336
401,425,219
402,318,268
403,319,272
404,321,277
405,323,283
406,327,293
407,335,267
408,338,266
409,342,265
410,353,256
411,399,223
412,317,148
413,325,124
414,333,125
415,333,265
416,400,253
417,314,124
418,333,305
419,308,155
420,323,182
421,315,311
422,360,283
423,346,216
424,348,295
425,374,214
426,357,229
427,383,234
428,319,325
429,330,190
430,370,290
431,355,305
432,370,268
433,411,237
434,384,268
435,418,245
436,366,245
437,323,170
438,320,208
439,329,211
440,315,200
441,333,115
442,353,109
443,370,108
444,385,109
445,395,114
446,402,133
447,435,165
448,391,151
449,378,155
450,363,155
451,348,152
452,336,148
453,329,143
454,438,164
455,328,214
456,315,174
457,312,209
458,305,215
459,312,210
460,325,218
461,303,216
462,302,219
463,329,133
464,323,136
465,318,138
466,387,126
467,393,123
