,col_a,col_b,rvalue
0,00-01_0,00-01_0,1.0
1,00-01_0,00-01_1,0.3788548792132755
2,00-01_0,00-01_2,0.5269072236178203
3,00-01_0,00-01_3,0.423451190144226
4,00-01_0,00-01_4,0.3211180135324065
5,00-01_0,00-01_5,0.5135269620622767
6,00-01_0,01-01_0,0.2502988487982226
7,00-01_0,02-01_0,0.2901095832728655
8,00-01_0,03-01_0,0.2290512885363398
9,00-01_0,05-01_0,0.2142966442822139
10,00-01_0,06-00_0,0.2865841590759378
11,00-01_0,06-01_0,0.4429397274281816
12,00-01_0,06-01_1,0.2326775945048102
13,00-01_0,06-01_2,0.323141376195331
14,00-01_0,06-01_3,0.2334454116405981
15,00-01_0,06-01_5,0.2963014986961161
16,00-01_1,00-01_1,0.9999999999999996
17,00-01_1,00-01_2,0.5997423605291239
18,00-01_1,00-01_3,0.8500366088264047
19,00-01_1,00-01_4,0.920126982632598
20,00-01_1,00-01_5,0.8856502882230867
21,00-01_1,01-01_1,0.3945190595563743
22,00-01_1,01-01_2,0.242411377138897
23,00-01_1,01-01_3,0.357687976458409
24,00-01_1,01-01_4,0.3721239087175223
25,00-01_1,01-01_5,0.3654459095570999
26,00-01_1,02-01_1,0.3349925220156584
27,00-01_1,02-01_2,0.2621115531871449
28,00-01_1,02-01_3,0.3090152891545733
29,00-01_1,02-01_4,0.3223337324414174
30,00-01_1,02-01_5,0.3281049280837551
31,00-01_1,03-01_1,0.3327543155551496
32,00-01_1,03-01_3,0.3545378845346733
33,00-01_1,03-01_4,0.3727697081822881
34,00-01_1,03-01_5,0.2760765649352781
35,00-01_1,04-00_2,0.2014635796888647
36,00-01_1,04-00_5,0.2055731393298892
37,00-01_1,04-01_1,0.3875234561385142
38,00-01_1,04-01_2,0.3188596079888199
39,00-01_1,04-01_3,0.3615567004773748
40,00-01_1,04-01_4,0.3851659799154829
41,00-01_1,04-01_5,0.3957774455662529
42,00-01_1,05-01_1,0.2153933906478738
43,00-01_1,05-01_3,0.2815648244790417
44,00-01_1,05-01_4,0.2940431318124481
45,00-01_1,06-01_0,0.2453165962185498
46,00-01_1,06-01_1,0.5128051371763488
47,00-01_1,06-01_2,0.3773848389184583
48,00-01_1,06-01_3,0.471870175750446
49,00-01_1,06-01_4,0.5040778836252068
50,00-01_1,06-01_5,0.5105652898737848
51,00-01_1,07-01_1,0.2974004340805297
52,00-01_1,07-01_2,0.2048509100263828
53,00-01_1,07-01_3,0.2715830916991041
54,00-01_1,07-01_4,0.2847531171523964
55,00-01_1,07-01_5,0.3085459568853186
56,00-01_2,00-01_2,1.0
57,00-01_2,00-01_3,0.4904152416398871
58,00-01_2,00-01_4,0.5776325440852537
59,00-01_2,00-01_5,0.5161554108763342
60,00-01_2,01-01_1,0.231784280495586
61,00-01_2,01-01_2,0.302963882051643
62,00-01_2,01-01_4,0.2150089090678405
63,00-01_2,02-01_1,0.2093867533698991
64,00-01_2,02-01_2,0.3342785589251829
65,00-01_2,02-01_5,0.2045527573328816
66,00-01_2,03-01_2,0.237498038225576
67,00-01_2,04-01_0,0.2037869062715112
68,00-01_2,04-01_1,0.2198102309069759
69,00-01_2,04-01_2,0.3173195378345319
70,00-01_2,04-01_3,0.2308207280906101
71,00-01_2,04-01_4,0.2400958351941841
72,00-01_2,04-01_5,0.2369786246040005
73,00-01_2,05-01_2,0.3043965931167311
74,00-01_2,05-01_3,0.2244887659465248
75,00-01_2,06-01_0,0.2873967406902877
76,00-01_2,06-01_1,0.2856597292734634
77,00-01_2,06-01_2,0.4800833649569966
78,00-01_2,06-01_3,0.2831490222641603
79,00-01_2,06-01_4,0.2709223430986904
80,00-01_2,06-01_5,0.3259235271325638
81,00-01_2,07-01_2,0.2241983057494017
82,00-01_3,00-01_3,1.0
83,00-01_3,00-01_4,0.8924966735890459
84,00-01_3,00-01_5,0.8878255425684229
85,00-01_3,01-01_1,0.3572495643975141
86,00-01_3,01-01_2,0.2213505843232477
87,00-01_3,01-01_3,0.3783884061871642
88,00-01_3,01-01_4,0.3353622636809152
89,00-01_3,01-01_5,0.3539598021263314
90,00-01_3,02-00_1,0.2001396325284246
91,00-01_3,02-00_5,0.2008002339624063
92,00-01_3,02-01_1,0.3526942081799356
93,00-01_3,02-01_2,0.2327062129856255
94,00-01_3,02-01_3,0.3760377580170675
95,00-01_3,02-01_4,0.3532862197601622
96,00-01_3,02-01_5,0.3633901274380646
97,00-01_3,03-00_3,0.2166493577222657
98,00-01_3,03-00_4,0.2287356238660278
99,00-01_3,03-01_1,0.259432545833791
100,00-01_3,03-01_3,0.3457490719190972
101,00-01_3,03-01_4,0.31260588400568
102,00-01_3,03-01_5,0.2380424243637863
103,00-01_3,04-00_2,0.2217876173539983
104,00-01_3,04-00_5,0.2040868497059298
105,00-01_3,04-01_1,0.3180972126237179
106,00-01_3,04-01_2,0.2810812781734535
107,00-01_3,04-01_3,0.3488926487699852
108,00-01_3,04-01_4,0.3540568004530666
109,00-01_3,04-01_5,0.3344710833305253
110,00-01_3,05-01_0,0.2090705321724032
111,00-01_3,05-01_3,0.2983654641676472
112,00-01_3,05-01_4,0.2474169300922537
113,00-01_3,06-01_0,0.2733193091111814
114,00-01_3,06-01_1,0.4644743062597421
115,00-01_3,06-01_2,0.3648250046299391
116,00-01_3,06-01_3,0.4991304804023912
117,00-01_3,06-01_4,0.4716363734331074
118,00-01_3,06-01_5,0.4951886753601138
119,00-01_3,07-00_3,0.2017947538829368
120,00-01_3,07-01_1,0.2489407079405734
121,00-01_3,07-01_3,0.268760656611222
122,00-01_3,07-01_4,0.2734791011428557
123,00-01_3,07-01_5,0.2606091295156045
124,00-01_4,00-01_4,1.0
125,00-01_4,00-01_5,0.7847869435593495
126,00-01_4,01-00_4,0.2018094808191517
127,00-01_4,01-01_1,0.3758530204539942
128,00-01_4,01-01_2,0.2130820566704162
129,00-01_4,01-01_3,0.3524930146265193
130,00-01_4,01-01_4,0.376853800249802
131,00-01_4,01-01_5,0.3321651718760852
132,00-01_4,02-01_1,0.3428753671735167
133,00-01_4,02-01_2,0.2476187218750456
134,00-01_4,02-01_3,0.3315972114739684
135,00-01_4,02-01_4,0.3558497071189521
136,00-01_4,02-01_5,0.3320510648533565
137,00-01_4,03-00_4,0.2174349908653592
138,00-01_4,03-01_1,0.3090767303758057
139,00-01_4,03-01_3,0.34069993786058
140,00-01_4,03-01_4,0.3790785786681515
141,00-01_4,03-01_5,0.2347342086620666
142,00-01_4,04-00_2,0.2117570280568893
143,00-01_4,04-00_4,0.216150541766143
144,00-01_4,04-00_5,0.2189782492145783
145,00-01_4,04-01_1,0.3869153802830798
146,00-01_4,04-01_2,0.2930366562175108
147,00-01_4,04-01_3,0.3837138641056818
148,00-01_4,04-01_4,0.421728673085417
149,00-01_4,04-01_5,0.3768289283916803
150,00-01_4,05-01_1,0.2004402986922128
151,00-01_4,05-01_3,0.286593118457662
152,00-01_4,05-01_4,0.3043372656895492
153,00-01_4,06-01_0,0.2294819455489528
154,00-01_4,06-01_1,0.4712817274510395
155,00-01_4,06-01_2,0.3661721400810504
156,00-01_4,06-01_3,0.4734029279496112
157,00-01_4,06-01_4,0.5107488959744775
158,00-01_4,06-01_5,0.4662121148824307
159,00-01_4,07-00_1,0.2146187158689385
160,00-01_4,07-00_2,0.2107791268569843
161,00-01_4,07-00_3,0.2331382864427585
162,00-01_4,07-00_4,0.2348941181743404
163,00-01_4,07-00_5,0.2282199620370117
164,00-01_4,07-01_1,0.2755874659773281
165,00-01_4,07-01_3,0.2842802318957292
166,00-01_4,07-01_4,0.2962179256115482
167,00-01_4,07-01_5,0.2867768937585452
168,00-01_5,00-01_5,1.0
169,00-01_5,01-01_0,0.2148878821237591
170,00-01_5,01-01_1,0.3459656459393794
171,00-01_5,01-01_2,0.2284193995891103
172,00-01_5,01-01_3,0.3579267839087265
173,00-01_5,01-01_4,0.3163779335324428
174,00-01_5,01-01_5,0.3644292281793546
175,00-01_5,02-00_5,0.2042345264984656
176,00-01_5,02-01_1,0.3075280733235995
177,00-01_5,02-01_2,0.2352321750341103
178,00-01_5,02-01_3,0.3224001551556212
179,00-01_5,02-01_4,0.2956747452337472
180,00-01_5,02-01_5,0.3304132939396937
181,00-01_5,03-01_1,0.2674703877900667
182,00-01_5,03-01_3,0.3390836026598854
183,00-01_5,03-01_4,0.2864429904706611
184,00-01_5,03-01_5,0.2776461617667825
185,00-01_5,04-00_2,0.2067234211227093
186,00-01_5,04-01_1,0.3106820466507461
187,00-01_5,04-01_2,0.2904008260233426
188,00-01_5,04-01_3,0.2983750534346683
189,00-01_5,04-01_4,0.2982692478224407
