,x,y
0,299,239
1,299,215
2,299,222
3,289,169
4,299,201
5,299,184
6,299,138
7,219,127
8,299,108
9,299,92
10,299,25
11,299,244
12,299,246
13,299,245
14,299,271
15,299,275
16,299,281
17,299,287
18,299,298
19,299,220
20,287,216
21,178,77
22,255,139
23,243,139
24,231,138
25,215,131
26,264,136
27,235,110
28,248,111
29,223,111
30,216,116
31,206,139
32,256,310
33,214,124
34,173,131
35,193,131
36,238,188
37,279,236
38,281,244
39,260,235
40,248,235
41,266,243
42,255,240
43,237,254
44,289,214
45,288,201
46,200,104
47,265,160
48,260,201
49,260,193
50,203,183
51,289,184
52,225,95
53,211,97
54,189,57
55,275,106
56,258,115
57,225,238
58,185,243
59,267,208
60,277,213
61,231,237
62,237,239
63,204,88
64,258,204
65,246,97
66,244,86
67,232,31
68,197,72
69,240,58
70,193,98
71,186,89
72,279,242
73,263,240
74,252,237
75,270,210
76,234,237
77,243,250
78,240,240
79,275,210
80,257,239
81,268,241
82,282,244
83,279,295
84,280,284
85,280,278
86,281,273
87,282,269
88,257,257
89,255,259
90,252,260
91,251,264
92,241,226
93,174,181
94,299,221
95,249,251
96,246,250
97,282,219
98,261,209
99,280,216
100,253,165
101,233,171
102,257,197
103,205,42
104,213,62
105,221,84
106,248,271
107,271,90
108,267,57
109,263,26
110,221,136
111,193,145
112,269,135
113,205,119
114,273,154
115,268,201
116,181,154
117,202,153
118,216,158
119,237,157
120,255,154
121,266,150
122,288,141
123,180,177
124,196,116
125,293,219
126,265,173
127,172,127
128,274,145
129,255,195
130,211,125
131,268,191
132,177,211
133,268,130
134,278,186
135,207,274
136,211,289
137,170,181
138,191,257
139,179,107
140,255,323
141,294,221
142,254,180
143,184,133
144,232,131
145,243,133
146,240,251
147,178,202
148,276,341
149,243,321
150,229,307
151,299,57
152,299,345
153,252,132
154,261,131
155,266,130
156,188,113
157,257,120
158,246,116
159,237,116
160,226,117
161,220,120
162,173,99
163,225,130
164,299,227
165,253,223
166,268,208
167,279,225
168,299,122
169,225,292
170,240,307
171,275,334
172,197,269
173,264,127
174,281,161
175,299,337
176,258,333
177,172,208
178,269,263
179,267,266
180,265,271
181,264,277
182,261,285
183,244,238
184,241,237
185,237,234
186,230,231
187,191,208
188,281,147
189,275,123
190,269,125
191,247,238
192,192,238
193,284,123
194,258,296
195,299,168
196,289,156
197,299,154
198,272,179
199,299,325
200,299,310
201,278,307
202,231,262
203,246,203
204,244,280
205,217,201
206,233,213
207,208,218
208,275,322
209,264,183
210,225,275
211,240,293
212,220,244
213,181,223
214,208,250
215,180,234
216,222,224
217,272,167
218,272,207
219,263,206
220,278,201
221,266,113
222,248,107
223,231,105
224,218,107
225,209,111
226,204,128
227,171,156
228,213,142
229,225,147
230,241,147
231,255,146
232,265,143
233,272,140
234,173,154
235,263,207
236,281,174
237,281,210
238,287,216
239,281,212
240,265,209
241,289,218
242,290,219
243,271,132
244,277,134
245,281,137
246,216,123
247,211,119
248,308,169
249,379,126
250,310,217
251,420,76
252,344,138
253,356,138
254,367,138
255,383,130
256,335,136
257,363,109
258,350,110
259,374,110
260,382,114
261,392,137
262,343,310
263,384,123
264,426,129
265,405,130
266,361,188
267,318,237
268,317,245
269,337,236
270,350,235
271,331,243
272,343,240
273,362,254
274,308,213
275,310,201
276,399,102
277,334,160
278,338,201
279,338,194
280,395,182
281,309,184
282,372,92
283,388,95
284,410,56
285,323,105
286,340,114
287,373,239
288,415,242
289,330,209
290,320,214
291,366,238
292,360,240
293,394,85
294,340,204
295,351,95
296,353,85
297,365,30
298,402,71
299,358,57
300,405,95
301,413,86
302,317,242
303,334,240
304,346,238
305,328,210
306,364,239
307,355,251
308,358,240
309,322,210
310,341,239
311,329,242
312,316,244
313,318,296
314,318,284
315,317,278
316,317,272
317,315,269
318,341,257
319,343,258
320,345,261
321,347,264
322,357,227
323,426,180
324,348,251
325,352,250
326,316,219
327,337,210
328,317,216
329,346,165
330,366,170
331,340,197
332,393,40
333,385,60
334,376,81
335,351,271
336,326,89
337,330,57
338,335,25
339,378,135
340,405,145
341,329,134
342,393,116
343,325,154
344,329,201
345,418,152
346,398,152
347,383,157
348,361,157
349,344,154
350,333,151
351,310,141
352,419,176
353,402,114
354,305,219
355,334,173
356,429,125
357,324,145
358,343,195
359,388,124
360,329,191
361,423,210
362,331,130
363,319,186
364,392,273
365,388,288
366,429,181
367,408,257
368,420,106
369,343,323
370,304,221
371,345,179
372,415,131
373,366,130
374,356,132
375,358,251
376,420,201
377,322,341
378,355,320
379,370,307
380,346,131
381,337,130
382,332,130
383,411,111
384,341,120
385,352,116
386,362,114
387,372,116
388,378,119
389,427,98
390,373,128
391,344,223
392,329,209
393,317,225
394,374,291
395,358,307
396,323,334
397,402,268
398,334,127
399,317,161
400,340,332
401,426,207
402,329,264
403,331,266
404,333,271
405,334,276
406,337,286
407,354,239
408,357,237
409,360,235
410,368,231
411,407,208
412,317,147
413,323,122
414,330,124
415,350,238
416,407,237
417,314,123
418,340,296
419,309,156
420,326,179
421,320,307
422,367,262
423,352,204
424,355,281
425,381,201
426,365,214
427,391,218
428,323,322
429,334,183
430,373,275
431,358,293
432,379,243
433,417,222
434,391,250
435,420,234
436,377,224
437,326,167
438,326,207
439,334,206
440,320,201
441,331,113
442,350,105
443,367,103
444,380,104
445,389,109
446,394,127
447,429,154
448,386,142
449,373,146
450,358,148
451,343,145
452,333,143
453,326,140
454,427,152
455,334,207
456,317,173
457,317,210
458,311,216
459,317,212
460,332,210
461,308,218
462,308,219
463,327,131
464,321,134
465,318,137
